"description","assist","player","result","periodTime","totalTime","xx","yy"
"2 punti sbagliato","","Payton Terrell Willis","missed",404,2204,585,224
"2 punti sbagliato","","Lorenzo Saccaggi","missed",425,2225,795,420
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",436,2236,255,756
"3 punti segnato","Carl Wheatle","Lorenzo Saccaggi","made",483,2283,45,336
"3 punti sbagliato","","Gianluca Della Rosa","missed",513,2313,885,896
"3 punti segnato","Carl Wheatle","Ryan Hawkins","made",559,2359,150,588
"2 punti sbagliato","","Charlie Edward Moore","missed",40,40,705,112
"2 punti sbagliato","","Charlie Edward Moore","missed",72,72,765,168
"2 punti segnato","","Derek Ogbeide","made",80,80,645,140
"2 punti sbagliato","","Payton Terrell Willis","missed",119,119,840,392
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",187,187,705,140
"2 punti segnato","","Charlie Edward Moore","made",224,224,765,140
"2 punti sbagliato","","Charlie Edward Moore","missed",275,275,555,392
"3 punti sbagliato","","Payton Terrell Willis","missed",309,309,1110,784
"2 punti segnato","","Charlie Edward Moore","made",376,376,885,112
"3 punti segnato","Jordon Varnado","Payton Terrell Willis","made",398,398,1170,728
"2 punti segnato","","Jordon Varnado","made",439,439,1140,224
"3 punti segnato","","Payton Terrell Willis","made",467,467,750,896
"3 punti sbagliato","","Charlie Edward Moore","missed",511,511,1260,784
"2 punti sbagliato","","Jordon Varnado","missed",568,568,345,140
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",595,595,450,840
"3 punti sbagliato","","Carl Wheatle","missed",19,619,1035,840
"2 punti sbagliato","","Carl Wheatle","missed",40,640,795,84
"2 punti sbagliato","","Angelo Del Chiaro","missed",73,673,780,308
"2 punti segnato","Payton Terrell Willis","Angelo Del Chiaro","made",99,699,735,196
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",151,751,345,756
"2 punti segnato","","Payton Terrell Willis","made",184,784,1065,448
"3 punti sbagliato","","Ryan Hawkins","missed",230,830,735,980
"3 punti sbagliato","","Payton Terrell Willis","missed",298,898,1110,784
"3 punti sbagliato","","Ryan Hawkins","missed",321,921,660,896
"3 punti sbagliato","","Payton Terrell Willis","missed",348,948,1470,140
"2 punti segnato","Derek Ogbeide","Jordon Varnado","made",380,980,810,140
"2 punti sbagliato","","Derek Ogbeide","missed",412,1012,645,224
"2 punti segnato","","Carl Wheatle","made",463,1063,780,168
"2 punti segnato","","Carl Wheatle","made",513,1113,645,196
"3 punti sbagliato","","Charlie Edward Moore","missed",553,1153,1080,812
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",589,1189,225,644
"3 punti sbagliato","","Payton Terrell Willis","missed",35,1235,585,868
"2 punti sbagliato","","Derek Ogbeide","missed",50,1250,675,224
"3 punti sbagliato","","Lorenzo Saccaggi","missed",107,1307,345,784
"2 punti sbagliato","","Payton Terrell Willis","missed",140,1340,660,392
"3 punti sbagliato","","Payton Terrell Willis","missed",198,1398,1230,700
"2 punti sbagliato","","Payton Terrell Willis","missed",283,1483,810,196
"2 punti sbagliato","","Charlie Edward Moore","missed",318,1518,840,308
"2 punti segnato","","Charlie Edward Moore","made",348,1548,480,168
"2 punti sbagliato","","Ryan Hawkins","missed",383,1583,810,140
"3 punti segnato","","Payton Terrell Willis","made",399,1599,990,840
"2 punti sbagliato","","Payton Terrell Willis","missed",434,1634,825,336
"3 punti sbagliato","","Ryan Hawkins","missed",468,1668,150,560
"2 punti segnato","Payton Terrell Willis","Derek Ogbeide","made",511,1711,750,196
"2 punti sbagliato","","Carl Wheatle","missed",549,1749,750,252
"3 punti segnato","","Ryan Hawkins","made",553,1753,1095,784
"2 punti segnato","","Charlie Edward Moore","made",599,1799,765,252
"3 punti segnato","","Gianluca Della Rosa","made",15,1815,240,700
"2 punti sbagliato","","Angelo Del Chiaro","missed",52,1852,705,196
"2 punti segnato","","Carl Wheatle","made",52,1852,705,196
"2 punti segnato","","Payton Terrell Willis","made",58,1858,750,224
"2 punti segnato","","Payton Terrell Willis","made",104,1904,465,504
"3 punti sbagliato","","Payton Terrell Willis","missed",150,1950,1290,644
"2 punti sbagliato","","Angelo Del Chiaro","missed",181,1981,810,280
"2 punti segnato","Gianluca Della Rosa","Angelo Del Chiaro","made",209,2009,645,280
"3 punti sbagliato","","Carl Wheatle","missed",276,2076,720,896
"3 punti segnato","Jordon Varnado","Carl Wheatle","made",306,2106,450,840
"3 punti sbagliato","","Jordon Varnado","missed",348,2148,810,868
"3 punti segnato","Lorenzo Saccaggi","Jordon Varnado","made",374,2174,390,784
"3 punti segnato","Lorenzo Saccaggi","Ryan Hawkins","made",397,2197,315,756
"3 punti segnato","","Charlie Edward Moore","made",475,2275,840,1008
"3 punti sbagliato","","Jordon Varnado","missed",542,2342,1005,840
"3 punti segnato","","Charlie Edward Moore","made",576,2376,495,952
"2 punti sbagliato","","Jordon Varnado","missed",13,13,825,196
"2 punti sbagliato","","Charlie Edward Moore","missed",43,43,780,448
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",65,65,660,196
"2 punti segnato","","Payton Terrell Willis","made",102,102,510,644
"3 punti segnato","","Jordon Varnado","made",171,171,1125,812
"2 punti sbagliato","","Derek Ogbeide","missed",205,205,735,392
"2 punti segnato","","Jordon Varnado","made",209,209,825,196
"2 punti segnato","Lorenzo Saccaggi","Jordon Varnado","made",250,250,840,252
"2 punti sbagliato","","Payton Terrell Willis","missed",303,303,465,532
"2 punti segnato","","Charlie Edward Moore","made",327,327,660,196
"2 punti sbagliato","","Gianluca Della Rosa","missed",433,433,765,644
"3 punti sbagliato","","Carl Wheatle","missed",439,439,930,896
"2 punti sbagliato","","Carl Wheatle","missed",475,475,795,308
"3 punti sbagliato","","Payton Terrell Willis","missed",486,486,390,784
"2 punti segnato","","Angelo Del Chiaro","made",486,486,390,784
"2 punti sbagliato","","Payton Terrell Willis","missed",532,532,930,532
"2 punti sbagliato","","Jordon Varnado","missed",19,619,615,280
"3 punti sbagliato","","Ryan Hawkins","missed",56,656,1275,700
"3 punti segnato","Gianluca Della Rosa","Jordon Varnado","made",85,685,975,896
"3 punti segnato","Angelo Del Chiaro","Charlie Edward Moore","made",155,755,510,896
"3 punti segnato","","Charlie Edward Moore","made",178,778,480,896
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",256,856,1020,588
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",281,881,630,224
"2 punti sbagliato","","Jordon Varnado","missed",303,903,855,168
"2 punti sbagliato","","Charlie Edward Moore","missed",326,926,900,392
"2 punti sbagliato","","Jordon Varnado","missed",359,959,180,252
"3 punti segnato","Payton Terrell Willis","Carl Wheatle","made",401,1001,150,588
"3 punti sbagliato","","Payton Terrell Willis","missed",431,1031,1125,812
"2 punti segnato","","Jordon Varnado","made",459,1059,1005,252
"2 punti sbagliato","","Jordon Varnado","missed",560,1160,315,252
"3 punti sbagliato","","Payton Terrell Willis","missed",50,1250,300,840
"3 punti sbagliato","","Charlie Edward Moore","missed",112,1312,285,784
"2 punti sbagliato","","Charlie Edward Moore","missed",142,1342,825,196
"2 punti segnato","","Derek Ogbeide","made",142,1342,825,196
"2 punti sbagliato","","Derek Ogbeide","missed",182,1382,1050,392
"2 punti segnato","","Payton Terrell Willis","made",234,1434,885,532
"2 punti segnato","","Charlie Edward Moore","made",266,1466,825,224
"2 punti segnato","","Charlie Edward Moore","made",290,1490,585,252
"2 punti sbagliato","","Payton Terrell Willis","missed",326,1526,885,252
"2 punti segnato","Payton Terrell Willis","Charlie Edward Moore","made",331,1531,225,168
"2 punti sbagliato","","Jordon Varnado","missed",429,1629,645,196
"2 punti sbagliato","","Carl Wheatle","missed",497,1697,555,280
"2 punti segnato","","Charlie Edward Moore","made",579,1779,780,364
"3 punti segnato","","Charlie Edward Moore","made",31,1831,1065,868
"3 punti sbagliato","","Gianluca Della Rosa","missed",75,1875,1170,924
"3 punti sbagliato","","Gianluca Della Rosa","missed",153,1953,1140,868
"3 punti segnato","Jordon Varnado","Carl Wheatle","made",225,2025,1290,672
"2 punti sbagliato","","Jordon Varnado","missed",262,2062,630,252
"2 punti segnato","Derek Ogbeide","Jordon Varnado","made",303,2103,735,196
"2 punti sbagliato","","Payton Terrell Willis","missed",352,2152,885,364
"2 punti sbagliato","","Derek Ogbeide","missed",390,2190,735,532
"2 punti sbagliato","","Payton Terrell Willis","missed",507,2307,735,308
"2 punti segnato","","Carl Wheatle","made",554,2354,810,252
"2 punti segnato","","Payton Terrell Willis","made",577,2377,735,140
"2 punti sbagliato","","Derek Ogbeide","missed",28,28,810,280
"3 punti sbagliato","","Jordon Varnado","missed",34,34,465,812
"2 punti sbagliato","","Derek Ogbeide","missed",75,75,720,168
"3 punti sbagliato","","Charlie Edward Moore","missed",111,111,150,700
"2 punti sbagliato","","Charlie Edward Moore","missed",155,155,360,448
"2 punti segnato","","Derek Ogbeide","made",155,155,360,448
"2 punti sbagliato","","Payton Terrell Willis","missed",178,178,525,392
"3 punti sbagliato","","Lorenzo Saccaggi","missed",203,203,1395,616
"3 punti segnato","Lorenzo Saccaggi","Payton Terrell Willis","made",238,238,1230,756
"3 punti sbagliato","","Payton Terrell Willis","missed",262,262,300,728
"3 punti segnato","","Jordon Varnado","made",294,294,90,448
"2 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",318,318,765,84
"3 punti sbagliato","","Carl Wheatle","missed",411,411,1455,140
"2 punti segnato","","Charlie Edward Moore","made",425,425,525,420
"2 punti segnato","Carl Wheatle","Ryan Hawkins","made",457,457,660,140
"2 punti sbagliato","","Derek Ogbeide","missed",495,495,585,308
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",532,532,765,140
"2 punti segnato","Charlie Edward Moore","Angelo Del Chiaro","made",574,574,765,196
"2 punti sbagliato","","Jordon Varnado","missed",14,614,345,588
"3 punti sbagliato","","Carl Wheatle","missed",55,655,885,896
"3 punti sbagliato","","Gianluca Della Rosa","missed",153,753,1185,812
"2 punti segnato","Gianluca Della Rosa","Payton Terrell Willis","made",165,765,720,140
"2 punti sbagliato","","Gianluca Della Rosa","missed",195,795,690,560
"2 punti segnato","Payton Terrell Willis","Carl Wheatle","made",203,803,705,280
"3 punti sbagliato","","Gianluca Della Rosa","missed",241,841,165,672
"2 punti segnato","Ryan Hawkins","Derek Ogbeide","made",252,852,735,504
"2 punti segnato","Carl Wheatle","Derek Ogbeide","made",315,915,885,140
"3 punti sbagliato","","Ryan Hawkins","missed",367,967,30,140
"3 punti sbagliato","","Jordon Varnado","missed",415,1015,495,840
"3 punti sbagliato","","Payton Terrell Willis","missed",419,1019,150,588
"2 punti sbagliato","","Charlie Edward Moore","missed",472,1072,930,364
"2 punti sbagliato","","Payton Terrell Willis","missed",485,1085,810,448
"3 punti segnato","Ryan Hawkins","Charlie Edward Moore","made",571,1171,600,924
"2 punti segnato","","Charlie Edward Moore","made",34,1234,510,168
"3 punti segnato","","Jordon Varnado","made",65,1265,615,924
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",141,1341,720,112
"3 punti sbagliato","","Charlie Edward Moore","missed",186,1386,120,616
"3 punti segnato","Lorenzo Saccaggi","Payton Terrell Willis","made",209,1409,375,812
"3 punti sbagliato","","Lorenzo Saccaggi","missed",252,1452,465,868
"3 punti segnato","Lorenzo Saccaggi","Charlie Edward Moore","made",279,1479,1200,784
"3 punti sbagliato","","Charlie Edward Moore","missed",320,1520,1050,840
"2 punti sbagliato","","Charlie Edward Moore","missed",344,1544,900,140
"3 punti sbagliato","","Ryan Hawkins","missed",398,1598,1455,140
"2 punti segnato","","Ryan Hawkins","made",454,1654,990,364
"2 punti segnato","Angelo Del Chiaro","Jordon Varnado","made",486,1686,615,56
"2 punti sbagliato","","Jordon Varnado","missed",575,1775,840,336
"3 punti segnato","Jordon Varnado","Carl Wheatle","made",20,1820,1035,812
"3 punti segnato","Carl Wheatle","Jordon Varnado","made",57,1857,735,924
"2 punti segnato","","Charlie Edward Moore","made",86,1886,435,280
"3 punti sbagliato","","Charlie Edward Moore","missed",143,1943,45,168
"3 punti segnato","Payton Terrell Willis","Carl Wheatle","made",186,1986,615,896
"3 punti segnato","","Payton Terrell Willis","made",254,2054,1170,812
"3 punti sbagliato","","Jordon Varnado","missed",323,2123,105,588
"3 punti sbagliato","","Jordon Varnado","missed",392,2192,1440,392
"2 punti segnato","Payton Terrell Willis","Jordon Varnado","made",420,2220,660,588
"2 punti sbagliato","","Charlie Edward Moore","missed",454,2254,855,560
"2 punti segnato","","Payton Terrell Willis","made",484,2284,735,476
"3 punti sbagliato","","Charlie Edward Moore","missed",556,2356,1005,840
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",564,2364,795,224
"3 punti sbagliato","","Payton Terrell Willis","missed",600,2400,1230,840
"2 punti segnato","","Payton Terrell Willis","made",346,2446,465,448
"3 punti segnato","","Payton Terrell Willis","made",467,2567,375,840
"2 punti segnato","Charlie Edward Moore","Jordon Varnado","made",527,2627,540,112
"2 punti segnato","","Charlie Edward Moore","made",560,2660,705,476
"2 punti segnato","","Charlie Edward Moore","made",600,2700,765,140
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",61,61,885,336
"3 punti sbagliato","","Payton Terrell Willis","missed",93,93,1335,560
"3 punti segnato","Payton Terrell Willis","Jordon Varnado","made",121,121,1410,448
"2 punti segnato","","Charlie Edward Moore","made",148,148,795,168
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",194,194,735,196
"3 punti sbagliato","","Charlie Edward Moore","missed",228,228,315,756
"2 punti sbagliato","","Payton Terrell Willis","missed",275,275,600,364
"3 punti segnato","","Payton Terrell Willis","made",323,323,1005,868
"2 punti sbagliato","","Jordon Varnado","missed",363,363,825,392
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",441,441,915,868
"2 punti sbagliato","","Derek Ogbeide","missed",492,492,645,280
"2 punti segnato","","Jordon Varnado","made",520,520,585,252
"3 punti sbagliato","","Ryan Hawkins","missed",553,553,165,560
"2 punti sbagliato","","Charlie Edward Moore","missed",595,595,750,252
"3 punti sbagliato","","Gianluca Della Rosa","missed",40,640,1050,812
"3 punti sbagliato","","Ryan Hawkins","missed",78,678,1260,700
"2 punti segnato","","Payton Terrell Willis","made",110,710,885,476
"2 punti sbagliato","","Carl Wheatle","missed",148,748,630,252
"3 punti sbagliato","","Payton Terrell Willis","missed",159,759,735,924
"3 punti segnato","","Gianluca Della Rosa","made",201,801,1245,728
"3 punti segnato","Carl Wheatle","Ryan Hawkins","made",238,838,75,112
"3 punti sbagliato","","Gianluca Della Rosa","missed",277,877,1335,644
"2 punti segnato","Ryan Hawkins","Carl Wheatle","made",294,894,735,168
"3 punti sbagliato","","Payton Terrell Willis","missed",323,923,645,896
"3 punti segnato","","Payton Terrell Willis","made",368,968,285,728
"2 punti segnato","","Charlie Edward Moore","made",397,997,735,196
"2 punti sbagliato","","Jordon Varnado","missed",429,1029,720,616
"3 punti sbagliato","","Charlie Edward Moore","missed",459,1059,1140,812
"2 punti segnato","Payton Terrell Willis","Jordon Varnado","made",486,1086,780,280
"2 punti sbagliato","","Derek Ogbeide","missed",24,1224,1065,224
"2 punti segnato","","Charlie Edward Moore","made",67,1267,630,364
"2 punti segnato","","Charlie Edward Moore","made",82,1282,780,168
"2 punti sbagliato","","Jordon Varnado","missed",129,1329,885,336
"3 punti segnato","","Payton Terrell Willis","made",134,1334,45,168
"3 punti segnato","Jordon Varnado","Carl Wheatle","made",176,1376,1440,112
"2 punti sbagliato","","Charlie Edward Moore","missed",204,1404,720,224
"2 punti sbagliato","","Derek Ogbeide","missed",204,1404,720,224
"2 punti segnato","Payton Terrell Willis","Derek Ogbeide","made",228,1428,675,224
"2 punti sbagliato","","Charlie Edward Moore","missed",264,1464,645,308
"2 punti segnato","","Jordon Varnado","made",264,1464,645,308
"2 punti segnato","Payton Terrell Willis","Carl Wheatle","made",302,1502,750,112
"2 punti sbagliato","","Jordon Varnado","missed",341,1541,705,196
"2 punti segnato","","Derek Ogbeide","made",381,1581,555,224
"3 punti sbagliato","","Charlie Edward Moore","missed",432,1632,120,448
"3 punti sbagliato","","Jordon Varnado","missed",456,1656,615,868
"3 punti sbagliato","","Carl Wheatle","missed",469,1669,390,812
"2 punti segnato","","Derek Ogbeide","made",508,1708,750,392
"2 punti sbagliato","","Ryan Hawkins","missed",580,1780,930,504
"2 punti segnato","","Derek Ogbeide","made",580,1780,930,504
"2 punti segnato","","Jordon Varnado","made",27,1827,780,140
"3 punti sbagliato","","Ryan Hawkins","missed",68,1868,1080,840
"2 punti sbagliato","","Jordon Varnado","missed",110,1910,765,196
"2 punti sbagliato","","Derek Ogbeide","missed",111,1911,765,224
"3 punti sbagliato","","Carl Wheatle","missed",148,1948,600,896
"2 punti segnato","","Charlie Edward Moore","made",197,1997,765,196
"2 punti segnato","","Ryan Hawkins","made",240,2040,465,336
"3 punti sbagliato","","Payton Terrell Willis","missed",271,2071,300,728
"2 punti sbagliato","","Charlie Edward Moore","missed",367,2167,765,448
"2 punti sbagliato","","Charlie Edward Moore","missed",440,2240,1140,196
"3 punti sbagliato","","Payton Terrell Willis","missed",519,2319,270,728
"2 punti sbagliato","","Charlie Edward Moore","missed",551,2351,765,280
"3 punti segnato","Charlie Edward Moore","Jordon Varnado","made",571,2371,60,112
"3 punti segnato","Charlie Edward Moore","Carl Wheatle","made",579,2379,975,868
"3 punti segnato","Carl Wheatle","Charlie Edward Moore","made",599,2399,930,896
"2 punti sbagliato","","Charlie Edward Moore","missed",600,2400,840,308
"2 punti segnato","","Ryan Hawkins","made",600,2400,840,308
"3 punti sbagliato","","Payton Terrell Willis","missed",83,83,105,532
"2 punti sbagliato","","Jordon Varnado","missed",111,111,885,672
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",141,141,735,224
"3 punti segnato","Lorenzo Saccaggi","Payton Terrell Willis","made",171,171,285,756
"3 punti sbagliato","","Jordon Varnado","missed",262,262,975,924
"3 punti segnato","","Payton Terrell Willis","made",293,293,780,924
"3 punti segnato","Payton Terrell Willis","Ryan Hawkins","made",323,323,150,728
"3 punti sbagliato","","Payton Terrell Willis","missed",370,370,615,1036
"2 punti sbagliato","","Derek Ogbeide","missed",374,374,825,392
"2 punti sbagliato","","Charlie Edward Moore","missed",396,396,810,616
"3 punti sbagliato","","Charlie Edward Moore","missed",423,423,195,924
"2 punti segnato","","Payton Terrell Willis","made",448,448,1080,672
"2 punti sbagliato","","Charlie Edward Moore","missed",484,484,795,392
"3 punti sbagliato","","Charlie Edward Moore","missed",507,507,375,812
"3 punti sbagliato","","Charlie Edward Moore","missed",529,529,285,840
"3 punti sbagliato","","Payton Terrell Willis","missed",571,571,495,980
"3 punti segnato","Ryan Hawkins","Payton Terrell Willis","made",14,614,255,728
"3 punti segnato","","Ryan Hawkins","made",173,773,390,840
"3 punti sbagliato","","Gianluca Della Rosa","missed",206,806,960,924
"3 punti sbagliato","","Ryan Hawkins","missed",231,831,675,924
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",273,873,615,280
"2 punti segnato","","Charlie Edward Moore","made",316,916,855,196
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",385,985,720,252
"2 punti sbagliato","","Jordon Varnado","missed",417,1017,720,336
"2 punti sbagliato","","Derek Ogbeide","missed",417,1017,720,336
"2 punti segnato","","Jordon Varnado","made",417,1017,720,336
"3 punti segnato","","Charlie Edward Moore","made",473,1073,840,896
"2 punti sbagliato","","Derek Ogbeide","missed",504,1104,735,196
"2 punti sbagliato","","Charlie Edward Moore","missed",517,1117,765,252
"2 punti segnato","Lorenzo Saccaggi","Derek Ogbeide","made",541,1141,720,168
"2 punti segnato","","Charlie Edward Moore","made",554,1154,555,364
"3 punti sbagliato","","Payton Terrell Willis","missed",599,1199,435,840
"2 punti sbagliato","","Derek Ogbeide","missed",599,1199,435,840
"2 punti sbagliato","","Derek Ogbeide","missed",599,1199,435,840
"2 punti segnato","","Jordon Varnado","made",32,1232,975,224
"2 punti segnato","","Charlie Edward Moore","made",159,1359,630,196
"3 punti segnato","","Jordon Varnado","made",204,1404,885,896
"2 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",233,1433,780,224
"2 punti segnato","","Charlie Edward Moore","made",269,1469,990,224
"2 punti segnato","Derek Ogbeide","Jordon Varnado","made",302,1502,765,196
"3 punti sbagliato","","Payton Terrell Willis","missed",364,1564,720,952
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",373,1573,855,224
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",400,1600,330,756
"2 punti sbagliato","","Derek Ogbeide","missed",440,1640,540,140
"3 punti segnato","Jordon Varnado","Charlie Edward Moore","made",481,1681,1395,644
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",517,1717,810,224
"2 punti sbagliato","","Charlie Edward Moore","missed",544,1744,990,560
"2 punti segnato","","Derek Ogbeide","made",570,1770,555,336
"2 punti segnato","","Payton Terrell Willis","made",16,1816,810,504
"2 punti sbagliato","","Payton Terrell Willis","missed",52,1852,945,700
"3 punti segnato","","Ryan Hawkins","made",75,1875,1155,896
"3 punti segnato","Carl Wheatle","Ryan Hawkins","made",117,1917,360,812
"3 punti segnato","","Carl Wheatle","made",148,1948,975,924
"3 punti segnato","","Payton Terrell Willis","made",194,1994,495,868
"2 punti sbagliato","","Payton Terrell Willis","missed",232,2032,810,700
"3 punti segnato","","Payton Terrell Willis","made",276,2076,345,756
"3 punti segnato","Payton Terrell Willis","Ryan Hawkins","made",317,2117,1080,840
"2 punti segnato","Payton Terrell Willis","Derek Ogbeide","made",359,2159,690,224
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",405,2205,90,504
"3 punti sbagliato","","Payton Terrell Willis","missed",443,2243,765,952
"2 punti segnato","","Payton Terrell Willis","made",503,2303,915,420
"2 punti segnato","Derek Ogbeide","Carl Wheatle","made",583,2383,915,196
"3 punti sbagliato","","Jordon Varnado","missed",36,36,330,812
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",113,113,735,168
"3 punti sbagliato","","Payton Terrell Willis","missed",157,157,1110,840
"2 punti sbagliato","","Derek Ogbeide","missed",179,179,720,140
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",213,213,765,196
"3 punti sbagliato","","Charlie Edward Moore","missed",278,278,405,812
"3 punti segnato","Payton Terrell Willis","Jordon Varnado","made",312,312,60,308
"2 punti segnato","","Derek Ogbeide","made",368,368,705,196
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",410,410,720,140
"3 punti sbagliato","","Jordon Varnado","missed",433,433,1260,700
"2 punti segnato","Charlie Edward Moore","Jordon Varnado","made",438,438,870,252
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",462,462,735,196
"3 punti sbagliato","","Jordon Varnado","missed",491,491,1350,560
"3 punti sbagliato","","Jordon Varnado","missed",600,600,165,1064
"2 punti sbagliato","","Jordon Varnado","missed",16,616,570,308
"3 punti segnato","Carl Wheatle","Ryan Hawkins","made",75,675,195,616
"3 punti sbagliato","","Gianluca Della Rosa","missed",139,739,420,812
"2 punti segnato","","Payton Terrell Willis","made",164,764,615,224
"3 punti sbagliato","","Ryan Hawkins","missed",191,791,45,84
"2 punti segnato","","Carl Wheatle","made",244,844,750,476
"3 punti segnato","","Carl Wheatle","made",285,885,1305,644
"2 punti segnato","Charlie Edward Moore","Angelo Del Chiaro","made",309,909,855,252
"2 punti sbagliato","","Derek Ogbeide","missed",362,962,660,224
"2 punti segnato","","Jordon Varnado","made",393,993,825,280
"3 punti sbagliato","","Charlie Edward Moore","missed",453,1053,1365,644
"2 punti segnato","Payton Terrell Willis","Jordon Varnado","made",486,1086,795,168
"3 punti segnato","Gianluca Della Rosa","Jordon Varnado","made",541,1141,720,896
"3 punti sbagliato","","Gianluca Della Rosa","missed",568,1168,330,728
"3 punti segnato","","Lorenzo Saccaggi","made",31,1231,1125,784
"3 punti sbagliato","","Lorenzo Saccaggi","missed",62,1262,1440,252
"3 punti segnato","Derek Ogbeide","Payton Terrell Willis","made",74,1274,30,140
"3 punti segnato","Jordon Varnado","Payton Terrell Willis","made",103,1303,1095,812
"3 punti segnato","Jordon Varnado","Charlie Edward Moore","made",146,1346,615,924
"2 punti segnato","Charlie Edward Moore","Jordon Varnado","made",173,1373,750,196
"3 punti sbagliato","","Lorenzo Saccaggi","missed",221,1421,240,728
"3 punti segnato","Ryan Hawkins","Charlie Edward Moore","made",293,1493,1440,140
"3 punti sbagliato","","Payton Terrell Willis","missed",330,1530,330,812
"3 punti sbagliato","","Carl Wheatle","missed",382,1582,1455,196
"3 punti segnato","","Charlie Edward Moore","made",448,1648,1170,784
"2 punti segnato","Carl Wheatle","Derek Ogbeide","made",487,1687,750,196
"3 punti segnato","Ryan Hawkins","Charlie Edward Moore","made",526,1726,675,924
"2 punti segnato","","Jordon Varnado","made",554,1754,795,252
"3 punti sbagliato","","Payton Terrell Willis","missed",600,1800,1125,840
"3 punti sbagliato","","Jordon Varnado","missed",15,1815,300,812
"2 punti sbagliato","","Jordon Varnado","missed",89,1889,885,224
"2 punti sbagliato","","Derek Ogbeide","missed",145,1945,795,280
"2 punti sbagliato","","Payton Terrell Willis","missed",165,1965,915,336
"2 punti sbagliato","","Jordon Varnado","missed",208,2008,555,308
"3 punti sbagliato","","Ryan Hawkins","missed",224,2024,165,700
"3 punti sbagliato","","Gianluca Della Rosa","missed",282,2082,270,700
"2 punti sbagliato","","Derek Ogbeide","missed",312,2112,675,252
"2 punti sbagliato","","Derek Ogbeide","missed",321,2121,840,224
"2 punti segnato","Gianluca Della Rosa","Derek Ogbeide","made",383,2183,750,196
"3 punti segnato","Jordon Varnado","Carl Wheatle","made",416,2216,1275,644
"3 punti sbagliato","","Carl Wheatle","missed",461,2261,1335,560
"3 punti segnato","","Payton Terrell Willis","made",501,2301,660,896
"3 punti sbagliato","","Charlie Edward Moore","missed",537,2337,420,840
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",563,2363,795,196
"2 punti segnato","","Payton Terrell Willis","made",590,2390,540,420
"2 punti sbagliato","","Charlie Edward Moore","missed",23,23,750,252
"2 punti sbagliato","","Payton Terrell Willis","missed",25,25,345,140
"2 punti segnato","","Charlie Edward Moore","made",53,53,375,168
"3 punti segnato","","Payton Terrell Willis","made",88,88,780,1036
"3 punti sbagliato","","Ryan Hawkins","missed",114,114,1440,112
"2 punti sbagliato","","Ryan Hawkins","missed",150,150,735,448
"3 punti segnato","","Charlie Edward Moore","made",167,167,735,1176
"2 punti segnato","","Ryan Hawkins","made",197,197,735,140
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",216,216,735,140
"2 punti sbagliato","","Payton Terrell Willis","missed",277,277,915,532
"3 punti sbagliato","","Charlie Edward Moore","missed",293,293,1260,896
"3 punti sbagliato","","Charlie Edward Moore","missed",320,320,900,952
"2 punti segnato","","Derek Ogbeide","made",394,394,750,420
"3 punti sbagliato","","Jordon Varnado","missed",406,406,45,476
"3 punti sbagliato","","Carl Wheatle","missed",418,418,885,952
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",434,434,735,140
"2 punti sbagliato","","Angelo Del Chiaro","missed",486,486,615,672
"3 punti sbagliato","","Payton Terrell Willis","missed",563,563,480,952
"3 punti sbagliato","","Jordon Varnado","missed",591,591,330,840
"2 punti segnato","Gianluca Della Rosa","Angelo Del Chiaro","made",28,628,900,168
"2 punti sbagliato","","Jordon Varnado","missed",67,667,630,392
"3 punti sbagliato","","Jordon Varnado","missed",96,696,1455,392
"3 punti segnato","Payton Terrell Willis","Gianluca Della Rosa","made",125,725,1245,868
"2 punti segnato","","Payton Terrell Willis","made",161,761,930,280
