,game_id,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
364,24429,2 punti sbagliato,,Nicolò Melli,missed,273,2073,945.0,672.0,3
365,24429,3 punti segnato,Kamar Baldwin,Daulton Hommes,made,297,2097,480.0,952.0,6
366,24429,2 punti segnato,,Shavon Shields,made,323,2123,855.0,336.0,0
367,24429,2 punti segnato,Prentiss Hubb,Derek Cooke,made,339,2139,765.0,252.0,0
368,24429,2 punti segnato,,Shabazz Napier,made,362,2162,255.0,420.0,1
369,24429,3 punti sbagliato,,Kamar Baldwin,missed,386,2186,180.0,896.0,6
370,24429,3 punti segnato,Nikola Mirotic,Nicolò Melli,made,408,2208,1455.0,196.0,8
371,24429,3 punti sbagliato,,Shabazz Napier,missed,444,2244,1290.0,756.0,7
372,24429,2 punti sbagliato,,Stefano Tonut,missed,491,2291,900.0,196.0,0
373,24429,2 punti segnato,Prentiss Hubb,Derek Cooke,made,498,2298,705.0,168.0,0
374,24429,3 punti sbagliato,,Nicolò Melli,missed,501,2301,1005.0,868.0,7
375,24429,3 punti sbagliato,,Kamar Baldwin,missed,545,2345,1320.0,700.0,7
376,24429,2 punti segnato,,Kamar Baldwin,made,599,2399,510.0,616.0,2
377,24429,3 punti sbagliato,,Nicolò Melli,missed,599,2399,720.0,476.0,2
378,24430,3 punti sbagliato,,Jordon Varnado,missed,17,17,1455.0,280.0,8
379,24430,3 punti sbagliato,,Amedeo Della Valle,missed,36,36,270.0,784.0,6
380,24430,3 punti sbagliato,,Kenny Gabriel,missed,42,42,1095.0,896.0,7
381,24430,3 punti sbagliato,,Payton Terrell Willis,missed,65,65,1065.0,812.0,7
382,24430,2 punti segnato,,Miro Bilan,made,110,110,615.0,308.0,0
383,24430,2 punti sbagliato,,Jordon Varnado,missed,128,128,510.0,392.0,2
384,24430,3 punti sbagliato,,Charlie Edward Moore,missed,133,133,1230.0,784.0,7
385,24430,2 punti segnato,,Jordon Varnado,made,137,137,855.0,196.0,0
386,24430,2 punti segnato,,Semaj Christon,made,148,148,540.0,448.0,2
387,24430,3 punti sbagliato,,Charlie Edward Moore,missed,175,175,1185.0,980.0,7
388,24430,3 punti segnato,,Amedeo Della Valle,made,190,190,1005.0,840.0,7
389,24430,2 punti segnato,,Payton Terrell Willis,made,214,214,405.0,252.0,1
390,24430,2 punti sbagliato,,Miro Bilan,missed,229,229,630.0,364.0,0
391,24430,2 punti sbagliato,,Jordon Varnado,missed,262,262,540.0,336.0,2
392,24430,3 punti sbagliato,,Charlie Edward Moore,missed,268,268,510.0,812.0,6
393,24430,3 punti segnato,,Amedeo Della Valle,made,276,276,345.0,896.0,6
394,24430,2 punti sbagliato,,Derek Ogbeide,missed,294,294,675.0,476.0,2
395,24430,2 punti sbagliato,,Jordon Varnado,missed,332,332,660.0,252.0,0
396,24430,2 punti segnato,,Nicola Akele,made,344,344,840.0,224.0,0
397,24430,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,357,357,705.0,700.0,2
398,24430,2 punti sbagliato,,Amedeo Della Valle,missed,369,369,900.0,532.0,3
399,24430,2 punti segnato,,Nicola Akele,made,382,382,735.0,476.0,2
400,24430,3 punti sbagliato,,Carl Wheatle,missed,404,404,1410.0,448.0,8
401,24430,2 punti segnato,Miro Bilan,Semaj Christon,made,411,411,780.0,196.0,0
402,24430,3 punti segnato,Gianluca Della Rosa,Payton Terrell Willis,made,435,435,315.0,756.0,6
403,24430,2 punti segnato,,Jason Burnell,made,456,456,780.0,196.0,0
404,24430,3 punti sbagliato,,Charlie Edward Moore,missed,467,467,510.0,868.0,6
405,24430,3 punti sbagliato,,David Reginald Cournooh,missed,491,491,465.0,952.0,6
406,24430,2 punti sbagliato,,Ryan Hawkins,missed,503,503,900.0,392.0,3
407,24430,2 punti sbagliato,,C.J. Massinburg,missed,517,517,900.0,392.0,3
408,24430,2 punti sbagliato,,Angelo Del Chiaro,missed,531,531,855.0,252.0,0
409,24430,2 punti sbagliato,,David Reginald Cournooh,missed,551,551,450.0,476.0,2
410,24430,2 punti segnato,,Jordon Varnado,made,565,565,630.0,168.0,0
411,24430,2 punti segnato,,Nicola Akele,made,586,586,840.0,196.0,0
412,24430,3 punti sbagliato,,Payton Terrell Willis,missed,598,598,960.0,868.0,7
413,24430,2 punti segnato,David Reginald Cournooh,Michael Cobbins,made,10,610,615.0,252.0,0
414,24430,2 punti sbagliato,,Jordon Varnado,missed,32,632,870.0,448.0,3
415,24430,2 punti segnato,,Charlie Edward Moore,made,60,660,525.0,644.0,2
416,24430,3 punti sbagliato,,Kenny Gabriel,missed,80,680,1365.0,476.0,8
417,24430,2 punti segnato,,Charlie Edward Moore,made,97,697,870.0,252.0,0
418,24430,2 punti segnato,,Jason Burnell,made,113,713,690.0,252.0,0
419,24430,2 punti sbagliato,,Angelo Del Chiaro,missed,156,756,900.0,392.0,3
420,24430,3 punti sbagliato,,Ryan Hawkins,missed,175,775,780.0,896.0,7
421,24430,2 punti sbagliato,,Semaj Christon,missed,185,785,840.0,280.0,0
422,24430,2 punti sbagliato,,Ryan Hawkins,missed,191,791,855.0,224.0,0
423,24430,2 punti sbagliato,,C.J. Massinburg,missed,213,813,870.0,252.0,0
424,24430,2 punti segnato,,C.J. Massinburg,made,213,813,870.0,252.0,0
425,24430,3 punti sbagliato,,Amedeo Della Valle,missed,253,853,405.0,896.0,6
426,24430,3 punti sbagliato,,Kenny Gabriel,missed,260,860,195.0,672.0,6
427,24430,3 punti sbagliato,,Lorenzo Saccaggi,missed,275,875,510.0,840.0,6
428,24430,2 punti segnato,Semaj Christon,Kenny Gabriel,made,281,881,735.0,140.0,0
429,24430,3 punti sbagliato,,Carl Wheatle,missed,308,908,1245.0,728.0,7
430,24430,2 punti sbagliato,,Carl Wheatle,missed,341,941,900.0,252.0,0
431,24430,2 punti segnato,,Semaj Christon,made,352,952,525.0,476.0,2
432,24430,2 punti sbagliato,,Payton Terrell Willis,missed,365,965,1035.0,560.0,3
433,24430,2 punti sbagliato,,Jason Burnell,missed,378,978,555.0,252.0,0
434,24430,2 punti segnato,,Miro Bilan,made,389,989,495.0,448.0,2
435,24430,3 punti segnato,Semaj Christon,Jason Burnell,made,416,1016,1215.0,812.0,7
436,24430,3 punti sbagliato,,Jordon Varnado,missed,437,1037,1440.0,420.0,8
437,24430,2 punti sbagliato,,Nicola Akele,missed,452,1052,885.0,336.0,0
438,24430,3 punti sbagliato,,Payton Terrell Willis,missed,463,1063,360.0,812.0,6
439,24430,3 punti sbagliato,,Amedeo Della Valle,missed,472,1072,285.0,728.0,6
440,24430,3 punti segnato,Carl Wheatle,Jordon Varnado,made,490,1090,75.0,140.0,5
441,24430,2 punti segnato,,Charlie Edward Moore,made,518,1118,1035.0,532.0,3
442,24430,2 punti sbagliato,,Miro Bilan,missed,533,1133,795.0,168.0,0
443,24430,2 punti sbagliato,,Charlie Edward Moore,missed,545,1145,705.0,336.0,0
444,24430,3 punti segnato,Nicola Akele,C.J. Massinburg,made,553,1153,180.0,756.0,6
445,24430,3 punti sbagliato,,Carl Wheatle,missed,583,1183,1095.0,840.0,7
446,24430,2 punti sbagliato,,Derek Ogbeide,missed,591,1191,645.0,308.0,0
447,24430,2 punti segnato,,Jason Burnell,made,598,1198,780.0,224.0,0
448,24430,3 punti segnato,,Charlie Edward Moore,made,599,1199,1380.0,1008.0,7
449,24430,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,14,1214,660.0,532.0,2
450,24430,3 punti sbagliato,,Amedeo Della Valle,missed,28,1228,540.0,952.0,6
451,24430,3 punti segnato,,Payton Terrell Willis,made,48,1248,375.0,896.0,6
452,24430,2 punti sbagliato,,Semaj Christon,missed,62,1262,735.0,364.0,0
453,24430,2 punti sbagliato,,Jordon Varnado,missed,74,1274,570.0,588.0,2
454,24430,3 punti segnato,Amedeo Della Valle,Miro Bilan,made,85,1285,555.0,812.0,6
455,24430,2 punti sbagliato,,Charlie Edward Moore,missed,103,1303,600.0,280.0,0
456,24430,3 punti sbagliato,,Kenny Gabriel,missed,113,1313,270.0,812.0,6
457,24430,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,134,1334,750.0,168.0,0
458,24430,2 punti sbagliato,,Derek Ogbeide,missed,156,1356,780.0,224.0,0
459,24430,3 punti segnato,Payton Terrell Willis,Gianluca Della Rosa,made,172,1372,45.0,252.0,5
