,game_id,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
272,Milano Brescia game 1,3 punti sbagliato,,Stefano Tonut,missed,270,870,1440,140,8
273,Milano Brescia game 1,3 punti segnato,,Shabazz Napier,made,345,945,210,672,6
274,Milano Brescia game 1,3 punti segnato,Devon Hall,Johannes Voigtmann,made,431,1031,1305,700,7
275,Milano Brescia game 1,2 punti segnato,Johannes Voigtmann,Stefano Tonut,made,449,1049,765,252,0
276,Milano Brescia game 1,3 punti sbagliato,,Devon Hall,missed,511,1111,315,840,6
277,Milano Brescia game 1,3 punti segnato,Devon Hall,Johannes Voigtmann,made,535,1135,150,672,6
278,Milano Brescia game 1,2 punti segnato,Stefano Tonut,Johannes Voigtmann,made,560,1160,1305,420,4
279,Milano Brescia game 1,3 punti sbagliato,,Shabazz Napier,missed,593,1193,450,896,6
280,Milano Brescia game 1,2 punti sbagliato,,Johannes Voigtmann,missed,40,1240,390,224,1
281,Milano Brescia game 1,3 punti sbagliato,,Johannes Voigtmann,missed,82,1282,30,168,5
282,Milano Brescia game 1,2 punti sbagliato,,Stefano Tonut,missed,113,1313,900,252,0
283,Milano Brescia game 1,2 punti sbagliato,,Shabazz Napier,missed,127,1327,840,728,3
284,Milano Brescia game 1,2 punti segnato,Stefano Tonut,Kyle Hines,made,166,1366,840,252,0
285,Milano Brescia game 1,2 punti segnato,Shabazz Napier,Kyle Hines,made,220,1420,855,252,0
286,Milano Brescia game 1,2 punti sbagliato,,Stefano Tonut,missed,255,1455,675,280,0
287,Milano Brescia game 1,2 punti segnato,,Kyle Hines,made,255,1455,675,280,0
288,Milano Brescia game 1,3 punti sbagliato,,Shavon Shields,missed,301,1501,390,840,6
289,Milano Brescia game 1,3 punti segnato,Devon Hall,Diego Flaccadori,made,345,1545,45,112,5
290,Milano Brescia game 1,3 punti sbagliato,,Stefano Tonut,missed,422,1622,1425,392,8
291,Milano Brescia game 1,3 punti sbagliato,,Giampaolo Ricci,missed,478,1678,1305,672,7
292,Milano Brescia game 1,2 punti segnato,,Giampaolo Ricci,made,545,1745,885,224,0
293,Milano Brescia game 1,3 punti sbagliato,,Giampaolo Ricci,missed,580,1780,1050,924,7
294,Milano Brescia game 1,2 punti segnato,Nicolò Melli,Johannes Voigtmann,made,16,1816,780,280,0
295,Milano Brescia game 1,3 punti segnato,Diego Flaccadori,Nicolò Melli,made,62,1862,1275,812,7
