"game_id","description","assist","player","result","periodTime","totalTime","xx","yy"
"Milano Brescia game 1","3 punti sbagliato","","Giampaolo Ricci","missed",580,1780,1050,924
"Milano Brescia game 1","2 punti segnato","Nicolò Melli","Johannes Voigtmann","made",16,1816,780,280
"Milano Brescia game 1","3 punti segnato","Diego Flaccadori","Nicolò Melli","made",62,1862,1275,812
"Milano Brescia game 1","2 punti segnato","Johannes Voigtmann","Nicolò Melli","made",119,1919,765,196
"Milano Brescia game 1","2 punti sbagliato","","Diego Flaccadori","missed",216,2016,300,196
"Milano Brescia game 1","3 punti sbagliato","","Diego Flaccadori","missed",242,2042,285,728
"Milano Brescia game 1","2 punti sbagliato","","Nicolò Melli","missed",254,2054,600,700
"Milano Brescia game 1","2 punti sbagliato","","Johannes Voigtmann","missed",254,2054,600,700
"Milano Brescia game 1","3 punti segnato","Stefano Tonut","Diego Flaccadori","made",273,2073,105,532
"Milano Brescia game 1","3 punti sbagliato","","Johannes Voigtmann","missed",307,2107,825,924
"Milano Brescia game 1","2 punti sbagliato","","Nicolò Melli","missed",323,2123,885,756
"Milano Brescia game 1","3 punti sbagliato","","Stefano Tonut","missed",369,2169,1380,504
"Milano Brescia game 1","3 punti sbagliato","","Nikola Mirotic","missed",411,2211,1455,112
"Milano Brescia game 1","3 punti sbagliato","","Shabazz Napier","missed",474,2274,690,924
"Milano Brescia game 1","3 punti sbagliato","","Devon Hall","missed",512,2312,1320,756
"Milano Brescia game 1","2 punti sbagliato","","Diego Flaccadori","missed",529,2329,435,224
"Milano Brescia game 1","2 punti segnato","","Nicolò Melli","made",529,2329,435,224
"Milano Brescia game 1","2 punti segnato","Shabazz Napier","Nicolò Melli","made",566,2366,195,336
"Milano Brescia game 2","2 punti sbagliato","","Nikola Mirotic","missed",36,36,780,252
"Milano Brescia game 2","2 punti segnato","","Shavon Shields","made",94,94,810,392
"Milano Brescia game 2","3 punti segnato","Nicolò Melli","Nikola Mirotic","made",113,113,45,168
"Milano Brescia game 2","3 punti sbagliato","","Shabazz Napier","missed",154,154,1065,924
"Milano Brescia game 2","3 punti segnato","Shabazz Napier","Shavon Shields","made",183,183,1260,728
