"description","assist","player","result","periodTime","totalTime","xx","yy"
"3 punti segnato","","Matteo Tambone","made",74,1874,255,728
"3 punti sbagliato","","Markis Mcduffie","missed",97,1897,870,896
"2 punti sbagliato","","Terry Allen","missed",97,1897,135,308
"3 punti segnato","","Ky Bowman","made",159,1959,390,812
"3 punti sbagliato","","Justin Wright-Foreman","missed",173,1973,1320,756
"3 punti segnato","Terry Allen","Ky Bowman","made",188,1988,1455,112
"2 punti segnato","","Andrea Cinciarini","made",209,2009,750,112
"3 punti sbagliato","","Ky Bowman","missed",229,2029,750,924
"2 punti sbagliato","","Osvaldas Olisevicius","missed",274,2074,900,644
"2 punti sbagliato","","Terry Allen","missed",291,2091,300,224
"2 punti segnato","","Andrea Cinciarini","made",304,2104,780,140
"3 punti segnato","Ky Bowman","Osvaldas Olisevicius","made",318,2118,1455,168
"2 punti segnato","","Alessandro Zanelli","made",341,2141,735,140
"2 punti segnato","","Andrea Cinciarini","made",371,2171,795,168
"2 punti segnato","","Andrea Cinciarini","made",396,2196,795,140
"3 punti sbagliato","","D'Angelo Harrison","missed",445,2245,1155,784
"2 punti sbagliato","","Markis Mcduffie","missed",462,2262,810,168
"2 punti segnato","","Justin Wright-Foreman","made",486,2286,885,504
"2 punti segnato","","Justin Wright-Foreman","made",537,2337,1020,644
"3 punti sbagliato","","D'Angelo Harrison","missed",560,2360,405,980
"3 punti sbagliato","","Quincy Ford","missed",586,2386,360,812
"2 punti sbagliato","","Markis Mcduffie","missed",591,2391,810,168
"3 punti segnato","Andrea Cinciarini","Valerio Mazzola","made",597,2397,645,896
"2 punti sbagliato","","Jordan Bayehe","missed",21,21,885,224
"3 punti segnato","Brandon Jefferson","Breein Tyree","made",30,30,1110,896
"3 punti segnato","","Breein Tyree","made",72,72,1035,868
"3 punti sbagliato","","Frank Bartley","missed",96,96,1335,644
"3 punti sbagliato","","Vasilis Charalampopoulos","missed",111,111,165,728
"2 punti sbagliato","","Jordan Bayehe","missed",122,122,675,308
"2 punti segnato","Brandon Jefferson","Stephane Gombauld","made",129,129,660,224
"2 punti segnato","","Filip Kruslin","made",151,151,705,336
"2 punti sbagliato","","Nate Laszewski","missed",171,171,885,196
"3 punti segnato","Frank Bartley","Nate Laszewski","made",194,194,420,840
"3 punti segnato","Brandon Jefferson","Vasilis Charalampopoulos","made",216,216,285,756
"2 punti sbagliato","","Nate Laszewski","missed",235,235,1050,364
"3 punti segnato","","Xavier Sneed","made",241,241,1215,896
"3 punti sbagliato","","Nate Laszewski","missed",283,283,795,896
"2 punti sbagliato","","Jordan Bayehe","missed",289,289,765,252
"2 punti segnato","","Eric Washington","made",314,314,990,588
"2 punti segnato","","Xavier Sneed","made",330,330,765,140
"2 punti sbagliato","","Breein Tyree","missed",351,351,750,420
"3 punti sbagliato","","Frank Bartley","missed",365,365,135,644
"2 punti sbagliato","","Stephane Gombauld","missed",380,380,735,532
"2 punti segnato","","Xavier Sneed","made",451,451,930,280
"3 punti sbagliato","","Xavier Sneed","missed",480,480,615,896
"2 punti segnato","","Alessandro Cappelletti","made",515,515,480,504
"2 punti segnato","","Vasilis Charalampopoulos","made",541,541,420,448
"2 punti segnato","","Tommaso Laquintana","made",562,562,1140,392
"3 punti sbagliato","","Alfonzo Mckinnie","missed",589,589,105,560
"3 punti sbagliato","","Jamel Morris","missed",597,597,615,980
"2 punti segnato","","Ousmane Diop","made",16,616,945,308
"2 punti segnato","","Jamel Morris","made",37,637,585,336
"2 punti segnato","","Xavier Sneed","made",70,670,750,308
"2 punti segnato","Breein Tyree","Alfonzo Mckinnie","made",88,688,780,308
"2 punti segnato","Tommaso Laquintana","Andrew Smith","made",99,699,780,140
"2 punti sbagliato","","Tommaso Laquintana","missed",163,763,705,252
"2 punti sbagliato","","Eric Lombardi","missed",174,774,840,700
"3 punti sbagliato","","Brandon Jefferson","missed",190,790,780,952
"3 punti sbagliato","","Joonas Riismaa","missed",210,810,450,868
"2 punti segnato","Alfonzo Mckinnie","Ousmane Diop","made",232,832,1005,700
"2 punti sbagliato","","Andrew Smith","missed",253,853,915,672
"2 punti sbagliato","","Jordan Bayehe","missed",290,890,780,504
"3 punti segnato","","Breein Tyree","made",311,911,1065,924
"3 punti segnato","Jordan Bayehe","Tommaso Laquintana","made",325,925,240,840
"3 punti sbagliato","","Eric Lombardi","missed",366,966,1155,840
"3 punti sbagliato","","Stefano Gentile","missed",398,998,270,812
"2 punti segnato","Eric Washington","Frank Bartley","made",423,1023,300,224
"3 punti segnato","","Alessandro Cappelletti","made",443,1043,390,924
"3 punti sbagliato","","Alessandro Cappelletti","missed",480,1080,465,952
"3 punti sbagliato","","Frank Bartley","missed",491,1091,675,924
"3 punti sbagliato","","Filip Kruslin","missed",514,1114,1335,644
"2 punti segnato","","Frank Bartley","made",527,1127,825,420
"3 punti sbagliato","","Joonas Riismaa","missed",558,1158,1425,560
"2 punti sbagliato","","Eric Washington","missed",577,1177,750,588
"2 punti sbagliato","","Nate Laszewski","missed",590,1190,675,448
"3 punti sbagliato","","Alessandro Cappelletti","missed",597,1197,780,1064
"3 punti sbagliato","","Xavier Sneed","missed",16,1216,135,532
"2 punti segnato","Breein Tyree","Stephane Gombauld","made",33,1233,675,140
"2 punti segnato","","Nate Laszewski","made",83,1283,795,252
"2 punti sbagliato","","Stephane Gombauld","missed",134,1334,765,364
"2 punti segnato","Brandon Jefferson","Alfonzo Mckinnie","made",163,1363,735,224
"3 punti segnato","Jordan Bayehe","Eric Washington","made",178,1378,1470,308
"2 punti sbagliato","","Brandon Jefferson","missed",197,1397,645,448
"3 punti segnato","","Brandon Jefferson","made",239,1439,405,868
"2 punti segnato","","Eric Washington","made",253,1453,765,420
"2 punti segnato","Xavier Sneed","Frank Bartley","made",279,1479,735,140
"2 punti segnato","","Brandon Jefferson","made",312,1512,1215,308
"3 punti sbagliato","","Nate Laszewski","missed",321,1521,1395,560
"3 punti sbagliato","","Alfonzo Mckinnie","missed",328,1528,NA,NA
"2 punti segnato","","Alfonzo Mckinnie","made",332,1532,510,700
"3 punti segnato","","Alessandro Cappelletti","made",357,1557,600,1008
"2 punti segnato","","Eric Washington","made",375,1575,945,308
"3 punti sbagliato","","Ousmane Diop","missed",420,1620,510,924
"2 punti segnato","","Frank Bartley","made",448,1648,1200,280
"2 punti segnato","Brandon Jefferson","Ousmane Diop","made",469,1669,900,224
"3 punti sbagliato","","Nate Laszewski","missed",487,1687,465,812
"3 punti sbagliato","","Brandon Jefferson","missed",512,1712,915,896
"2 punti segnato","Brandon Jefferson","Ousmane Diop","made",538,1738,810,336
"3 punti sbagliato","","Jamel Morris","missed",565,1765,735,924
"2 punti segnato","","Alfonzo Mckinnie","made",0,1800,1035,588
"3 punti sbagliato","","Jamel Morris","missed",0,1800,945,896
"2 punti sbagliato","","Brandon Jefferson","missed",13,1813,675,420
"3 punti sbagliato","","Jamel Morris","missed",23,1823,795,896
"2 punti segnato","","Nate Laszewski","made",73,1873,930,252
"2 punti sbagliato","","Ousmane Diop","missed",97,1897,735,616
"2 punti segnato","Ousmane Diop","Alessandro Cappelletti","made",107,1907,645,308
"3 punti sbagliato","","Jamel Morris","missed",127,1927,1200,812
"2 punti segnato","","Xavier Sneed","made",149,1949,780,112
"2 punti sbagliato","","Alessandro Cappelletti","missed",174,1974,765,616
"2 punti segnato","","Ousmane Diop","made",179,1979,750,280
"3 punti sbagliato","","Tommaso Laquintana","missed",192,1992,960,952
"2 punti sbagliato","","Xavier Sneed","missed",213,2013,585,168
"3 punti segnato","","Xavier Sneed","made",254,2054,1455,392
"3 punti segnato","","Brandon Jefferson","made",271,2071,600,924
"3 punti sbagliato","","Frank Bartley","missed",294,2094,375,812
"3 punti sbagliato","","Eric Washington","missed",335,2135,585,896
"2 punti sbagliato","","Jamel Morris","missed",373,2173,510,336
"2 punti segnato","","Stephane Gombauld","made",391,2191,885,308
"2 punti sbagliato","","Frank Bartley","missed",393,2193,555,336
"2 punti segnato","","Brandon Jefferson","made",417,2217,660,224
"2 punti segnato","","Xavier Sneed","made",437,2237,705,560
"2 punti segnato","","Alessandro Cappelletti","made",457,2257,735,448
"2 punti segnato","","Xavier Sneed","made",470,2270,765,252
"3 punti sbagliato","","Stefano Gentile","missed",496,2296,120,588
"2 punti sbagliato","","Stephane Gombauld","missed",505,2305,390,280
"3 punti sbagliato","","Xavier Sneed","missed",514,2314,630,980
"3 punti sbagliato","","Brandon Jefferson","missed",536,2336,705,952
"3 punti sbagliato","","Frank Bartley","missed",547,2347,1395,588
"3 punti segnato","","Jamel Morris","made",583,2383,1305,756
"3 punti sbagliato","","Jamel Morris","missed",594,2394,795,980
"3 punti segnato","","Frank Bartley","made",596,2396,420,924
"2 punti segnato","","Eric Washington","made",599,2399,915,196
"2 punti segnato","Davide Moretti","Skylar Spencer","made",25,25,765,252
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",44,44,765,280
"3 punti segnato","Niccolò Mannion","Gabe Brown","made",88,88,90,476
"3 punti segnato","Miro Bilan","John Petrucelli","made",110,110,1305,728
"3 punti segnato","","Niccolò Mannion","made",122,122,990,896
"3 punti segnato","Sean Mcdermott","Gabe Brown","made",149,149,1455,196
"2 punti sbagliato","","Kenny Gabriel","missed",166,166,900,112
"3 punti segnato","Gabe Brown","Sean Mcdermott","made",173,173,1305,644
"2 punti sbagliato","","John Petrucelli","missed",192,192,930,392
"2 punti segnato","John Petrucelli","Miro Bilan","made",224,224,1035,252
"2 punti segnato","Semaj Christon","Miro Bilan","made",262,262,885,308
"3 punti sbagliato","","Davide Moretti","missed",275,275,1245,784
"3 punti segnato","Davide Moretti","Gabe Brown","made",303,303,960,896
"3 punti sbagliato","","Gabe Brown","missed",341,341,135,588
"2 punti sbagliato","","Kenny Gabriel","missed",356,356,585,280
"3 punti sbagliato","","Hugo Besson","missed",362,362,180,672
"2 punti sbagliato","","Semaj Christon","missed",377,377,750,336
"2 punti segnato","","Amedeo Della Valle","made",383,383,450,252
"3 punti sbagliato","","Michael Gilmore","missed",408,408,1020,896
"3 punti segnato","Skylar Spencer","Gabe Brown","made",443,443,510,896
"2 punti segnato","Miro Bilan","Jason Burnell","made",465,465,630,252
"2 punti segnato","","Niccolò Mannion","made",482,482,1005,756
"2 punti segnato","Miro Bilan","Jason Burnell","made",495,495,705,224
"3 punti sbagliato","","Niccolò Mannion","missed",520,520,1380,560
"3 punti sbagliato","","Gabe Brown","missed",546,546,1455,420
"2 punti sbagliato","","John Petrucelli","missed",559,559,1005,336
"2 punti sbagliato","","Nicola Akele","missed",559,559,1005,336
"2 punti segnato","","Jason Burnell","made",567,567,735,196
"3 punti sbagliato","","Sean Mcdermott","missed",583,583,315,840
"2 punti sbagliato","","Jason Burnell","missed",19,619,1005,280
"3 punti segnato","Niccolò Mannion","Hugo Besson","made",31,631,120,532
"3 punti sbagliato","","Kenny Gabriel","missed",47,647,345,840
"2 punti sbagliato","","Sean Mcdermott","missed",74,674,1245,588
"2 punti segnato","","Skylar Spencer","made",74,674,1245,588
"2 punti segnato","","David Reginald Cournooh","made",97,697,570,616
"3 punti sbagliato","","Michael Gilmore","missed",136,736,1350,644
"2 punti sbagliato","","Jason Burnell","missed",148,748,540,252
"2 punti sbagliato","","Miro Bilan","missed",160,760,570,280
"2 punti segnato","","Hugo Besson","made",178,778,630,224
"3 punti segnato","Miro Bilan","Kenny Gabriel","made",188,788,300,728
"2 punti sbagliato","","Miro Bilan","missed",210,810,1095,280
"3 punti sbagliato","","Hugo Besson","missed",222,822,1125,896
"2 punti segnato","","Miro Bilan","made",241,841,480,308
"2 punti segnato","Niccolò Mannion","Skylar Spencer","made",258,858,870,280
"2 punti sbagliato","","David Reginald Cournooh","missed",269,869,780,224
"2 punti segnato","","Miro Bilan","made",269,869,780,224
"3 punti sbagliato","","Amedeo Della Valle","missed",293,893,225,644
"2 punti sbagliato","","C.J. Massinburg","missed",293,893,225,644
"2 punti sbagliato","","Miro Bilan","missed",293,893,225,644
"2 punti sbagliato","","Davide Moretti","missed",308,908,975,196
"3 punti sbagliato","","Jason Burnell","missed",355,955,1485,196
"3 punti sbagliato","","Gabe Brown","missed",362,962,75,616
"2 punti sbagliato","","David Reginald Cournooh","missed",388,988,795,224
"2 punti segnato","","Miro Bilan","made",388,988,795,224
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",411,1011,1080,308
"2 punti segnato","","John Petrucelli","made",429,1029,855,252
"2 punti segnato","Davide Moretti","Niccolò Mannion","made",441,1041,495,112
"3 punti segnato","","Niccolò Mannion","made",458,1058,75,448
"3 punti segnato","Miro Bilan","John Petrucelli","made",479,1079,1215,812
"3 punti segnato","Skylar Spencer","Niccolò Mannion","made",495,1095,975,952
"2 punti segnato","","Davide Moretti","made",514,1114,960,224
"2 punti sbagliato","","David Reginald Cournooh","missed",539,1139,705,140
"2 punti segnato","","Niccolò Mannion","made",565,1165,615,420
"2 punti segnato","","Semaj Christon","made",582,1182,1065,364
"3 punti segnato","Miro Bilan","Semaj Christon","made",59,1259,825,980
"2 punti sbagliato","","Skylar Spencer","missed",85,1285,825,224
"2 punti segnato","Jason Burnell","John Petrucelli","made",103,1303,780,336
"2 punti segnato","Davide Moretti","Skylar Spencer","made",116,1316,900,308
"2 punti segnato","Miro Bilan","Jason Burnell","made",127,1327,810,280
"2 punti segnato","Sean Mcdermott","Skylar Spencer","made",146,1346,900,336
"3 punti segnato","Miro Bilan","Semaj Christon","made",169,1369,90,560
"3 punti segnato","Skylar Spencer","Sean Mcdermott","made",192,1392,45,364
"3 punti sbagliato","","John Petrucelli","missed",213,1413,345,784
"3 punti sbagliato","","Davide Moretti","missed",230,1430,1365,784
"2 punti segnato","","Semaj Christon","made",248,1448,795,476
"2 punti segnato","","Miro Bilan","made",274,1474,765,392
"2 punti sbagliato","","Niccolò Mannion","missed",290,1490,810,196
"3 punti segnato","","Davide Moretti","made",295,1495,900,896
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",310,1510,30,364
"2 punti sbagliato","","Niccolò Mannion","missed",322,1522,870,196
"2 punti sbagliato","","Semaj Christon","missed",329,1529,780,280
"2 punti segnato","","Jason Burnell","made",329,1529,780,280
"2 punti segnato","","Jason Burnell","made",351,1551,1035,308
"3 punti sbagliato","","Davide Moretti","missed",363,1563,780,980
"3 punti sbagliato","","Amedeo Della Valle","missed",378,1578,165,756
"2 punti sbagliato","","John Petrucelli","missed",408,1608,615,224
"3 punti sbagliato","","John Petrucelli","missed",427,1627,1230,756
"2 punti sbagliato","","Amedeo Della Valle","missed",445,1645,675,308
"3 punti sbagliato","","Gabe Brown","missed",476,1676,315,784
"2 punti sbagliato","","Jason Burnell","missed",491,1691,885,336
"3 punti sbagliato","","Semaj Christon","missed",495,1695,285,896
"3 punti sbagliato","","David Reginald Cournooh","missed",500,1700,990,868
"2 punti sbagliato","","C.J. Massinburg","missed",517,1717,1080,280
"2 punti sbagliato","","C.J. Massinburg","missed",522,1722,900,280
"2 punti segnato","","Miro Bilan","made",526,1726,765,252
"3 punti sbagliato","","Hugo Besson","missed",538,1738,60,364
"3 punti segnato","Semaj Christon","C.J. Massinburg","made",550,1750,210,672
"3 punti segnato","","Niccolò Mannion","made",591,1791,1245,728
"3 punti sbagliato","","Jason Burnell","missed",598,1798,1245,1204
"2 punti segnato","","C.J. Massinburg","made",18,1818,675,504
"2 punti segnato","Skylar Spencer","Sean Mcdermott","made",41,1841,600,308
"3 punti sbagliato","","Semaj Christon","missed",74,1874,1110,868
"3 punti sbagliato","","David Reginald Cournooh","missed",86,1886,180,644
"3 punti sbagliato","","C.J. Massinburg","missed",92,1892,75,588
"3 punti segnato","Skylar Spencer","Hugo Besson","made",105,1905,285,756
"2 punti segnato","","Semaj Christon","made",118,1918,975,252
"2 punti sbagliato","","Hugo Besson","missed",137,1937,990,336
"3 punti sbagliato","","Hugo Besson","missed",149,1949,1170,784
"2 punti segnato","David Reginald Cournooh","Miro Bilan","made",174,1974,750,224
"2 punti sbagliato","","Niccolò Mannion","missed",193,1993,735,308
"2 punti sbagliato","","Skylar Spencer","missed",193,1993,735,308
"3 punti sbagliato","","Sean Mcdermott","missed",203,2003,450,812
"2 punti sbagliato","","Jason Burnell","missed",231,2031,885,392
"2 punti segnato","Jason Burnell","Miro Bilan","made",245,2045,660,336
"3 punti segnato","","Niccolò Mannion","made",261,2061,150,616
"2 punti segnato","Michael Gilmore","Sean Mcdermott","made",289,2089,615,224
"2 punti segnato","Niccolò Mannion","Gabe Brown","made",318,2118,810,280
"3 punti sbagliato","","Gabe Brown","missed",388,2188,1425,392
"3 punti sbagliato","","Jason Burnell","missed",406,2206,1215,840
"3 punti sbagliato","","Niccolò Mannion","missed",426,2226,735,924
"2 punti segnato","Sean Mcdermott","Skylar Spencer","made",459,2259,810,224
"2 punti sbagliato","","Semaj Christon","missed",482,2282,600,784
"2 punti sbagliato","","Jason Burnell","missed",516,2316,690,308
"3 punti segnato","Miro Bilan","C.J. Massinburg","made",523,2323,1275,700
"2 punti segnato","","C.J. Massinburg","made",550,2350,930,476
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",574,2374,735,196
"2 punti segnato","","Sean Mcdermott","made",574,2374,660,364
"3 punti segnato","","Niccolò Mannion","made",598,2398,480,868
"3 punti sbagliato","","Niccolò Mannion","missed",600,2400,840,1288
"3 punti segnato","Matt Mooney","Kamar Baldwin","made",16,16,810,924
"2 punti sbagliato","","Julian Gamble","missed",45,45,690,308
"2 punti segnato","","Julian Gamble","made",50,50,840,252
"3 punti sbagliato","","Andrejs Grazulis","missed",68,68,360,840
"2 punti segnato","","Demetre Rivers","made",78,78,810,168
"3 punti segnato","Andrejs Grazulis","Kamar Baldwin","made",95,95,1455,224
"3 punti segnato","Gerald Robinson","Aristide Mouaha","made",115,115,1440,112
"3 punti sbagliato","","Saliou Niang","missed",135,135,1425,336
"3 punti segnato","Gerald Robinson","Kruize Pinkins","made",144,144,930,868
"3 punti segnato","Kamar Baldwin","Andrejs Grazulis","made",151,151,165,672
"3 punti segnato","Julian Gamble","Kruize Pinkins","made",173,173,1455,196
"2 punti segnato","Kamar Baldwin","Paul Stephan Biligha","made",187,187,780,616
"2 punti sbagliato","","Sek Henry","missed",249,249,1185,392
"2 punti sbagliato","","Kamar Baldwin","missed",276,276,1305,280
"2 punti sbagliato","","Kruize Pinkins","missed",296,296,525,336
"3 punti sbagliato","","Sek Henry","missed",321,321,1260,672
"2 punti segnato","","Kamar Baldwin","made",339,339,945,560
"2 punti segnato","Gerald Robinson","Julian Gamble","made",359,359,735,252
"3 punti sbagliato","","Davide Alviti","missed",373,373,1200,728
"2 punti sbagliato","","Sek Henry","missed",382,382,705,196
"3 punti sbagliato","","Davide Alviti","missed",396,396,300,812
"3 punti sbagliato","","Prentiss Hubb","missed",428,428,450,868
"2 punti sbagliato","","Alessandro Gentile","missed",454,454,705,420
"2 punti segnato","","Sek Henry","made",484,484,810,224
"3 punti segnato","","Prentiss Hubb","made",492,492,660,896
"2 punti sbagliato","","Alessandro Gentile","missed",510,510,690,308
"3 punti segnato","Prentiss Hubb","Toto Forray","made",528,528,60,252
"2 punti segnato","","Gerald Robinson","made",547,547,900,224
"2 punti sbagliato","","Paul Stephan Biligha","missed",560,560,795,196
"2 punti segnato","","Gerald Robinson","made",566,566,840,168
"3 punti sbagliato","","Prentiss Hubb","missed",588,588,1245,672
"3 punti sbagliato","","Demetre Rivers","missed",596,596,135,532
"3 punti sbagliato","","Davide Alviti","missed",598,598,315,980
"3 punti sbagliato","","Gerald Robinson","missed",10,610,600,896
"2 punti sbagliato","","Paul Stephan Biligha","missed",31,631,660,308
"2 punti segnato","","Alessandro Gentile","made",43,643,825,196
"2 punti sbagliato","","Matt Mooney","missed",62,662,795,224
"2 punti segnato","","Kruize Pinkins","made",78,678,825,196
"2 punti segnato","","Alessandro Gentile","made",106,706,750,476
"3 punti sbagliato","","Andrejs Grazulis","missed",117,717,1245,700
"3 punti sbagliato","","Toto Forray","missed",126,726,990,868
"3 punti sbagliato","","John Richard Nunge","missed",145,745,735,896
"3 punti sbagliato","","Matt Mooney","missed",162,762,345,784
"2 punti sbagliato","","Paul Stephan Biligha","missed",186,786,330,280
"2 punti segnato","","Alessandro Gentile","made",195,795,885,196
"3 punti segnato","Andrejs Grazulis","Matt Mooney","made",217,817,1125,840
"3 punti sbagliato","","Demetre Rivers","missed",236,836,60,364
"2 punti segnato","Sek Henry","Julian Gamble","made",241,841,690,252
"3 punti sbagliato","","Matt Mooney","missed",257,857,1020,840
"2 punti segnato","Matt Mooney","Andrejs Grazulis","made",264,864,750,252
"2 punti segnato","Sek Henry","Kruize Pinkins","made",290,890,825,168
"2 punti sbagliato","","Saliou Niang","missed",309,909,855,280
"2 punti sbagliato","","Gerald Robinson","missed",321,921,480,588
"3 punti sbagliato","","Andrejs Grazulis","missed",343,943,45,252
"2 punti segnato","Matt Mooney","Derek Cooke","made",354,954,780,252
"2 punti sbagliato","","Julian Gamble","missed",380,980,555,280
"3 punti sbagliato","","Kamar Baldwin","missed",396,996,660,924
"2 punti sbagliato","","Gerald Robinson","missed",406,1006,855,280
"2 punti segnato","","Kamar Baldwin","made",426,1026,645,224
"2 punti segnato","Sek Henry","Gerald Robinson","made",441,1041,885,224
"2 punti sbagliato","","Andrejs Grazulis","missed",457,1057,765,532
"3 punti sbagliato","","Sek Henry","missed",473,1073,240,700
"3 punti segnato","Kamar Baldwin","Matt Mooney","made",494,1094,1035,840
"3 punti sbagliato","","Kamar Baldwin","missed",523,1123,930,924
"2 punti segnato","Saliou Niang","Derek Cooke","made",529,1129,765,280
"2 punti segnato","Alessandro Gentile","John Richard Nunge","made",550,1150,735,252
"3 punti segnato","","Gerald Robinson","made",582,1182,405,812
"3 punti sbagliato","","Saliou Niang","missed",599,1199,30,196
"3 punti segnato","Kamar Baldwin","Matt Mooney","made",17,1217,915,896
"3 punti sbagliato","","John Richard Nunge","missed",32,1232,615,896
"2 punti sbagliato","","Kruize Pinkins","missed",36,1236,825,224
"2 punti sbagliato","","Andrejs Grazulis","missed",66,1266,825,812
"2 punti sbagliato","","Gerald Robinson","missed",136,1336,555,308
"2 punti segnato","","Kruize Pinkins","made",136,1336,555,308
"3 punti sbagliato","","Andrejs Grazulis","missed",154,1354,1245,700
"3 punti segnato","Kruize Pinkins","Sek Henry","made",172,1372,1125,840
"2 punti segnato","","Kamar Baldwin","made",226,1426,645,588
"2 punti segnato","","Saliou Niang","made",239,1439,885,224
"2 punti segnato","","Alessandro Gentile","made",264,1464,645,308
"3 punti segnato","","Prentiss Hubb","made",273,1473,450,812
"2 punti segnato","","Kamar Baldwin","made",308,1508,855,280
"3 punti sbagliato","","Andrejs Grazulis","missed",352,1552,585,924
"2 punti segnato","","Gerald Robinson","made",363,1563,510,616
"2 punti sbagliato","","Paul Stephan Biligha","missed",377,1577,945,672
"2 punti segnato","","Sek Henry","made",395,1595,660,224
"2 punti sbagliato","","Kruize Pinkins","missed",422,1622,675,280
"2 punti segnato","","Kruize Pinkins","made",428,1628,645,252
"3 punti sbagliato","","Kamar Baldwin","missed",443,1643,1185,756
"3 punti sbagliato","","Sek Henry","missed",463,1663,1170,812
"3 punti sbagliato","","Gerald Robinson","missed",474,1674,390,812
"3 punti segnato","Gerald Robinson","Kruize Pinkins","made",486,1686,45,224
"3 punti sbagliato","","Kamar Baldwin","missed",504,1704,435,812
"3 punti sbagliato","","Luca Conti","missed",534,1734,1470,196
"3 punti sbagliato","","Prentiss Hubb","missed",545,1745,870,896
"3 punti sbagliato","","Matt Mooney","missed",590,1790,30,140
"3 punti sbagliato","","Gerald Robinson","missed",597,1797,1080,952
"2 punti sbagliato","","Demetre Rivers","missed",15,1815,1080,532
"3 punti sbagliato","","Demetre Rivers","missed",29,1829,405,840
"3 punti segnato","Prentiss Hubb","Davide Alviti","made",44,1844,795,924
"2 punti segnato","","Alessandro Gentile","made",66,1866,495,336
"2 punti sbagliato","","Toto Forray","missed",97,1897,765,364
"2 punti segnato","","Gerald Robinson","made",127,1927,825,196
"2 punti segnato","Prentiss Hubb","Derek Cooke","made",136,1936,840,308
"2 punti segnato","","Gerald Robinson","made",159,1959,765,560
"3 punti sbagliato","","Toto Forray","missed",172,1972,930,868
"3 punti segnato","","Gerald Robinson","made",189,1989,1065,812
"2 punti segnato","","Toto Forray","made",202,2002,885,280
"2 punti sbagliato","","Gerald Robinson","missed",225,2025,465,588
"3 punti segnato","Toto Forray","Matt Mooney","made",234,2034,1155,784
"2 punti segnato","","Alessandro Gentile","made",255,2055,645,308
"2 punti segnato","","Matt Mooney","made",266,2066,630,448
"2 punti sbagliato","","Alessandro Gentile","missed",287,2087,675,504
"2 punti segnato","Kamar Baldwin","Andrejs Grazulis","made",299,2099,660,224
"2 punti sbagliato","","Alessandro Gentile","missed",324,2124,870,532
"2 punti segnato","","Kamar Baldwin","made",355,2155,930,504
"3 punti sbagliato","","Kruize Pinkins","missed",380,2180,495,896
"2 punti sbagliato","","Demetre Rivers","missed",423,2223,660,252
"3 punti sbagliato","","Andrejs Grazulis","missed",438,2238,480,840
"3 punti sbagliato","","Davide Alviti","missed",465,2265,1200,728
"2 punti sbagliato","","Alessandro Gentile","missed",483,2283,840,476
"2 punti sbagliato","","Kruize Pinkins","missed",493,2293,750,392
"3 punti segnato","","Kamar Baldwin","made",509,2309,1005,868
"2 punti sbagliato","","Julian Gamble","missed",531,2331,645,224
"3 punti sbagliato","","Kamar Baldwin","missed",551,2351,765,1036
"3 punti sbagliato","","Matt Mooney","missed",564,2364,315,756
"2 punti segnato","","Alessandro Gentile","made",585,2385,765,252
"3 punti segnato","","Sek Henry","made",597,2397,120,588
"3 punti sbagliato","","Sek Henry","missed",600,2400,1290,1148
"2 punti segnato","Tyler Ennis","Tomislav Zubcic","made",28,28,1080,224
"2 punti segnato","Tyler Ennis","Michal Sokolowski","made",70,70,585,588
"2 punti sbagliato","","Amedeo Tessitori","missed",84,84,660,112
"2 punti segnato","","Amedeo Tessitori","made",84,84,660,112
"3 punti sbagliato","","Tariq Owens","missed",84,84,60,112
"2 punti segnato","Tyler Ennis","Michal Sokolowski","made",119,119,765,84
"2 punti sbagliato","","Rayjon Tucker","missed",137,137,840,476
"3 punti sbagliato","","Michal Sokolowski","missed",160,160,165,560
"3 punti sbagliato","","Davide Casarin","missed",177,177,1275,700
"3 punti sbagliato","","Tomislav Zubcic","missed",184,184,1155,756
"2 punti sbagliato","","Tyler Ennis","missed",197,197,1320,84
"2 punti sbagliato","","Tariq Owens","missed",197,197,1320,84
"2 punti segnato","Amedeo Tessitori","Aamir Simms","made",213,213,810,196
"3 punti sbagliato","","Rayjon Tucker","missed",237,237,1455,224
"2 punti segnato","Tomislav Zubcic","Tariq Owens","made",256,256,690,140
"3 punti segnato","Marco Spissu","Max Heidegger","made",266,266,1365,616
"3 punti sbagliato","","Michal Sokolowski","missed",333,333,45,392
"3 punti segnato","Marco Spissu","Aamir Simms","made",340,340,765,924
"2 punti sbagliato","","Jacob Pullen","missed",348,348,645,588
"3 punti sbagliato","","Jacob Pullen","missed",353,353,1005,896
"2 punti segnato","","Giovanni De Nicolao","made",353,353,1005,896
"3 punti segnato","Marco Spissu","Rayjon Tucker","made",379,379,180,672
"2 punti segnato","","Jacob Pullen","made",392,392,795,168
"2 punti sbagliato","","Jacob Pullen","missed",451,451,915,308
"3 punti sbagliato","","Markel Brown","missed",472,472,1305,672
"3 punti sbagliato","","Jacob Pullen","missed",475,475,60,392
"3 punti sbagliato","","Max Heidegger","missed",491,491,30,336
"2 punti sbagliato","","Giovanni De Nicolao","missed",508,508,930,448
"3 punti sbagliato","","Markel Brown","missed",512,512,1245,700
"2 punti segnato","Andrea De Nicolao","Mfiondu Kabengele","made",527,527,765,168
