"description","assist","player","result","periodTime","totalTime","xx","yy"
"2 punti segnato","Tyler Ennis","Tariq Owens","made",5,5,960,112
"3 punti sbagliato","","Stanley Whittaker Jr","missed",28,28,1470,112
"3 punti segnato","Tyler Ennis","Michal Sokolowski","made",45,45,15,364
"2 punti segnato","Stanley Whittaker Jr","Stephane Gombauld","made",71,71,1005,308
"2 punti segnato","Tyler Ennis","Tariq Owens","made",110,110,825,168
"2 punti sbagliato","","Filip Kruslin","missed",143,143,405,644
"2 punti segnato","Tyler Ennis","Michal Sokolowski","made",154,154,645,112
"3 punti sbagliato","","Jacob Pullen","missed",173,173,900,868
"3 punti segnato","","Tyler Ennis","made",200,200,1080,756
"3 punti segnato","Stanley Whittaker Jr","Kaspar Treier","made",221,221,1275,756
"2 punti sbagliato","","Tariq Owens","missed",236,236,585,336
"3 punti segnato","","Jacob Pullen","made",267,267,1335,588
"2 punti segnato","Alessandro Cappelletti","Stephane Gombauld","made",295,295,915,28
"2 punti segnato","","Tyler Ennis","made",319,319,825,84
"3 punti sbagliato","","Filip Kruslin","missed",335,335,1365,644
"3 punti sbagliato","","Michal Sokolowski","missed",353,353,285,756
"2 punti sbagliato","","Stephane Gombauld","missed",361,361,1050,112
"2 punti segnato","","Ousmane Diop","made",361,361,1050,112
"2 punti sbagliato","","Ousmane Diop","missed",393,393,795,196
"2 punti sbagliato","","Ousmane Diop","missed",393,393,795,196
"2 punti sbagliato","","Ousmane Diop","missed",393,393,795,196
"3 punti segnato","Alessandro Cappelletti","Filip Kruslin","made",408,408,1290,700
"2 punti sbagliato","","Tariq Owens","missed",416,416,765,224
"2 punti segnato","","Tyler Ennis","made",436,436,735,644
"2 punti sbagliato","","Stefano Gentile","missed",448,448,975,84
"2 punti sbagliato","","Giovanni De Nicolao","missed",462,462,795,224
"2 punti sbagliato","","Tariq Owens","missed",462,462,795,224
"2 punti segnato","Giovanni De Nicolao","Justin Kyle Jaworski","made",476,476,810,196
"2 punti segnato","Giovanni De Nicolao","Tomislav Zubcic","made",504,504,435,56
"2 punti segnato","","Alessandro Cappelletti","made",528,528,510,504
"2 punti sbagliato","","Alfonzo Mckinnie","missed",554,554,1020,252
"3 punti sbagliato","","Justin Kyle Jaworski","missed",568,568,180,672
"2 punti segnato","Jacob Pullen","Alessandro Lever","made",592,592,525,196
"2 punti segnato","Ousmane Diop","Alfonzo Mckinnie","made",15,615,540,140
"2 punti segnato","","Stanley Whittaker Jr","made",42,642,810,420
"3 punti segnato","Michal Sokolowski","Alessandro Lever","made",53,653,255,868
"3 punti sbagliato","","Alessandro Cappelletti","missed",78,678,1395,504
"2 punti sbagliato","","Alessandro Cappelletti","missed",94,694,750,224
"2 punti segnato","Alessandro Cappelletti","Stefano Gentile","made",137,737,1155,392
"3 punti sbagliato","","Justin Kyle Jaworski","missed",144,744,1230,924
"2 punti sbagliato","","Tariq Owens","missed",174,774,555,196
"2 punti segnato","","Tariq Owens","made",174,774,555,196
"3 punti segnato","Stefano Gentile","Alfonzo Mckinnie","made",184,784,1170,812
"3 punti segnato","Michal Sokolowski","Justin Kyle Jaworski","made",213,813,675,980
"2 punti segnato","Stefano Gentile","Ousmane Diop","made",222,822,840,420
"3 punti sbagliato","","Stefano Gentile","missed",248,848,1485,448
"3 punti sbagliato","","Alessandro Lever","missed",262,862,180,672
"2 punti segnato","Jacob Pullen","Tomislav Zubcic","made",294,894,390,224
"3 punti sbagliato","","Stanley Whittaker Jr","missed",320,920,1380,700
"3 punti sbagliato","","Stefano Gentile","missed",335,935,60,196
"2 punti sbagliato","","Stephane Gombauld","missed",340,940,735,224
"2 punti segnato","","Stephane Gombauld","made",340,940,735,224
"2 punti segnato","Giovanni De Nicolao","Tomislav Zubcic","made",352,952,375,308
"2 punti sbagliato","","Stephane Gombauld","missed",370,970,765,420
"2 punti sbagliato","","Tyler Ennis","missed",386,986,570,252
"2 punti segnato","","Alessandro Lever","made",391,991,645,196
"3 punti sbagliato","","Filip Kruslin","missed",419,1019,1395,616
"2 punti sbagliato","","Stanley Whittaker Jr","missed",429,1029,1155,140
"2 punti segnato","","Stephane Gombauld","made",446,1046,930,140
"2 punti segnato","","Jacob Pullen","made",451,1051,825,224
"3 punti sbagliato","","Kaspar Treier","missed",496,1096,60,112
"3 punti sbagliato","","Tomislav Zubcic","missed",514,1114,645,896
"2 punti segnato","","Stefano Gentile","made",524,1124,945,588
"3 punti segnato","Jacob Pullen","Michal Sokolowski","made",546,1146,30,84
"3 punti sbagliato","","Stefano Gentile","missed",584,1184,300,728
"3 punti segnato","Tomislav Zubcic","Alessandro Lever","made",599,1199,1080,784
"2 punti segnato","Stanley Whittaker Jr","Alessandro Cappelletti","made",35,1235,525,280
"3 punti segnato","Tyler Ennis","Tomislav Zubcic","made",47,1247,1335,700
"2 punti segnato","","Filip Kruslin","made",68,1268,570,140
"3 punti sbagliato","","Tariq Owens","missed",84,1284,585,168
"3 punti sbagliato","","Alessandro Cappelletti","missed",106,1306,15,140
"3 punti segnato","","Jacob Pullen","made",115,1315,1170,756
"3 punti sbagliato","","Alessandro Lever","missed",155,1355,75,140
"2 punti segnato","Alessandro Cappelletti","Filip Kruslin","made",163,1363,435,252
"3 punti segnato","","Jacob Pullen","made",171,1371,1155,812
"3 punti segnato","Filip Kruslin","Stanley Whittaker Jr","made",188,1388,30,168
"2 punti segnato","Jacob Pullen","Tomislav Zubcic","made",219,1419,645,140
"2 punti segnato","","Stanley Whittaker Jr","made",228,1428,690,392
"3 punti segnato","Tyler Ennis","Michal Sokolowski","made",250,1450,435,812
"2 punti sbagliato","","Tomislav Zubcic","missed",299,1499,525,196
"3 punti sbagliato","","Filip Kruslin","missed",325,1525,15,168
"3 punti segnato","Justin Kyle Jaworski","Tyler Ennis","made",341,1541,930,868
"3 punti sbagliato","","Tyler Ennis","missed",370,1570,1035,952
"2 punti sbagliato","","Stanley Whittaker Jr","missed",400,1600,390,280
"3 punti segnato","Tyler Ennis","Tomislav Zubcic","made",410,1610,855,896
"2 punti segnato","Tyler Ennis","Justin Kyle Jaworski","made",427,1627,900,252
"2 punti sbagliato","","Stefano Gentile","missed",441,1641,885,168
"2 punti sbagliato","","Alessandro Cappelletti","missed",472,1672,495,140
"2 punti segnato","","Ousmane Diop","made",472,1672,495,140
"2 punti segnato","","Alessandro Cappelletti","made",488,1688,630,196
"2 punti sbagliato","","Alessandro Cappelletti","missed",522,1722,540,140
"2 punti sbagliato","","Alfonzo Mckinnie","missed",549,1749,975,168
"3 punti segnato","Stanley Whittaker Jr","Alessandro Cappelletti","made",561,1761,1245,700
"2 punti segnato","","Justin Kyle Jaworski","made",586,1786,1035,560
"3 punti sbagliato","","Alfonzo Mckinnie","missed",597,1797,1425,224
"2 punti sbagliato","","Stanley Whittaker Jr","missed",11,1811,1095,168
"2 punti segnato","Alessandro Cappelletti","Alfonzo Mckinnie","made",13,1813,555,280
"3 punti sbagliato","","Jacob Pullen","missed",36,1836,135,840
"2 punti segnato","Stefano Gentile","Ousmane Diop","made",45,1845,495,280
"2 punti segnato","","Giovanni De Nicolao","made",66,1866,1020,168
"3 punti segnato","Alfonzo Mckinnie","Stefano Gentile","made",84,1884,45,392
"2 punti segnato","","Giovanni De Nicolao","made",100,1900,1020,196
"2 punti segnato","","Alfonzo Mckinnie","made",115,1915,465,392
"3 punti segnato","Michal Sokolowski","Giovanni De Nicolao","made",137,1937,1485,112
"2 punti segnato","","Ousmane Diop","made",162,1962,435,140
"3 punti sbagliato","","Michal Sokolowski","missed",185,1985,780,896
"2 punti segnato","","Giovanni De Nicolao","made",185,1985,780,896
"3 punti segnato","Alessandro Cappelletti","Alfonzo Mckinnie","made",205,2005,1455,84
"2 punti sbagliato","","Tyler Ennis","missed",223,2023,570,224
"3 punti segnato","Tariq Owens","Michal Sokolowski","made",235,2035,615,868
"2 punti sbagliato","","Alfonzo Mckinnie","missed",243,2043,975,196
"3 punti sbagliato","","Giovanni De Nicolao","missed",251,2051,1455,392
"3 punti sbagliato","","Filip Kruslin","missed",259,2059,75,560
"3 punti sbagliato","","Justin Kyle Jaworski","missed",280,2080,45,224
"2 punti sbagliato","","Stanley Whittaker Jr","missed",290,2090,1080,168
"2 punti segnato","","Michal Sokolowski","made",311,2111,825,336
"3 punti segnato","Alessandro Cappelletti","Filip Kruslin","made",330,2130,1440,196
"2 punti sbagliato","","Justin Kyle Jaworski","missed",337,2137,195,252
"3 punti segnato","Tyler Ennis","Michal Sokolowski","made",352,2152,60,280
"3 punti sbagliato","","Alfonzo Mckinnie","missed",385,2185,1470,280
"2 punti segnato","Michal Sokolowski","Tomislav Zubcic","made",391,2191,780,616
"3 punti sbagliato","","Alfonzo Mckinnie","missed",406,2206,465,840
"3 punti sbagliato","","Tyler Ennis","missed",422,2222,1035,308
"3 punti sbagliato","","Michal Sokolowski","missed",454,2254,60,84
"2 punti segnato","","Alfonzo Mckinnie","made",467,2267,450,224
"2 punti sbagliato","","Stephane Gombauld","missed",475,2275,510,140
"2 punti sbagliato","","Tomislav Zubcic","missed",493,2293,675,140
"3 punti segnato","Jacob Pullen","Michal Sokolowski","made",517,2317,1485,224
"2 punti sbagliato","","Tariq Owens","missed",547,2347,525,280
"2 punti sbagliato","","Stanley Whittaker Jr","missed",557,2357,450,168
"3 punti segnato","Alessandro Cappelletti","Kaspar Treier","made",572,2372,15,308
"2 punti segnato","Alessandro Cappelletti","Kaspar Treier","made",600,2400,600,168
"2 punti sbagliato","","Briante Weber","missed",16,16,900,280
"2 punti segnato","Joonas Riismaa","Jajuan Johnson","made",38,38,765,560
"2 punti segnato","","Mouhamed Faye","made",61,61,750,140
"2 punti sbagliato","","Jajuan Johnson","missed",75,75,1200,308
"2 punti segnato","","Kevin Juwan Hervey","made",91,91,690,336
"3 punti sbagliato","","Jeremy Senglin","missed",115,115,1380,560
"2 punti sbagliato","","Langston Galloway","missed",124,124,555,168
"2 punti segnato","","Mouhamed Faye","made",124,124,555,168
"3 punti sbagliato","","Jamel Morris","missed",148,148,1110,868
"3 punti segnato","Jamel Morris","Nate Laszewski","made",155,155,375,924
"3 punti segnato","Langston Galloway","Kevin Juwan Hervey","made",176,176,285,868
"2 punti segnato","","Briante Weber","made",202,202,570,308
"2 punti sbagliato","","Nate Laszewski","missed",213,213,975,224
"2 punti segnato","","Jajuan Johnson","made",216,216,750,364
"2 punti sbagliato","","Jajuan Johnson","missed",240,240,795,616
"2 punti sbagliato","","Briante Weber","missed",256,256,930,168
"2 punti segnato","","Briante Weber","made",260,260,780,308
"3 punti sbagliato","","Jamel Morris","missed",278,278,1350,616
"2 punti segnato","","Kevin Juwan Hervey","made",293,293,750,252
"3 punti segnato","Jamel Morris","Jeremy Senglin","made",311,311,495,868
"2 punti segnato","Briante Weber","Kevin Juwan Hervey","made",327,327,840,672
"2 punti sbagliato","","Jamel Morris","missed",351,351,825,420
"3 punti sbagliato","","Kevin Juwan Hervey","missed",367,367,1065,896
"2 punti sbagliato","","Jajuan Johnson","missed",377,377,330,280
"2 punti segnato","","Kevin Juwan Hervey","made",403,403,450,448
"2 punti segnato","Mouhamed Faye","Langston Galloway","made",430,430,585,392
"2 punti segnato","Jamar Smith","Darion Atkins","made",454,454,1110,280
"2 punti segnato","Lorenzo Uglietti","Jamar Smith","made",490,490,420,196
"3 punti segnato","Wendell Mitchell","Jordan Bayehe","made",510,510,870,868
"2 punti segnato","Matteo Chillo","Darion Atkins","made",530,530,870,280
"3 punti segnato","Lorenzo Uglietti","Jamar Smith","made",556,556,180,728
"3 punti segnato","Tommaso Laquintana","Jordan Bayehe","made",571,571,660,952
"2 punti sbagliato","","Sasha Grant","missed",588,588,615,616
"2 punti segnato","Lorenzo Uglietti","Matteo Chillo","made",596,596,750,784
"2 punti sbagliato","","Tommaso Laquintana","missed",17,617,555,336
"3 punti segnato","Tommaso Laquintana","Wendell Mitchell","made",48,648,1020,924
"2 punti sbagliato","","Darion Atkins","missed",88,688,930,336
"3 punti sbagliato","","Eric Lombardi","missed",100,700,840,868
"2 punti sbagliato","","Tommaso Laquintana","missed",122,722,525,616
"3 punti segnato","Jamar Smith","Lorenzo Uglietti","made",125,725,165,700
"2 punti sbagliato","","Tommaso Laquintana","missed",135,735,720,448
"2 punti sbagliato","","Tomas Kyzlink","missed",155,755,870,336
"3 punti sbagliato","","Langston Galloway","missed",160,760,300,784
"3 punti segnato","Darion Atkins","Kevin Juwan Hervey","made",176,776,1110,868
"3 punti sbagliato","","Wendell Mitchell","missed",193,793,1290,700
"2 punti segnato","","Briante Weber","made",198,798,480,224
"2 punti sbagliato","","Jordan Bayehe","missed",214,814,825,336
"3 punti sbagliato","","Jamar Smith","missed",223,823,1380,588
"3 punti segnato","Jamel Morris","Jeremy Senglin","made",306,906,225,784
"3 punti sbagliato","","Kevin Juwan Hervey","missed",329,929,420,896
"2 punti segnato","Jeremy Senglin","Jajuan Johnson","made",355,955,765,140
"3 punti sbagliato","","Briante Weber","missed",382,982,405,896
"2 punti segnato","","Jajuan Johnson","made",399,999,465,224
"2 punti segnato","","Kevin Juwan Hervey","made",418,1018,510,392
"2 punti sbagliato","","Darion Atkins","missed",460,1060,810,476
"2 punti sbagliato","","Jamel Morris","missed",478,1078,765,364
"2 punti sbagliato","","Langston Galloway","missed",486,1086,570,560
"2 punti sbagliato","","Jeremy Senglin","missed",493,1093,765,448
"2 punti sbagliato","","Jordan Bayehe","missed",500,1100,825,224
"2 punti segnato","Darion Atkins","Michele Vitali","made",510,1110,630,532
"3 punti segnato","Jamel Morris","Jordan Bayehe","made",530,1130,540,868
"3 punti sbagliato","","Jordan Bayehe","missed",562,1162,735,952
"2 punti segnato","","Mouhamed Faye","made",20,1220,750,140
"2 punti sbagliato","","Michele Vitali","missed",55,1255,285,308
"2 punti sbagliato","","Jajuan Johnson","missed",74,1274,1005,280
"2 punti sbagliato","","Mouhamed Faye","missed",94,1294,840,392
"2 punti sbagliato","","Jeremy Senglin","missed",103,1303,765,420
"3 punti segnato","","Jamar Smith","made",119,1319,675,840
"2 punti sbagliato","","Jamar Smith","missed",161,1361,855,644
"3 punti sbagliato","","Jeremy Senglin","missed",187,1387,465,896
"2 punti sbagliato","","Briante Weber","missed",197,1397,1035,476
"2 punti sbagliato","","Kevin Juwan Hervey","missed",203,1403,885,476
"3 punti segnato","Jajuan Johnson","Wendell Mitchell","made",224,1424,1125,868
"3 punti sbagliato","","Michele Vitali","missed",242,1442,780,952
"3 punti segnato","Mouhamed Faye","Michele Vitali","made",247,1447,435,868
"2 punti sbagliato","","Jajuan Johnson","missed",263,1463,435,280
"3 punti segnato","Briante Weber","Kevin Juwan Hervey","made",274,1474,195,924
"2 punti segnato","","Jamel Morris","made",295,1495,855,308
"2 punti sbagliato","","Mouhamed Faye","missed",317,1517,945,364
"3 punti sbagliato","","Wendell Mitchell","missed",366,1566,885,924
"2 punti segnato","","Jamar Smith","made",382,1582,1035,700
"3 punti sbagliato","","Jamel Morris","missed",407,1607,705,924
"2 punti segnato","","Jordan Bayehe","made",432,1632,795,672
"3 punti segnato","Darion Atkins","Jamar Smith","made",470,1670,1140,812
"3 punti sbagliato","","Langston Galloway","missed",509,1709,975,980
"3 punti sbagliato","","Nate Laszewski","missed",524,1724,645,952
"2 punti segnato","Jamar Smith","Langston Galloway","made",536,1736,885,252
"3 punti sbagliato","","Jamar Smith","missed",581,1781,945,868
"2 punti sbagliato","","Darion Atkins","missed",588,1788,855,308
"3 punti sbagliato","","Jordan Bayehe","missed",598,1798,1035,896
"3 punti segnato","Tommaso Laquintana","Nate Laszewski","made",32,1832,315,896
"2 punti segnato","","Jamar Smith","made",53,1853,555,476
"2 punti sbagliato","","Jamar Smith","missed",84,1884,975,644
"2 punti segnato","","Tommaso Laquintana","made",96,1896,735,364
"2 punti sbagliato","","Langston Galloway","missed",117,1917,870,644
"3 punti segnato","Tommaso Laquintana","Joonas Riismaa","made",146,1946,1395,504
"2 punti segnato","","Darion Atkins","made",165,1965,600,756
"3 punti sbagliato","","Tomas Kyzlink","missed",189,1989,1200,896
"3 punti sbagliato","","Nate Laszewski","missed",218,2018,675,980
"2 punti sbagliato","","Joonas Riismaa","missed",226,2026,885,392
"2 punti segnato","","Lorenzo Uglietti","made",235,2035,720,672
"3 punti sbagliato","","Joonas Riismaa","missed",249,2049,195,700
"2 punti sbagliato","","Briante Weber","missed",272,2072,840,224
"2 punti sbagliato","","Briante Weber","missed",287,2087,870,84
"2 punti segnato","","Darion Atkins","made",292,2092,1020,476
"3 punti sbagliato","","Joonas Riismaa","missed",299,2099,330,756
"3 punti sbagliato","","Tommaso Laquintana","missed",308,2108,1005,896
"2 punti segnato","","Tommaso Laquintana","made",318,2118,795,392
"2 punti sbagliato","","Darion Atkins","missed",330,2130,615,112
"3 punti sbagliato","","Nate Laszewski","missed",346,2146,450,840
"3 punti sbagliato","","Wendell Mitchell","missed",360,2160,525,924
"3 punti segnato","Briante Weber","Michele Vitali","made",385,2185,1335,728
"3 punti segnato","Tommaso Laquintana","Nate Laszewski","made",403,2203,480,868
"2 punti sbagliato","","Kevin Juwan Hervey","missed",413,2213,855,224
"2 punti sbagliato","","Wendell Mitchell","missed",428,2228,690,588
"2 punti segnato","","Briante Weber","made",440,2240,735,364
"2 punti sbagliato","","Jeremy Senglin","missed",461,2261,480,476
"3 punti sbagliato","","Eric Lombardi","missed",492,2292,105,644
"3 punti segnato","Mouhamed Faye","Michele Vitali","made",520,2320,1200,784
"3 punti sbagliato","","Kevin Juwan Hervey","missed",554,2354,1095,868
"2 punti segnato","","Jeremy Senglin","made",569,2369,885,280
"2 punti sbagliato","","Kevin Juwan Hervey","missed",595,2395,1005,644
"2 punti sbagliato","","Jeremy Senglin","missed",600,2400,450,364
"2 punti segnato","","Wendell Mitchell","made",600,2400,645,280
"2 punti segnato","Derek Ogbeide","Ryan Hawkins","made",29,29,915,252
"2 punti segnato","","Gabe Brown","made",45,45,1110,308
"3 punti sbagliato","","Carl Wheatle","missed",78,78,1305,728
"2 punti segnato","","Olivier Hanlan","made",96,96,585,252
"3 punti segnato","","Payton Terrell Willis","made",101,101,615,840
"2 punti segnato","","Gabe Brown","made",110,110,885,224
"2 punti sbagliato","","Charlie Edward Moore","missed",123,123,840,588
"2 punti sbagliato","","Willie Cauley-Stein","missed",136,136,675,280
"3 punti sbagliato","","Payton Terrell Willis","missed",143,143,525,896
"2 punti segnato","Olivier Hanlan","Gabe Brown","made",153,153,585,224
"3 punti sbagliato","","Ryan Hawkins","missed",174,174,210,700
"2 punti segnato","","Olivier Hanlan","made",187,187,1110,252
"3 punti segnato","Davide Moretti","Olivier Hanlan","made",204,204,75,616
"3 punti segnato","","Willie Cauley-Stein","made",237,237,495,868
"3 punti segnato","","Charlie Edward Moore","made",259,259,405,868
"3 punti segnato","Carl Wheatle","Ryan Hawkins","made",273,273,780,896
"3 punti sbagliato","","Olivier Hanlan","missed",289,289,195,644
"2 punti segnato","","Charlie Edward Moore","made",302,302,945,364
"3 punti segnato","","Charlie Edward Moore","made",347,347,345,756
"3 punti sbagliato","","Ryan Hawkins","missed",373,373,495,840
"2 punti sbagliato","","Derek Ogbeide","missed",383,383,930,476
"3 punti segnato","Willie Cauley-Stein","Sean Mcdermott","made",394,394,1215,812
"2 punti sbagliato","","Vinnie Shahid","missed",425,425,840,308
"3 punti sbagliato","","Sean Mcdermott","missed",439,439,285,812
"3 punti sbagliato","","Grant Basile","missed",455,455,1080,812
"2 punti segnato","Gianluca Della Rosa","Angelo Del Chiaro","made",492,492,585,168
"2 punti sbagliato","","Scott Ulaneo","missed",504,504,810,224
"3 punti sbagliato","","Payton Terrell Willis","missed",517,517,1155,812
"2 punti segnato","Scott Ulaneo","Andriu Tomas Woldetensae","made",534,534,645,252
"3 punti sbagliato","","Gianluca Della Rosa","missed",557,557,360,784
"2 punti sbagliato","","Vinnie Shahid","missed",570,570,765,616
"2 punti segnato","","Olivier Hanlan","made",580,580,690,308
"2 punti segnato","Gianluca Della Rosa","Angelo Del Chiaro","made",596,596,750,336
"2 punti segnato","Grant Basile","Angelo Del Chiaro","made",18,618,705,672
"3 punti sbagliato","","Willie Cauley-Stein","missed",37,637,1095,868
"3 punti segnato","Grant Basile","Gianluca Della Rosa","made",56,656,825,1036
"3 punti sbagliato","","Gabe Brown","missed",80,680,945,868
"3 punti segnato","Lorenzo Saccaggi","Gianluca Della Rosa","made",94,694,1245,868
"3 punti sbagliato","","Sean Mcdermott","missed",125,725,315,868
"2 punti segnato","","Payton Terrell Willis","made",153,753,780,616
"3 punti sbagliato","","Payton Terrell Willis","missed",153,753,NA,NA
"3 punti segnato","","Payton Terrell Willis","made",153,753,NA,NA
"2 punti segnato","Scott Ulaneo","Andriu Tomas Woldetensae","made",199,799,900,224
"2 punti sbagliato","","Lorenzo Saccaggi","missed",228,828,1245,224
"2 punti sbagliato","","Scott Ulaneo","missed",236,836,825,224
"2 punti segnato","Payton Terrell Willis","Grant Basile","made",242,842,750,196
"3 punti segnato","Olivier Hanlan","Davide Moretti","made",253,853,1140,840
"3 punti sbagliato","","Grant Basile","missed",276,876,555,840
"3 punti sbagliato","","Charlie Edward Moore","missed",313,913,690,1008
"2 punti segnato","Scott Ulaneo","Gabe Brown","made",322,922,765,280
"3 punti sbagliato","","Payton Terrell Willis","missed",339,939,1110,896
"3 punti segnato","Payton Terrell Willis","Ryan Hawkins","made",346,946,945,924
"2 punti sbagliato","","Olivier Hanlan","missed",364,964,780,308
"3 punti sbagliato","","Payton Terrell Willis","missed",394,994,1110,840
"3 punti sbagliato","","Carl Wheatle","missed",401,1001,45,140
"3 punti sbagliato","","Vinnie Shahid","missed",418,1018,1170,1036
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",434,1034,795,224
"2 punti segnato","","Gabe Brown","made",446,1046,780,364
"2 punti sbagliato","","Ryan Hawkins","missed",485,1085,735,224
"2 punti segnato","Olivier Hanlan","Willie Cauley-Stein","made",497,1097,780,196
"3 punti sbagliato","","Charlie Edward Moore","missed",517,1117,765,952
"2 punti segnato","","Olivier Hanlan","made",524,1124,870,252
"3 punti sbagliato","","Ryan Hawkins","missed",542,1142,930,924
"3 punti sbagliato","","Sean Mcdermott","missed",556,1156,735,924
"3 punti sbagliato","","Gabe Brown","missed",565,1165,1425,420
"2 punti sbagliato","","Vinnie Shahid","missed",597,1197,480,392
"2 punti segnato","","Willie Cauley-Stein","made",597,1197,480,392
"2 punti sbagliato","","Vinnie Shahid","missed",17,1217,735,252
"2 punti segnato","","Charlie Edward Moore","made",27,1227,1095,504
"2 punti segnato","Olivier Hanlan","Willie Cauley-Stein","made",42,1242,675,224
"2 punti sbagliato","","Derek Ogbeide","missed",61,1261,1065,308
"2 punti sbagliato","","Charlie Edward Moore","missed",81,1281,600,168
"2 punti segnato","","Derek Ogbeide","made",86,1286,750,168
"2 punti segnato","Charlie Edward Moore","Carl Wheatle","made",98,1298,840,224
"3 punti sbagliato","","Olivier Hanlan","missed",118,1318,375,812
"2 punti sbagliato","","Charlie Edward Moore","missed",124,1324,675,224
"2 punti segnato","","Carl Wheatle","made",148,1348,690,224
"2 punti segnato","","Derek Ogbeide","made",160,1360,630,196
"2 punti segnato","","Sean Mcdermott","made",160,1360,630,196
"2 punti segnato","Gabe Brown","Willie Cauley-Stein","made",198,1398,765,196
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",222,1422,585,280
"3 punti sbagliato","","Payton Terrell Willis","missed",297,1497,255,756
"2 punti segnato","Willie Cauley-Stein","Sean Mcdermott","made",304,1504,840,280
"3 punti sbagliato","","Carl Wheatle","missed",331,1531,315,784
"3 punti segnato","Derek Ogbeide","Charlie Edward Moore","made",335,1535,645,924
"2 punti segnato","Andriu Tomas Woldetensae","Willie Cauley-Stein","made",353,1553,945,168
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",367,1567,705,224
"2 punti segnato","Davide Moretti","Willie Cauley-Stein","made",386,1586,645,112
"3 punti sbagliato","","Olivier Hanlan","missed",414,1614,300,728
"2 punti segnato","","Lorenzo Saccaggi","made",434,1634,855,476
"2 punti sbagliato","","Angelo Del Chiaro","missed",468,1668,765,448
"2 punti segnato","Willie Cauley-Stein","Andriu Tomas Woldetensae","made",480,1680,690,224
"3 punti sbagliato","","Lorenzo Saccaggi","missed",501,1701,1125,868
"3 punti sbagliato","","Andriu Tomas Woldetensae","missed",508,1708,765,924
"3 punti sbagliato","","Gianluca Della Rosa","missed",531,1731,675,1008
"2 punti sbagliato","","Olivier Hanlan","missed",539,1739,795,252
"2 punti segnato","","Lorenzo Saccaggi","made",554,1754,540,308
"3 punti sbagliato","","Andriu Tomas Woldetensae","missed",563,1763,1395,588
"2 punti segnato","","Payton Terrell Willis","made",581,1781,435,644
"2 punti segnato","","Davide Moretti","made",600,1800,960,560
"2 punti sbagliato","","Davide Moretti","missed",7,1807,720,168
"2 punti segnato","Angelo Del Chiaro","Grant Basile","made",24,1824,675,168
"3 punti segnato","Willie Cauley-Stein","Gabe Brown","made",47,1847,1260,728
"3 punti sbagliato","","Gabe Brown","missed",126,1926,450,896
"3 punti sbagliato","","Gianluca Della Rosa","missed",146,1946,1155,1064
"2 punti sbagliato","","Olivier Hanlan","missed",161,1961,555,532
"3 punti sbagliato","","Gianluca Della Rosa","missed",193,1993,1080,896
"3 punti segnato","Andriu Tomas Woldetensae","Gabe Brown","made",227,2027,30,392
"2 punti sbagliato","","Grant Basile","missed",249,2049,1005,252
"2 punti sbagliato","","Derek Ogbeide","missed",252,2052,465,224
"2 punti segnato","","Davide Moretti","made",258,2058,240,140
"3 punti sbagliato","","Charlie Edward Moore","missed",281,2081,255,784
"2 punti sbagliato","","Derek Ogbeide","missed",287,2087,585,308
"2 punti sbagliato","","Davide Moretti","missed",300,2100,1095,336
"3 punti sbagliato","","Davide Moretti","missed",306,2106,1320,672
"2 punti segnato","Carl Wheatle","Derek Ogbeide","made",339,2139,570,168
"3 punti sbagliato","","Andriu Tomas Woldetensae","missed",356,2156,1440,560
"2 punti sbagliato","","Carl Wheatle","missed",381,2181,930,560
"3 punti segnato","","Davide Moretti","made",394,2194,375,840
"2 punti sbagliato","","Charlie Edward Moore","missed",411,2211,465,616
"3 punti segnato","Carl Wheatle","Payton Terrell Willis","made",421,2221,150,616
"2 punti sbagliato","","Ryan Hawkins","missed",465,2265,990,336
"2 punti sbagliato","","Olivier Hanlan","missed",506,2306,690,224
"3 punti segnato","","Davide Moretti","made",527,2327,750,952
"2 punti sbagliato","","Derek Ogbeide","missed",540,2340,675,308
"3 punti sbagliato","","Olivier Hanlan","missed",585,2385,960,840
"2 punti sbagliato","","Derek Ogbeide","missed",599,2399,555,224
"2 punti segnato","Wayne Mccullough","Grant Golden","made",18,18,795,168
"3 punti sbagliato","","Kamar Baldwin","missed",33,33,1095,840
"2 punti segnato","","Davide Denegri","made",48,48,1005,700
"3 punti segnato","Quinn Ellis","Andrejs Grazulis","made",63,63,45,84
"2 punti sbagliato","","Grant Golden","missed",83,83,720,168
"2 punti segnato","Wayne Mccullough","Grant Golden","made",93,93,765,196
"2 punti segnato","","Quinn Ellis","made",113,113,675,140
"2 punti segnato","","Kamar Baldwin","made",147,147,990,140
"2 punti sbagliato","","Andrejs Grazulis","missed",174,174,765,140
"2 punti segnato","","Andrea Pecchia","made",181,181,915,336
"3 punti sbagliato","","Wayne Mccullough","missed",211,211,405,812
"2 punti segnato","Quinn Ellis","Paul Stephan Biligha","made",217,217,735,140
"3 punti segnato","","Kamar Baldwin","made",242,242,960,980
"2 punti segnato","Nathan Adrian","Andrea Pecchia","made",269,269,840,168
"2 punti segnato","Davide Alviti","Andrejs Grazulis","made",275,275,810,140
"2 punti segnato","Prentiss Hubb","Davide Alviti","made",299,299,645,140
