"game_id","description","assist","player","result","periodTime","totalTime","xx","yy"
24428,"3 punti segnato","","Alessandro Pajola","made",13,613,750,952
24428,"2 punti sbagliato","","Ante Zizic","missed",38,638,825,252
24428,"2 punti segnato","Alessandro Pajola","Abass Awudu Abass","made",48,648,750,112
24428,"3 punti sbagliato","","Kyle Weems","missed",67,667,945,868
24428,"2 punti sbagliato","","Gabriel Lundberg","missed",85,685,1185,336
24428,"2 punti segnato","","Retin Obasohan","made",96,696,630,672
24428,"3 punti sbagliato","","Abass Awudu Abass","missed",114,714,120,532
24428,"2 punti segnato","","Tommaso Baldasso","made",130,730,750,672
24428,"2 punti sbagliato","","Achille Polonara","missed",153,753,810,168
24428,"2 punti segnato","Kyle Weems","Chris Dowe","made",159,759,645,224
24428,"3 punti sbagliato","","Achille Polonara","missed",179,779,525,924
24428,"2 punti segnato","","Kyle Weems","made",192,792,675,420
24428,"3 punti segnato","Achille Polonara","Gabriel Lundberg","made",225,825,45,112
24428,"3 punti sbagliato","","Tommaso Baldasso","missed",246,846,1200,756
24428,"2 punti segnato","Chris Dowe","Andrea Zerini","made",255,855,825,168
24428,"2 punti segnato","Kyle Weems","Andrea Zerini","made",274,874,795,196
24428,"3 punti segnato","","Gabriel Lundberg","made",290,890,1275,756
24428,"3 punti sbagliato","","Abass Awudu Abass","missed",325,925,45,168
24428,"2 punti segnato","","Retin Obasohan","made",344,944,660,224
24428,"2 punti segnato","Chris Dowe","Retin Obasohan","made",365,965,810,196
24428,"2 punti sbagliato","","Retin Obasohan","missed",390,990,645,196
24428,"2 punti sbagliato","","Chris Dowe","missed",390,990,645,196
24428,"3 punti sbagliato","","Arturs Strautins","missed",398,998,180,728
24428,"2 punti sbagliato","","Bryant Dunston","missed",414,1014,705,252
24428,"2 punti segnato","","Bryant Dunston","made",421,1021,765,308
24428,"2 punti segnato","Colbey Ross","Leon Radosevic","made",441,1041,1200,168
24428,"3 punti sbagliato","","Marco Belinelli","missed",459,1059,225,728
24428,"2 punti segnato","","Achille Polonara","made",464,1064,675,252
24428,"2 punti sbagliato","","Daniel Hackett","missed",496,1096,870,224
24428,"2 punti segnato","Colbey Ross","Arturs Strautins","made",502,1102,690,252
24428,"3 punti segnato","Colbey Ross","Leon Radosevic","made",538,1138,330,784
24428,"2 punti segnato","","Isaia Cordinier","made",559,1159,690,140
24428,"3 punti sbagliato","","Colbey Ross","missed",570,1170,555,896
24428,"3 punti sbagliato","","Daniel Hackett","missed",591,1191,240,700
24428,"3 punti sbagliato","","Colbey Ross","missed",600,1200,75,588
24428,"2 punti segnato","Isaia Cordinier","Jordan Mickey","made",28,1228,735,280
24428,"2 punti segnato","","Colbey Ross","made",54,1254,1080,476
24428,"2 punti segnato","Retin Obasohan","Arturs Strautins","made",78,1278,660,140
24428,"2 punti segnato","Alessandro Pajola","Bryant Dunston","made",96,1296,660,196
24428,"2 punti sbagliato","","Retin Obasohan","missed",117,1317,585,196
24428,"3 punti sbagliato","","Colbey Ross","missed",134,1334,825,924
24428,"2 punti segnato","Alessandro Pajola","Isaia Cordinier","made",142,1342,735,140
24428,"2 punti sbagliato","","Colbey Ross","missed",154,1354,855,252
24428,"3 punti sbagliato","","Alessandro Pajola","missed",167,1367,150,672
24428,"3 punti sbagliato","","Retin Obasohan","missed",191,1391,1410,588
24428,"3 punti sbagliato","","Kyle Weems","missed",200,1400,1455,224
24428,"2 punti segnato","Jordan Mickey","Bryant Dunston","made",212,1412,840,196
24428,"3 punti sbagliato","","Kyle Weems","missed",225,1425,960,896
24428,"3 punti segnato","Alessandro Pajola","Marco Belinelli","made",247,1447,885,924
24428,"2 punti segnato","Marco Belinelli","Jordan Mickey","made",276,1476,735,168
24428,"2 punti segnato","Chris Dowe","Leon Radosevic","made",290,1490,825,168
24428,"2 punti segnato","Isaia Cordinier","Bryant Dunston","made",316,1516,795,252
24428,"3 punti sbagliato","","Marco Belinelli","missed",335,1535,1290,728
24428,"3 punti sbagliato","","Isaia Cordinier","missed",346,1546,1425,448
24428,"2 punti segnato","Alessandro Pajola","Isaia Cordinier","made",369,1569,750,168
24428,"2 punti sbagliato","","Ismael Kamagate","missed",388,1588,840,280
24428,"2 punti segnato","","Jordan Mickey","made",407,1607,900,196
24428,"2 punti sbagliato","","Ismael Kamagate","missed",428,1628,825,224
24428,"2 punti sbagliato","","Jordan Mickey","missed",440,1640,660,308
24428,"3 punti sbagliato","","Leon Radosevic","missed",459,1659,30,140
24428,"3 punti sbagliato","","Daniel Hackett","missed",493,1693,675,924
24428,"3 punti sbagliato","","Kyle Weems","missed",521,1721,480,868
24428,"2 punti sbagliato","","Daniel Hackett","missed",537,1737,705,224
24428,"3 punti sbagliato","","Tommaso Baldasso","missed",541,1741,315,840
24428,"2 punti sbagliato","","Retin Obasohan","missed",564,1764,660,168
24428,"2 punti sbagliato","","Achille Polonara","missed",585,1785,690,308
24428,"3 punti sbagliato","","Retin Obasohan","missed",600,1800,285,812
24428,"2 punti segnato","Gabriel Lundberg","Ante Zizic","made",13,1813,660,196
24428,"2 punti segnato","","Leonardo Candi","made",29,1829,480,532
24428,"3 punti sbagliato","","Leon Radosevic","missed",75,1875,45,168
24428,"2 punti segnato","Daniel Hackett","Gabriel Lundberg","made",91,1891,840,224
24428,"3 punti sbagliato","","Leon Radosevic","missed",115,1915,1455,392
24428,"3 punti segnato","Leonardo Candi","Kyle Weems","made",122,1922,1020,896
