,game_id,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
30,Brescia Pistoia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,472,1072,285,728,6
31,Brescia Pistoia game 1,2 punti sbagliato,,Miro Bilan,missed,533,1133,795,168,0
32,Brescia Pistoia game 1,3 punti segnato,Nicola Akele,C.J. Massinburg,made,553,1153,180,756,6
33,Brescia Pistoia game 1,2 punti segnato,,Jason Burnell,made,598,1198,780,224,0
34,Brescia Pistoia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,28,1228,540,952,6
35,Brescia Pistoia game 1,2 punti sbagliato,,Semaj Christon,missed,62,1262,735,364,0
36,Brescia Pistoia game 1,3 punti segnato,Amedeo Della Valle,Miro Bilan,made,85,1285,555,812,6
37,Brescia Pistoia game 1,3 punti sbagliato,,Kenny Gabriel,missed,113,1313,270,812,6
38,Brescia Pistoia game 1,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,134,1334,750,168,0
39,Brescia Pistoia game 1,2 punti sbagliato,,Kenny Gabriel,missed,185,1385,630,168,0
40,Brescia Pistoia game 1,3 punti sbagliato,,Kenny Gabriel,missed,215,1415,1155,840,7
41,Brescia Pistoia game 1,3 punti sbagliato,,Nicola Akele,missed,252,1452,1470,224,8
42,Brescia Pistoia game 1,3 punti segnato,Nicola Akele,Amedeo Della Valle,made,275,1475,495,868,6
43,Brescia Pistoia game 1,2 punti sbagliato,,Jason Burnell,missed,314,1514,570,280,0
44,Brescia Pistoia game 1,2 punti segnato,,Miro Bilan,made,326,1526,765,448,3
45,Brescia Pistoia game 1,2 punti sbagliato,,Amedeo Della Valle,missed,369,1569,1140,616,3
46,Brescia Pistoia game 1,2 punti segnato,,Miro Bilan,made,369,1569,1140,616,3
47,Brescia Pistoia game 1,2 punti sbagliato,,Jason Burnell,missed,408,1608,510,504,2
48,Brescia Pistoia game 1,2 punti sbagliato,,Amedeo Della Valle,missed,419,1619,645,364,0
49,Brescia Pistoia game 1,2 punti sbagliato,,C.J. Massinburg,missed,468,1668,885,644,3
50,Brescia Pistoia game 1,3 punti sbagliato,,Jason Burnell,missed,502,1702,60,196,5
51,Brescia Pistoia game 1,2 punti sbagliato,,C.J. Massinburg,missed,534,1734,915,252,0
52,Brescia Pistoia game 1,2 punti sbagliato,,David Reginald Cournooh,missed,547,1747,1125,392,3
53,Brescia Pistoia game 1,3 punti sbagliato,,C.J. Massinburg,missed,9,1809,255,728,6
54,Brescia Pistoia game 1,2 punti sbagliato,,Kenny Gabriel,missed,18,1818,915,448,3
55,Brescia Pistoia game 1,3 punti sbagliato,,C.J. Massinburg,missed,31,1831,75,448,5
56,Brescia Pistoia game 1,3 punti sbagliato,,C.J. Massinburg,missed,73,1873,60,252,5
57,Brescia Pistoia game 1,2 punti sbagliato,,Jason Burnell,missed,137,1937,840,364,0
58,Brescia Pistoia game 1,2 punti sbagliato,,Semaj Christon,missed,206,2006,555,336,2
59,Brescia Pistoia game 1,2 punti sbagliato,,Miro Bilan,missed,206,2006,555,336,2
60,Brescia Pistoia game 1,2 punti sbagliato,,Miro Bilan,missed,246,2046,915,308,0
61,Brescia Pistoia game 1,2 punti sbagliato,,Miro Bilan,missed,279,2079,585,420,2
62,Brescia Pistoia game 1,3 punti segnato,Miro Bilan,Semaj Christon,made,342,2142,1185,812,7
63,Brescia Pistoia game 1,2 punti sbagliato,,Semaj Christon,missed,391,2191,975,504,3
64,Brescia Pistoia game 1,2 punti segnato,,Miro Bilan,made,391,2191,975,504,3
65,Brescia Pistoia game 1,2 punti sbagliato,,Semaj Christon,missed,472,2272,645,252,0
66,Brescia Pistoia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,504,2304,780,924,7
67,Brescia Pistoia game 1,3 punti segnato,Jason Burnell,C.J. Massinburg,made,513,2313,675,896,6
68,Brescia Pistoia game 1,3 punti segnato,Amedeo Della Valle,C.J. Massinburg,made,559,2359,705,924,6
69,Brescia Pistoia game 1,3 punti segnato,Semaj Christon,Nicola Akele,made,592,2392,1470,336,8
70,Brescia Pistoia game 2,2 punti segnato,Semaj Christon,Nicola Akele,made,43,43,735,280,0
71,Brescia Pistoia game 2,2 punti segnato,,Semaj Christon,made,77,77,615,392,2
72,Brescia Pistoia game 2,3 punti sbagliato,,Amedeo Della Valle,missed,117,117,465,812,6
73,Brescia Pistoia game 2,3 punti segnato,Kenny Gabriel,Amedeo Della Valle,made,139,139,1080,840,7
74,Brescia Pistoia game 2,3 punti sbagliato,,Amedeo Della Valle,missed,171,171,945,868,7
75,Brescia Pistoia game 2,2 punti segnato,,Nicola Akele,made,197,197,840,196,0
76,Brescia Pistoia game 2,2 punti sbagliato,,Miro Bilan,missed,241,241,945,252,0
77,Brescia Pistoia game 2,3 punti segnato,Amedeo Della Valle,Kenny Gabriel,made,274,274,1260,644,7
78,Brescia Pistoia game 2,3 punti sbagliato,,Amedeo Della Valle,missed,308,308,75,336,5
79,Brescia Pistoia game 2,2 punti sbagliato,,Nicola Akele,missed,308,308,1095,196,4
80,Brescia Pistoia game 2,3 punti segnato,Amedeo Della Valle,Semaj Christon,made,332,332,795,896,7
81,Brescia Pistoia game 2,3 punti segnato,Miro Bilan,Nicola Akele,made,371,371,585,868,6
82,Brescia Pistoia game 2,3 punti segnato,,Amedeo Della Valle,made,421,421,285,700,6
83,Brescia Pistoia game 2,2 punti segnato,,C.J. Massinburg,made,474,474,600,560,2
84,Brescia Pistoia game 2,3 punti sbagliato,,Semaj Christon,missed,516,516,435,812,6
85,Brescia Pistoia game 2,3 punti segnato,Semaj Christon,C.J. Massinburg,made,521,521,195,644,6
86,Brescia Pistoia game 2,2 punti sbagliato,,Semaj Christon,missed,564,564,765,364,0
87,Brescia Pistoia game 2,2 punti segnato,,Jason Burnell,made,569,569,705,224,0
88,Brescia Pistoia game 2,2 punti sbagliato,,David Reginald Cournooh,missed,16,616,870,336,0
89,Brescia Pistoia game 2,2 punti segnato,,C.J. Massinburg,made,49,649,630,196,0
90,Brescia Pistoia game 2,3 punti segnato,,C.J. Massinburg,made,98,698,705,896,6
91,Brescia Pistoia game 2,2 punti sbagliato,,Amedeo Della Valle,missed,128,728,465,280,1
92,Brescia Pistoia game 2,2 punti segnato,,C.J. Massinburg,made,181,781,660,336,0
93,Brescia Pistoia game 2,3 punti sbagliato,,C.J. Massinburg,missed,219,819,1425,364,8
94,Brescia Pistoia game 2,3 punti segnato,Miro Bilan,David Reginald Cournooh,made,339,939,360,756,6
95,Brescia Pistoia game 2,2 punti segnato,,Miro Bilan,made,414,1014,930,252,0
96,Brescia Pistoia game 2,2 punti sbagliato,,Nicola Akele,missed,450,1050,720,224,0
97,Brescia Pistoia game 2,2 punti segnato,,David Reginald Cournooh,made,505,1105,1005,672,3
98,Brescia Pistoia game 2,2 punti sbagliato,,Semaj Christon,missed,548,1148,600,448,2
99,Brescia Pistoia game 2,3 punti sbagliato,,Kenny Gabriel,missed,593,1193,885,924,7
100,Brescia Pistoia game 2,2 punti sbagliato,,Semaj Christon,missed,33,1233,675,168,0
101,Brescia Pistoia game 2,3 punti sbagliato,,Amedeo Della Valle,missed,89,1289,225,672,6
102,Brescia Pistoia game 2,2 punti segnato,,Amedeo Della Valle,made,106,1306,900,588,3
103,Brescia Pistoia game 2,3 punti segnato,,Amedeo Della Valle,made,142,1342,495,812,6
104,Brescia Pistoia game 2,2 punti segnato,,Semaj Christon,made,188,1388,1020,224,4
105,Brescia Pistoia game 2,2 punti segnato,,Miro Bilan,made,216,1416,765,140,0
106,Brescia Pistoia game 2,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,278,1478,1155,756,7
107,Brescia Pistoia game 2,3 punti sbagliato,,Kenny Gabriel,missed,334,1534,1020,840,7
108,Brescia Pistoia game 2,3 punti segnato,,Amedeo Della Valle,made,342,1542,765,896,7
109,Brescia Pistoia game 2,3 punti segnato,Jason Burnell,Amedeo Della Valle,made,376,1576,375,784,6
110,Brescia Pistoia game 2,3 punti sbagliato,,Amedeo Della Valle,missed,406,1606,1020,896,7
111,Brescia Pistoia game 2,2 punti segnato,Amedeo Della Valle,Michael Cobbins,made,422,1622,795,168,0
112,Brescia Pistoia game 2,2 punti segnato,David Reginald Cournooh,Michael Cobbins,made,457,1657,765,140,0
113,Brescia Pistoia game 2,3 punti sbagliato,,Nicola Akele,missed,501,1701,60,252,5
114,Brescia Pistoia game 2,3 punti sbagliato,,C.J. Massinburg,missed,523,1723,675,896,6
115,Brescia Pistoia game 2,2 punti segnato,,C.J. Massinburg,made,580,1780,855,196,0
116,Brescia Pistoia game 2,2 punti segnato,,C.J. Massinburg,made,11,1811,720,168,0
117,Brescia Pistoia game 2,3 punti sbagliato,,David Reginald Cournooh,missed,44,1844,795,868,7
118,Brescia Pistoia game 2,3 punti sbagliato,,David Reginald Cournooh,missed,72,1872,675,868,6
119,Brescia Pistoia game 2,3 punti segnato,C.J. Massinburg,Jason Burnell,made,123,1923,45,196,5
120,Brescia Pistoia game 2,3 punti sbagliato,,Jason Burnell,missed,156,1956,915,840,7
121,Brescia Pistoia game 2,3 punti sbagliato,,David Reginald Cournooh,missed,194,1994,330,700,6
122,Brescia Pistoia game 2,2 punti segnato,,Jason Burnell,made,209,2009,1110,280,4
123,Brescia Pistoia game 2,2 punti sbagliato,,Jason Burnell,missed,270,2070,1050,420,3
124,Brescia Pistoia game 2,3 punti segnato,Jason Burnell,C.J. Massinburg,made,285,2085,1260,700,7
125,Brescia Pistoia game 2,3 punti segnato,David Reginald Cournooh,Kenny Gabriel,made,317,2117,1080,896,7
126,Brescia Pistoia game 2,3 punti segnato,C.J. Massinburg,Kenny Gabriel,made,362,2162,1440,112,8
127,Brescia Pistoia game 2,2 punti segnato,Nicola Akele,David Reginald Cournooh,made,402,2202,840,168,0
128,Brescia Pistoia game 2,3 punti sbagliato,,Kenny Gabriel,missed,447,2247,1050,840,7
129,Brescia Pistoia game 2,3 punti sbagliato,,Nicolas Tanfoglio,missed,468,2268,1155,756,7
130,Brescia Pistoia game 2,2 punti segnato,Miro Bilan,Nicola Akele,made,484,2284,780,196,0
131,Brescia Pistoia game 2,3 punti segnato,Nicolas Tanfoglio,Kenny Gabriel,made,524,2324,150,616,6
132,Brescia Pistoia game 2,3 punti sbagliato,,Kenny Gabriel,missed,548,2348,510,868,6
133,Brescia Pistoia game 2,3 punti sbagliato,,Matteo Porto,missed,558,2358,1440,504,8
134,Brescia Pistoia game 3,3 punti segnato,Semaj Christon,Nicola Akele,made,23,23,1410,364,8
135,Brescia Pistoia game 3,3 punti sbagliato,,Kenny Gabriel,missed,59,59,870,952,7
136,Brescia Pistoia game 3,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,65,65,210,672,6
137,Brescia Pistoia game 3,2 punti segnato,Amedeo Della Valle,Semaj Christon,made,111,111,660,336,0
138,Brescia Pistoia game 3,2 punti segnato,Nicola Akele,Miro Bilan,made,126,126,750,140,0
139,Brescia Pistoia game 3,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,156,156,345,784,6
140,Brescia Pistoia game 3,2 punti sbagliato,,Amedeo Della Valle,missed,203,203,585,336,0
141,Brescia Pistoia game 3,2 punti sbagliato,,Semaj Christon,missed,231,231,885,364,3
142,Brescia Pistoia game 3,2 punti segnato,,Semaj Christon,made,275,275,675,280,0
143,Brescia Pistoia game 3,3 punti segnato,,Amedeo Della Valle,made,310,310,705,896,6
144,Brescia Pistoia game 3,2 punti segnato,,Nicola Akele,made,359,359,765,196,0
145,Brescia Pistoia game 3,3 punti sbagliato,,Amedeo Della Valle,missed,400,400,480,868,6
146,Brescia Pistoia game 3,2 punti segnato,,Miro Bilan,made,400,400,750,280,0
147,Brescia Pistoia game 3,2 punti sbagliato,,Amedeo Della Valle,missed,438,438,1005,308,3
148,Brescia Pistoia game 3,2 punti sbagliato,,C.J. Massinburg,missed,444,444,720,280,0
149,Brescia Pistoia game 3,2 punti sbagliato,,Miro Bilan,missed,473,473,825,336,0
150,Brescia Pistoia game 3,2 punti segnato,,Jason Burnell,made,473,473,825,336,0
151,Brescia Pistoia game 3,2 punti segnato,,Miro Bilan,made,504,504,630,336,0
152,Brescia Pistoia game 3,3 punti segnato,C.J. Massinburg,David Reginald Cournooh,made,532,532,1245,700,7
153,Brescia Pistoia game 3,2 punti sbagliato,,David Reginald Cournooh,missed,570,570,645,364,0
154,Brescia Pistoia game 3,2 punti sbagliato,,C.J. Massinburg,missed,39,639,750,280,0
155,Brescia Pistoia game 3,2 punti segnato,,Michael Cobbins,made,39,639,750,280,0
156,Brescia Pistoia game 3,2 punti sbagliato,,Nicola Akele,missed,70,670,555,224,0
157,Brescia Pistoia game 3,2 punti sbagliato,,David Reginald Cournooh,missed,116,716,855,448,3
158,Brescia Pistoia game 3,2 punti sbagliato,,David Reginald Cournooh,missed,146,746,480,252,1
159,Brescia Pistoia game 3,2 punti segnato,,Nicola Akele,made,146,746,480,252,1
160,Brescia Pistoia game 3,2 punti sbagliato,,Jason Burnell,missed,209,809,930,112,0
161,Brescia Pistoia game 3,2 punti segnato,,Michael Cobbins,made,219,819,750,140,0
162,Brescia Pistoia game 3,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,267,867,1350,616,7
163,Brescia Pistoia game 3,3 punti segnato,,Amedeo Della Valle,made,295,895,570,840,6
164,Brescia Pistoia game 3,3 punti segnato,Miro Bilan,Kenny Gabriel,made,336,936,555,868,6
165,Brescia Pistoia game 3,2 punti segnato,Semaj Christon,Miro Bilan,made,362,962,750,196,0
166,Brescia Pistoia game 3,3 punti segnato,Semaj Christon,Kenny Gabriel,made,403,1003,1305,672,7
167,Brescia Pistoia game 3,2 punti segnato,,Jason Burnell,made,443,1043,825,224,0
168,Brescia Pistoia game 3,3 punti sbagliato,,Amedeo Della Valle,missed,515,1115,465,840,6
169,Brescia Pistoia game 3,2 punti segnato,,Nicola Akele,made,524,1124,1035,140,4
170,Brescia Pistoia game 3,2 punti segnato,Miro Bilan,Nicola Akele,made,552,1152,750,196,0
171,Brescia Pistoia game 3,3 punti sbagliato,,Miro Bilan,missed,588,1188,285,756,6
172,Brescia Pistoia game 3,3 punti sbagliato,,Amedeo Della Valle,missed,27,1227,240,672,6
173,Brescia Pistoia game 3,2 punti sbagliato,,Semaj Christon,missed,66,1266,675,252,0
174,Brescia Pistoia game 3,3 punti sbagliato,,Kenny Gabriel,missed,93,1293,285,756,6
175,Brescia Pistoia game 3,2 punti sbagliato,,Amedeo Della Valle,missed,206,1406,795,476,3
176,Brescia Pistoia game 3,2 punti segnato,Miro Bilan,Nicola Akele,made,232,1432,780,140,0
177,Brescia Pistoia game 3,2 punti sbagliato,,Amedeo Della Valle,missed,319,1519,690,308,0
178,Brescia Pistoia game 3,2 punti segnato,,Amedeo Della Valle,made,353,1553,735,392,0
179,Brescia Pistoia game 3,2 punti segnato,David Reginald Cournooh,Jason Burnell,made,376,1576,735,168,0
180,Brescia Pistoia game 3,2 punti segnato,Semaj Christon,Miro Bilan,made,456,1656,825,168,0
181,Brescia Pistoia game 3,2 punti segnato,,Miro Bilan,made,495,1695,720,196,0
182,Brescia Pistoia game 3,2 punti sbagliato,,Semaj Christon,missed,527,1727,570,336,2
183,Brescia Pistoia game 3,3 punti segnato,David Reginald Cournooh,Jason Burnell,made,553,1753,60,196,5
184,Brescia Pistoia game 3,3 punti sbagliato,,David Reginald Cournooh,missed,595,1795,705,896,6
185,Brescia Pistoia game 3,2 punti sbagliato,,Jason Burnell,missed,16,1816,810,364,0
186,Brescia Pistoia game 3,2 punti segnato,,Semaj Christon,made,51,1851,750,252,0
187,Brescia Pistoia game 3,2 punti segnato,Semaj Christon,Michael Cobbins,made,137,1937,765,168,0
188,Brescia Pistoia game 3,2 punti segnato,,Nicola Akele,made,182,1982,675,280,0
189,Brescia Pistoia game 3,2 punti sbagliato,,Semaj Christon,missed,229,2029,585,420,2
190,Brescia Pistoia game 3,2 punti segnato,,Jason Burnell,made,259,2059,855,196,0
191,Brescia Pistoia game 3,2 punti sbagliato,,Jason Burnell,missed,297,2097,765,168,0
192,Brescia Pistoia game 3,2 punti sbagliato,,David Reginald Cournooh,missed,380,2180,810,196,0
193,Brescia Pistoia game 3,2 punti segnato,,David Reginald Cournooh,made,380,2180,810,196,0
194,Brescia Pistoia game 3,2 punti sbagliato,,David Reginald Cournooh,missed,422,2222,735,308,0
195,Brescia Pistoia game 3,2 punti sbagliato,,David Reginald Cournooh,missed,427,2227,690,196,0
196,Brescia Pistoia game 3,3 punti segnato,,Amedeo Della Valle,made,451,2251,765,896,7
197,Brescia Pistoia game 3,3 punti sbagliato,,Amedeo Della Valle,missed,499,2299,615,980,6
198,Brescia Pistoia game 3,2 punti sbagliato,,Jason Burnell,missed,539,2339,855,392,3
199,Brescia Pistoia game 3,3 punti segnato,Amedeo Della Valle,Jason Burnell,made,575,2375,1470,140,8
200,Milano Brescia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,48,48,270,728,6
201,Milano Brescia game 1,2 punti segnato,Semaj Christon,Nicola Akele,made,69,69,870,196,0
202,Milano Brescia game 1,3 punti segnato,Semaj Christon,Kenny Gabriel,made,145,145,1200,812,7
203,Milano Brescia game 1,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,194,194,900,308,0
204,Milano Brescia game 1,3 punti segnato,Miro Bilan,Kenny Gabriel,made,230,230,60,448,5
205,Milano Brescia game 1,3 punti sbagliato,,Semaj Christon,missed,304,304,45,168,5
206,Milano Brescia game 1,2 punti segnato,Miro Bilan,Kenny Gabriel,made,360,360,780,224,0
207,Milano Brescia game 1,3 punti segnato,John Petrucelli,Amedeo Della Valle,made,378,378,285,756,6
208,Milano Brescia game 1,2 punti sbagliato,,Semaj Christon,missed,403,403,645,252,0
209,Milano Brescia game 1,3 punti sbagliato,,Jason Burnell,missed,437,437,855,952,7
210,Milano Brescia game 1,2 punti sbagliato,,Jason Burnell,missed,508,508,660,168,0
211,Milano Brescia game 1,3 punti segnato,,C.J. Massinburg,made,539,539,840,924,7
212,Milano Brescia game 1,2 punti segnato,,C.J. Massinburg,made,74,674,1005,616,3
213,Milano Brescia game 1,3 punti sbagliato,,David Reginald Cournooh,missed,111,711,1350,672,7
214,Milano Brescia game 1,3 punti segnato,Miro Bilan,C.J. Massinburg,made,220,820,1470,196,8
215,Milano Brescia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,288,888,255,700,6
216,Milano Brescia game 1,3 punti segnato,,C.J. Massinburg,made,318,918,960,924,7
217,Milano Brescia game 1,2 punti sbagliato,,C.J. Massinburg,missed,360,960,810,252,0
218,Milano Brescia game 1,3 punti sbagliato,,Miro Bilan,missed,382,982,750,952,6
219,Milano Brescia game 1,3 punti segnato,C.J. Massinburg,Semaj Christon,made,411,1011,435,840,6
220,Milano Brescia game 1,2 punti segnato,,Semaj Christon,made,443,1043,795,196,0
221,Milano Brescia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,449,1049,1245,756,7
222,Milano Brescia game 1,2 punti sbagliato,,Miro Bilan,missed,491,1091,555,224,0
223,Milano Brescia game 1,2 punti segnato,,Amedeo Della Valle,made,518,1118,705,280,0
224,Milano Brescia game 1,2 punti segnato,Miro Bilan,Amedeo Della Valle,made,548,1148,480,476,2
225,Milano Brescia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,568,1168,630,952,6
226,Milano Brescia game 1,3 punti sbagliato,,Semaj Christon,missed,599,1199,990,1120,7
227,Milano Brescia game 1,2 punti sbagliato,,Miro Bilan,missed,63,1263,795,392,0
228,Milano Brescia game 1,2 punti sbagliato,,Amedeo Della Valle,missed,95,1295,330,560,2
229,Milano Brescia game 1,3 punti sbagliato,,Miro Bilan,missed,144,1344,720,952,6
230,Milano Brescia game 1,3 punti sbagliato,,Semaj Christon,missed,187,1387,240,784,6
231,Milano Brescia game 1,2 punti sbagliato,,John Petrucelli,missed,209,1409,825,308,0
232,Milano Brescia game 1,2 punti segnato,,Miro Bilan,made,209,1409,825,308,0
233,Milano Brescia game 1,2 punti segnato,Jason Burnell,Miro Bilan,made,279,1479,720,224,0
234,Milano Brescia game 1,2 punti segnato,,Semaj Christon,made,316,1516,540,616,2
235,Milano Brescia game 1,3 punti sbagliato,,John Petrucelli,missed,367,1567,1395,420,8
236,Milano Brescia game 1,2 punti sbagliato,,Jason Burnell,missed,414,1614,765,196,0
237,Milano Brescia game 1,3 punti sbagliato,,Kenny Gabriel,missed,489,1689,195,700,6
238,Milano Brescia game 1,2 punti sbagliato,,John Petrucelli,missed,504,1704,855,196,0
239,Milano Brescia game 1,2 punti sbagliato,,Miro Bilan,missed,531,1731,810,392,0
240,Milano Brescia game 1,3 punti sbagliato,,John Petrucelli,missed,538,1738,270,840,6
241,Milano Brescia game 1,3 punti segnato,,Amedeo Della Valle,made,557,1757,240,700,6
242,Milano Brescia game 1,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,597,1797,405,952,6
243,Milano Brescia game 1,2 punti segnato,Semaj Christon,Michael Cobbins,made,37,1837,750,196,0
244,Milano Brescia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,75,1875,375,840,6
245,Milano Brescia game 1,3 punti sbagliato,,John Petrucelli,missed,98,1898,240,728,6
246,Milano Brescia game 1,3 punti segnato,C.J. Massinburg,Amedeo Della Valle,made,134,1934,90,448,5
247,Milano Brescia game 1,3 punti sbagliato,,Kenny Gabriel,missed,177,1977,315,868,6
248,Milano Brescia game 1,3 punti segnato,,Amedeo Della Valle,made,192,1992,1185,840,7
249,Milano Brescia game 1,3 punti sbagliato,,Kenny Gabriel,missed,285,2085,1065,840,7
250,Milano Brescia game 1,2 punti sbagliato,,Semaj Christon,missed,390,2190,960,700,3
251,Milano Brescia game 1,2 punti segnato,C.J. Massinburg,Michael Cobbins,made,418,2218,690,140,0
252,Milano Brescia game 1,2 punti sbagliato,,C.J. Massinburg,missed,448,2248,720,336,0
253,Milano Brescia game 1,3 punti sbagliato,,C.J. Massinburg,missed,489,2289,1425,84,8
254,Milano Brescia game 1,2 punti segnato,,Amedeo Della Valle,made,543,2343,750,280,0
255,Milano Brescia game 1,3 punti sbagliato,,Amedeo Della Valle,missed,573,2373,360,896,6
256,Milano Brescia game 1,3 punti sbagliato,,Kenny Gabriel,missed,580,2380,915,896,7
257,Milano Brescia game 1,2 punti sbagliato,,John Petrucelli,missed,592,2392,285,448,2
258,Milano Brescia game 1,2 punti sbagliato,,C.J. Massinburg,missed,596,2396,450,420,2
259,Milano Brescia game 2,2 punti sbagliato,,Miro Bilan,missed,49,49,750,196,0
260,Milano Brescia game 2,2 punti sbagliato,,Semaj Christon,missed,103,103,645,252,0
261,Milano Brescia game 2,3 punti sbagliato,,Kenny Gabriel,missed,133,133,345,756,6
262,Milano Brescia game 2,2 punti sbagliato,,Amedeo Della Valle,missed,162,162,960,476,3
263,Milano Brescia game 2,2 punti sbagliato,,C.J. Massinburg,missed,362,362,915,252,0
264,Milano Brescia game 2,2 punti segnato,,Semaj Christon,made,398,398,525,700,2
265,Milano Brescia game 2,2 punti sbagliato,,C.J. Massinburg,missed,465,465,645,224,0
266,Milano Brescia game 2,3 punti sbagliato,,Jason Burnell,missed,520,520,1200,840,7
267,Milano Brescia game 2,2 punti sbagliato,,Amedeo Della Valle,missed,568,568,825,252,0
268,Milano Brescia game 2,2 punti segnato,,Michael Cobbins,made,568,568,825,252,0
269,Milano Brescia game 2,2 punti segnato,,Jason Burnell,made,109,709,765,308,0
270,Milano Brescia game 2,3 punti sbagliato,,C.J. Massinburg,missed,181,781,300,784,6
271,Milano Brescia game 2,2 punti sbagliato,,Amedeo Della Valle,missed,202,802,675,252,0
272,Milano Brescia game 2,2 punti segnato,,C.J. Massinburg,made,254,854,825,252,0
273,Milano Brescia game 2,3 punti sbagliato,,Nicola Akele,missed,291,891,60,196,5
274,Milano Brescia game 2,2 punti sbagliato,,Semaj Christon,missed,324,924,705,196,0
275,Milano Brescia game 2,2 punti sbagliato,,Miro Bilan,missed,394,994,840,224,0
276,Milano Brescia game 2,3 punti sbagliato,,John Petrucelli,missed,477,1077,1185,896,7
277,Milano Brescia game 2,3 punti sbagliato,,John Petrucelli,missed,531,1131,1185,756,7
278,Milano Brescia game 2,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,552,1152,210,616,6
279,Milano Brescia game 2,3 punti segnato,Miro Bilan,Kenny Gabriel,made,15,1215,705,952,6
280,Milano Brescia game 2,2 punti sbagliato,,Semaj Christon,missed,55,1255,675,252,0
281,Milano Brescia game 2,2 punti segnato,,Miro Bilan,made,102,1302,840,224,0
282,Milano Brescia game 2,2 punti sbagliato,,Semaj Christon,missed,149,1349,885,252,0
283,Milano Brescia game 2,3 punti sbagliato,,Amedeo Della Valle,missed,166,1366,150,756,6
