,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
1605,2 punti sbagliato,,Jordon Varnado,missed,89,1889,885.0,224.0,0
1606,2 punti sbagliato,,Derek Ogbeide,missed,145,1945,795.0,280.0,0
1607,2 punti sbagliato,,Payton Terrell Willis,missed,165,1965,915.0,336.0,0
1608,2 punti sbagliato,,Jordon Varnado,missed,208,2008,555.0,308.0,2
1609,3 punti sbagliato,,Ryan Hawkins,missed,224,2024,165.0,700.0,6
1610,3 punti sbagliato,,Gianluca Della Rosa,missed,282,2082,270.0,700.0,6
1611,2 punti sbagliato,,Derek Ogbeide,missed,312,2112,675.0,252.0,0
1612,2 punti sbagliato,,Derek Ogbeide,missed,321,2121,840.0,224.0,0
1613,2 punti segnato,Gianluca Della Rosa,Derek Ogbeide,made,383,2183,750.0,196.0,0
1614,3 punti segnato,Jordon Varnado,Carl Wheatle,made,416,2216,1275.0,644.0,7
1615,3 punti sbagliato,,Carl Wheatle,missed,461,2261,1335.0,560.0,7
1616,3 punti segnato,,Payton Terrell Willis,made,501,2301,660.0,896.0,6
1617,3 punti sbagliato,,Charlie Edward Moore,missed,537,2337,420.0,840.0,6
1618,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,563,2363,795.0,196.0,0
1619,2 punti segnato,,Payton Terrell Willis,made,590,2390,540.0,420.0,2
1620,2 punti sbagliato,,Charlie Edward Moore,missed,23,23,750.0,252.0,0
1621,2 punti sbagliato,,Payton Terrell Willis,missed,25,25,345.0,140.0,1
1622,2 punti segnato,,Charlie Edward Moore,made,53,53,375.0,168.0,1
1623,3 punti segnato,,Payton Terrell Willis,made,88,88,780.0,1036.0,7
1624,3 punti sbagliato,,Ryan Hawkins,missed,114,114,1440.0,112.0,8
1625,2 punti sbagliato,,Ryan Hawkins,missed,150,150,735.0,448.0,2
1626,3 punti segnato,,Charlie Edward Moore,made,167,167,735.0,1176.0,6
1627,2 punti segnato,,Ryan Hawkins,made,197,197,735.0,140.0,0
1628,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,216,216,735.0,140.0,0
1629,2 punti sbagliato,,Payton Terrell Willis,missed,277,277,915.0,532.0,3
1630,3 punti sbagliato,,Charlie Edward Moore,missed,293,293,1260.0,896.0,7
1631,3 punti sbagliato,,Charlie Edward Moore,missed,320,320,900.0,952.0,7
1632,2 punti segnato,,Derek Ogbeide,made,394,394,750.0,420.0,2
1633,3 punti sbagliato,,Jordon Varnado,missed,406,406,45.0,476.0,5
1634,3 punti sbagliato,,Carl Wheatle,missed,418,418,885.0,952.0,7
1635,2 punti segnato,Jordon Varnado,Derek Ogbeide,made,434,434,735.0,140.0,0
1636,2 punti sbagliato,,Angelo Del Chiaro,missed,486,486,615.0,672.0,2
1637,3 punti sbagliato,,Payton Terrell Willis,missed,563,563,480.0,952.0,6
1638,3 punti sbagliato,,Jordon Varnado,missed,591,591,330.0,840.0,6
1639,2 punti segnato,Gianluca Della Rosa,Angelo Del Chiaro,made,28,628,900.0,168.0,0
1640,2 punti sbagliato,,Jordon Varnado,missed,67,667,630.0,392.0,2
1641,3 punti sbagliato,,Jordon Varnado,missed,96,696,1455.0,392.0,8
1642,3 punti segnato,Payton Terrell Willis,Gianluca Della Rosa,made,125,725,1245.0,868.0,7
1643,2 punti segnato,,Payton Terrell Willis,made,161,761,930.0,280.0,0
1644,2 punti segnato,,Carl Wheatle,made,191,791,885.0,224.0,0
1645,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,216,816,735.0,308.0,0
1646,3 punti sbagliato,,Carl Wheatle,missed,316,916,555.0,1064.0,6
1647,2 punti segnato,,Carl Wheatle,made,369,969,900.0,252.0,0
1648,2 punti segnato,,Charlie Edward Moore,made,428,1028,795.0,224.0,0
1649,2 punti sbagliato,,Charlie Edward Moore,missed,472,1072,405.0,420.0,2
1650,2 punti sbagliato,,Lorenzo Saccaggi,missed,500,1100,1035.0,224.0,4
1651,3 punti sbagliato,,Ryan Hawkins,missed,541,1141,795.0,1232.0,7
1652,2 punti segnato,,Carl Wheatle,made,548,1148,750.0,280.0,0
1653,3 punti sbagliato,,Charlie Edward Moore,missed,569,1169,255.0,924.0,6
1654,2 punti segnato,,Carl Wheatle,made,570,1170,615.0,196.0,0
1655,2 punti segnato,,Ryan Hawkins,made,594,1194,705.0,196.0,0
1656,2 punti sbagliato,,Payton Terrell Willis,missed,11,1211,930.0,420.0,3
1657,2 punti segnato,,Payton Terrell Willis,made,17,1217,630.0,140.0,0
1658,2 punti segnato,,Payton Terrell Willis,made,52,1252,975.0,672.0,3
1659,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,110,1310,870.0,224.0,0
1660,3 punti segnato,Charlie Edward Moore,Carl Wheatle,made,154,1354,1260.0,728.0,7
1661,3 punti segnato,,Payton Terrell Willis,made,218,1418,60.0,392.0,5
1662,3 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,301,1501,1320.0,728.0,7
1663,2 punti segnato,,Derek Ogbeide,made,347,1547,990.0,84.0,0
1664,3 punti sbagliato,,Payton Terrell Willis,missed,374,1574,780.0,1008.0,7
1665,2 punti sbagliato,,Payton Terrell Willis,missed,476,1676,1170.0,504.0,3
1666,2 punti segnato,,Jordon Varnado,made,507,1707,975.0,224.0,0
1667,3 punti sbagliato,,Jordon Varnado,missed,538,1738,1425.0,560.0,7
1668,3 punti sbagliato,,Charlie Edward Moore,missed,590,1790,1275.0,756.0,7
1669,2 punti sbagliato,,Ryan Hawkins,missed,590,1790,1275.0,756.0,7
1670,2 punti sbagliato,,Ryan Hawkins,missed,590,1790,1275.0,756.0,7
1671,3 punti sbagliato,,Gianluca Della Rosa,missed,58,1858,1380.0,728.0,7
1672,3 punti sbagliato,,Gianluca Della Rosa,missed,145,1945,1275.0,784.0,7
1673,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,170,1970,765.0,140.0,0
1674,2 punti sbagliato,,Charlie Edward Moore,missed,194,1994,630.0,224.0,0
1675,3 punti segnato,,Charlie Edward Moore,made,256,2056,915.0,924.0,7
1676,3 punti sbagliato,,Payton Terrell Willis,missed,297,2097,645.0,1008.0,6
1677,2 punti segnato,,Payton Terrell Willis,made,329,2129,300.0,196.0,1
1678,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,348,2148,945.0,308.0,3
1679,2 punti sbagliato,,Charlie Edward Moore,missed,382,2182,675.0,196.0,0
1680,2 punti segnato,,Payton Terrell Willis,made,413,2213,1110.0,616.0,3
1681,3 punti sbagliato,,Charlie Edward Moore,missed,453,2253,1185.0,812.0,7
1682,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,476,2276,1005.0,168.0,4
1683,3 punti sbagliato,,Carl Wheatle,missed,576,2376,1125.0,1064.0,7
1684,2 punti segnato,,Payton Terrell Willis,made,40,40,915.0,420.0,3
1685,2 punti sbagliato,,Derek Ogbeide,missed,70,70,765.0,196.0,0
1686,2 punti segnato,,Payton Terrell Willis,made,94,94,675.0,476.0,2
1687,2 punti sbagliato,,Charlie Edward Moore,missed,125,125,765.0,560.0,3
1688,2 punti segnato,Jordon Varnado,Charlie Edward Moore,made,138,138,720.0,196.0,0
1689,3 punti segnato,,Payton Terrell Willis,made,188,188,1035.0,812.0,7
1690,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,227,227,735.0,168.0,0
1691,3 punti sbagliato,,Payton Terrell Willis,missed,305,305,225.0,700.0,6
1692,3 punti segnato,Payton Terrell Willis,Jordon Varnado,made,373,373,195.0,588.0,6
1693,2 punti segnato,,Charlie Edward Moore,made,410,410,765.0,644.0,3
1694,2 punti segnato,,Payton Terrell Willis,made,449,449,585.0,504.0,2
1695,3 punti segnato,,Carl Wheatle,made,541,541,435.0,812.0,6
1696,3 punti sbagliato,,Payton Terrell Willis,missed,570,570,345.0,756.0,6
1697,3 punti segnato,,Gianluca Della Rosa,made,39,639,975.0,840.0,7
1698,2 punti sbagliato,,Jordon Varnado,missed,91,691,375.0,140.0,1
1699,2 punti sbagliato,,Gianluca Della Rosa,missed,133,733,675.0,196.0,0
1700,2 punti sbagliato,,Jordon Varnado,missed,133,733,675.0,196.0,0
1701,2 punti segnato,,Carl Wheatle,made,163,763,765.0,140.0,0
1702,3 punti sbagliato,,Carl Wheatle,missed,210,810,1335.0,644.0,7
1703,2 punti segnato,,Jordon Varnado,made,210,810,1335.0,644.0,7
1704,2 punti segnato,,Jordon Varnado,made,238,838,1005.0,196.0,4
1705,3 punti sbagliato,,Gianluca Della Rosa,missed,269,869,1320.0,700.0,7
1706,2 punti segnato,Ryan Hawkins,Derek Ogbeide,made,302,902,735.0,616.0,2
1707,2 punti sbagliato,,Charlie Edward Moore,missed,341,941,930.0,336.0,3
1708,2 punti segnato,,Payton Terrell Willis,made,463,1063,810.0,560.0,3
1709,2 punti sbagliato,,Charlie Edward Moore,missed,521,1121,930.0,420.0,3
1710,3 punti sbagliato,,Jordon Varnado,missed,551,1151,60.0,84.0,5
1711,2 punti segnato,,Charlie Edward Moore,made,598,1198,765.0,196.0,0
1712,2 punti sbagliato,,Derek Ogbeide,missed,24,1224,615.0,448.0,2
1713,3 punti sbagliato,,Payton Terrell Willis,missed,41,1241,75.0,476.0,5
1714,3 punti segnato,Jordon Varnado,Charlie Edward Moore,made,47,1247,1395.0,420.0,8
1715,2 punti segnato,,Charlie Edward Moore,made,135,1335,795.0,336.0,0
1716,3 punti segnato,Derek Ogbeide,Lorenzo Saccaggi,made,167,1367,450.0,840.0,6
1717,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,203,1403,735.0,140.0,0
1718,2 punti segnato,Jordon Varnado,Carl Wheatle,made,331,1531,735.0,140.0,0
1719,3 punti sbagliato,,Jordon Varnado,missed,428,1628,585.0,896.0,6
1720,2 punti segnato,,Payton Terrell Willis,made,469,1669,240.0,84.0,1
1721,2 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,496,1696,750.0,196.0,0
1722,2 punti segnato,Carl Wheatle,Ryan Hawkins,made,532,1732,675.0,168.0,0
1723,2 punti sbagliato,,Payton Terrell Willis,missed,598,1798,885.0,308.0,0
1724,3 punti sbagliato,,Ryan Hawkins,missed,54,1854,45.0,420.0,5
1725,2 punti sbagliato,,Charlie Edward Moore,missed,87,1887,480.0,140.0,1
1726,3 punti sbagliato,,Gianluca Della Rosa,missed,163,1963,1200.0,756.0,7
1727,2 punti sbagliato,,Payton Terrell Willis,missed,249,2049,675.0,784.0,2
1728,2 punti segnato,,Lorenzo Saccaggi,made,283,2083,825.0,280.0,0
1729,3 punti sbagliato,,Ryan Hawkins,missed,323,2123,1440.0,196.0,8
1730,2 punti segnato,Lorenzo Saccaggi,Derek Ogbeide,made,374,2174,735.0,140.0,0
1731,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,399,2199,735.0,168.0,0
1732,2 punti sbagliato,,Charlie Edward Moore,missed,487,2287,660.0,252.0,0
1733,3 punti sbagliato,,Carl Wheatle,missed,548,2348,45.0,140.0,5
1734,2 punti segnato,Payton Terrell Willis,Jordon Varnado,made,553,2353,675.0,224.0,0
1735,2 punti segnato,,Charlie Edward Moore,made,566,2366,750.0,196.0,0
1736,2 punti segnato,,Charlie Edward Moore,made,579,2379,690.0,196.0,0
1737,2 punti segnato,Ryan Hawkins,Derek Ogbeide,made,40,40,780.0,112.0,0
1738,3 punti sbagliato,,Ryan Hawkins,missed,70,70,570.0,868.0,6
1739,2 punti sbagliato,,Charlie Edward Moore,missed,101,101,495.0,560.0,2
1740,3 punti segnato,Charlie Edward Moore,Carl Wheatle,made,226,226,1485.0,280.0,8
1741,3 punti segnato,Payton Terrell Willis,Charlie Edward Moore,made,258,258,1350.0,616.0,7
1742,2 punti segnato,,Charlie Edward Moore,made,286,286,765.0,168.0,0
1743,2 punti segnato,,Charlie Edward Moore,made,306,306,765.0,140.0,0
1744,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,341,341,765.0,196.0,0
1745,2 punti segnato,Carl Wheatle,Ryan Hawkins,made,374,374,645.0,112.0,0
1746,3 punti sbagliato,,Payton Terrell Willis,missed,411,411,570.0,868.0,6
1747,3 punti sbagliato,,Payton Terrell Willis,missed,441,441,1455.0,140.0,8
1748,2 punti segnato,Lorenzo Saccaggi,Charlie Edward Moore,made,543,543,735.0,140.0,0
1749,2 punti segnato,,Jordon Varnado,made,568,568,1125.0,336.0,4
1750,2 punti sbagliato,,Jordon Varnado,missed,19,619,675.0,196.0,0
1751,2 punti segnato,,Angelo Del Chiaro,made,24,624,735.0,196.0,0
1752,3 punti segnato,Gianluca Della Rosa,Jordon Varnado,made,53,653,1320.0,644.0,7
1753,2 punti sbagliato,,Angelo Del Chiaro,missed,85,685,795.0,252.0,0
1754,2 punti sbagliato,,Jordon Varnado,missed,114,714,885.0,196.0,0
1755,2 punti segnato,,Jordon Varnado,made,144,744,750.0,224.0,0
1756,2 punti sbagliato,,Angelo Del Chiaro,missed,186,786,570.0,196.0,0
1757,2 punti segnato,,Payton Terrell Willis,made,212,812,840.0,196.0,0
1758,3 punti segnato,Payton Terrell Willis,Gianluca Della Rosa,made,246,846,1485.0,224.0,8
1759,3 punti segnato,,Gianluca Della Rosa,made,312,912,975.0,868.0,7
1760,3 punti segnato,Gianluca Della Rosa,Ryan Hawkins,made,348,948,30.0,140.0,5
1761,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,371,971,45.0,280.0,5
1762,2 punti segnato,,Payton Terrell Willis,made,401,1001,690.0,196.0,0
1763,3 punti sbagliato,,Ryan Hawkins,missed,436,1036,75.0,364.0,5
1764,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,476,1076,795.0,196.0,0
1765,2 punti segnato,,Payton Terrell Willis,made,513,1113,1170.0,168.0,4
1766,2 punti sbagliato,,Carl Wheatle,missed,575,1175,645.0,280.0,0
1767,2 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,597,1197,720.0,224.0,0
1768,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,65,1265,765.0,168.0,0
1769,2 punti sbagliato,,Derek Ogbeide,missed,111,1311,585.0,336.0,0
1770,2 punti segnato,,Payton Terrell Willis,made,137,1337,765.0,140.0,0
1771,2 punti sbagliato,,Charlie Edward Moore,missed,170,1370,690.0,252.0,0
1772,3 punti sbagliato,,Charlie Edward Moore,missed,174,1374,1455.0,112.0,8
1773,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,206,1406,435.0,896.0,6
1774,2 punti sbagliato,,Ryan Hawkins,missed,240,1440,735.0,140.0,0
1775,3 punti segnato,,Payton Terrell Willis,made,272,1472,300.0,812.0,6
1776,2 punti sbagliato,,Charlie Edward Moore,missed,323,1523,765.0,168.0,0
1777,2 punti sbagliato,,Payton Terrell Willis,missed,352,1552,735.0,224.0,0
1778,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,383,1583,765.0,168.0,0
1779,3 punti sbagliato,,Charlie Edward Moore,missed,410,1610,660.0,952.0,6
1780,2 punti sbagliato,,Charlie Edward Moore,missed,449,1649,795.0,168.0,0
1781,2 punti sbagliato,,Derek Ogbeide,missed,453,1653,765.0,196.0,0
1782,2 punti sbagliato,,Jordon Varnado,missed,473,1673,705.0,168.0,0
1783,3 punti segnato,Gianluca Della Rosa,Jordon Varnado,made,516,1716,555.0,924.0,6
1784,2 punti sbagliato,,Jordon Varnado,missed,560,1760,405.0,308.0,1
1785,2 punti segnato,Jordon Varnado,Angelo Del Chiaro,made,573,1773,735.0,140.0,0
1786,3 punti segnato,,Gianluca Della Rosa,made,53,1853,105.0,532.0,6
1787,3 punti segnato,Gianluca Della Rosa,Lorenzo Saccaggi,made,119,1919,225.0,672.0,6
1788,2 punti segnato,Lorenzo Saccaggi,Angelo Del Chiaro,made,153,1953,615.0,252.0,0
1789,3 punti sbagliato,,Lorenzo Saccaggi,missed,204,2004,1095.0,840.0,7
1790,2 punti segnato,Jordon Varnado,Angelo Del Chiaro,made,214,2014,795.0,504.0,3
1791,2 punti sbagliato,,Charlie Edward Moore,missed,309,2109,705.0,168.0,0
1792,2 punti segnato,Jordon Varnado,Charlie Edward Moore,made,367,2167,705.0,168.0,0
1793,2 punti segnato,Jordon Varnado,Derek Ogbeide,made,410,2210,795.0,252.0,0
1794,2 punti segnato,,Charlie Edward Moore,made,442,2242,690.0,140.0,0
1795,2 punti segnato,,Carl Wheatle,made,461,2261,705.0,224.0,0
1796,2 punti sbagliato,,Jordon Varnado,missed,491,2291,345.0,560.0,2
1797,2 punti segnato,,Charlie Edward Moore,made,524,2324,720.0,140.0,0
1798,3 punti segnato,,Charlie Edward Moore,made,555,2355,720.0,924.0,6
1799,2 punti segnato,Charlie Edward Moore,Tormi Joonatan Metsla,made,590,2390,735.0,168.0,0
1800,2 punti sbagliato,,Charlie Edward Moore,missed,32,32,885.0,196.0,0
1801,2 punti sbagliato,,Charlie Edward Moore,missed,50,50,765.0,336.0,0
1802,3 punti sbagliato,,Payton Terrell Willis,missed,73,73,195.0,616.0,6
1803,2 punti segnato,,Jordon Varnado,made,100,100,795.0,420.0,3
1804,2 punti sbagliato,,Payton Terrell Willis,missed,119,119,615.0,308.0,0
1805,2 punti sbagliato,,Payton Terrell Willis,missed,143,143,765.0,616.0,3
1806,2 punti segnato,Jordon Varnado,Derek Ogbeide,made,176,176,705.0,196.0,0
1807,3 punti sbagliato,,Charlie Edward Moore,missed,200,200,1035.0,840.0,7
1808,2 punti sbagliato,,Charlie Edward Moore,missed,262,262,750.0,448.0,2
1809,2 punti sbagliato,,Payton Terrell Willis,missed,286,286,810.0,252.0,0
1810,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,304,304,60.0,84.0,5
1811,3 punti sbagliato,,Payton Terrell Willis,missed,331,331,450.0,840.0,6
1812,2 punti segnato,,Charlie Edward Moore,made,363,363,720.0,224.0,0
1813,2 punti segnato,,Jordon Varnado,made,390,390,645.0,280.0,0
1814,3 punti sbagliato,,Carl Wheatle,missed,435,435,1155.0,868.0,7
1815,2 punti sbagliato,,Angelo Del Chiaro,missed,455,455,825.0,224.0,0
1816,2 punti sbagliato,,Carl Wheatle,missed,455,455,825.0,224.0,0
1817,2 punti sbagliato,,Angelo Del Chiaro,missed,487,487,840.0,252.0,0
1818,2 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,503,503,735.0,140.0,0
1819,3 punti segnato,Gianluca Della Rosa,Ryan Hawkins,made,560,560,60.0,168.0,5
1820,3 punti sbagliato,,Ryan Hawkins,missed,590,590,1065.0,868.0,7
1821,2 punti sbagliato,,Lorenzo Saccaggi,missed,14,614,825.0,280.0,0
1822,2 punti segnato,,Angelo Del Chiaro,made,14,614,825.0,280.0,0
1823,3 punti segnato,Gianluca Della Rosa,Ryan Hawkins,made,53,653,60.0,56.0,5
1824,3 punti sbagliato,,Lorenzo Saccaggi,missed,77,677,975.0,840.0,7
1825,2 punti sbagliato,,Jordon Varnado,missed,113,713,750.0,392.0,0
1826,3 punti sbagliato,,Jordon Varnado,missed,118,718,750.0,924.0,6
1827,2 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,133,733,810.0,140.0,0
1828,3 punti sbagliato,,Jordon Varnado,missed,169,769,390.0,784.0,6
1829,2 punti sbagliato,,Angelo Del Chiaro,missed,192,792,435.0,560.0,2
1830,3 punti sbagliato,,Payton Terrell Willis,missed,217,817,765.0,868.0,7
1831,2 punti segnato,Lorenzo Saccaggi,Charlie Edward Moore,made,237,837,930.0,252.0,0
1832,3 punti segnato,,Charlie Edward Moore,made,258,858,1140.0,812.0,7
1833,3 punti segnato,,Charlie Edward Moore,made,271,871,315.0,756.0,6
1834,2 punti sbagliato,,Lorenzo Saccaggi,missed,310,910,600.0,308.0,0
1835,2 punti sbagliato,,Angelo Del Chiaro,missed,318,918,735.0,364.0,0
1836,2 punti sbagliato,,Ryan Hawkins,missed,339,939,810.0,252.0,0
1837,2 punti sbagliato,,Charlie Edward Moore,missed,360,960,810.0,196.0,0
1838,2 punti segnato,,Ryan Hawkins,made,389,989,735.0,280.0,0
1839,3 punti sbagliato,,Payton Terrell Willis,missed,412,1012,465.0,840.0,6
1840,2 punti sbagliato,,Carl Wheatle,missed,430,1030,645.0,420.0,2
1841,2 punti segnato,,Payton Terrell Willis,made,460,1060,945.0,280.0,0
1842,3 punti sbagliato,,Charlie Edward Moore,missed,502,1102,915.0,896.0,7
1843,2 punti segnato,,Carl Wheatle,made,502,1102,675.0,196.0,0
1844,2 punti sbagliato,,Payton Terrell Willis,missed,554,1154,630.0,364.0,0
1845,2 punti sbagliato,,Derek Ogbeide,missed,578,1178,855.0,196.0,0
1846,2 punti segnato,,Carl Wheatle,made,578,1178,855.0,196.0,0
1847,3 punti sbagliato,,Charlie Edward Moore,missed,596,1196,705.0,1288.0,6
1848,2 punti segnato,,Payton Terrell Willis,made,38,1238,675.0,252.0,0
1849,2 punti sbagliato,,Jordon Varnado,missed,64,1264,870.0,252.0,0
1850,3 punti sbagliato,,Payton Terrell Willis,missed,92,1292,255.0,728.0,6
1851,2 punti sbagliato,,Carl Wheatle,missed,130,1330,1020.0,644.0,3
1852,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,160,1360,825.0,308.0,0
1853,2 punti sbagliato,,Jordon Varnado,missed,197,1397,540.0,252.0,0
1854,2 punti sbagliato,,Payton Terrell Willis,missed,228,1428,615.0,280.0,0
1855,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,262,1462,660.0,224.0,0
1856,3 punti sbagliato,,Payton Terrell Willis,missed,287,1487,1455.0,196.0,8
1857,3 punti sbagliato,,Charlie Edward Moore,missed,320,1520,135.0,560.0,6
1858,2 punti segnato,,Carl Wheatle,made,350,1550,450.0,196.0,1
1859,2 punti sbagliato,,Angelo Del Chiaro,missed,421,1621,750.0,672.0,2
1860,2 punti segnato,Gianluca Della Rosa,Jordon Varnado,made,481,1681,750.0,140.0,0
1861,2 punti sbagliato,,Lorenzo Saccaggi,missed,527,1727,795.0,420.0,3
1862,2 punti segnato,,Jordon Varnado,made,529,1729,795.0,196.0,0
1863,2 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,566,1766,795.0,336.0,0
1864,2 punti sbagliato,,Gianluca Della Rosa,missed,7,1807,435.0,140.0,1
1865,3 punti sbagliato,,Gianluca Della Rosa,missed,38,1838,1365.0,588.0,7
1866,3 punti segnato,Gianluca Della Rosa,Ryan Hawkins,made,52,1852,795.0,896.0,7
1867,2 punti segnato,Ryan Hawkins,Angelo Del Chiaro,made,80,1880,465.0,196.0,1
1868,2 punti sbagliato,,Jordon Varnado,missed,141,1941,570.0,252.0,0
1869,2 punti segnato,,Angelo Del Chiaro,made,204,2004,945.0,196.0,0
1870,3 punti segnato,Gianluca Della Rosa,Lorenzo Saccaggi,made,215,2015,1200.0,728.0,7
1871,2 punti segnato,,Angelo Del Chiaro,made,260,2060,750.0,308.0,0
1872,2 punti sbagliato,,Angelo Del Chiaro,missed,295,2095,615.0,336.0,0
1873,2 punti sbagliato,,Charlie Edward Moore,missed,325,2125,435.0,420.0,2
1874,3 punti sbagliato,,Carl Wheatle,missed,370,2170,1440.0,196.0,8
1875,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,421,2221,720.0,308.0,0
1876,2 punti sbagliato,,Charlie Edward Moore,missed,449,2249,855.0,336.0,0
1877,2 punti sbagliato,,Derek Ogbeide,missed,449,2249,855.0,336.0,0
1878,2 punti sbagliato,,Carl Wheatle,missed,496,2296,555.0,392.0,2
1879,2 punti sbagliato,,Charlie Edward Moore,missed,528,2328,885.0,308.0,0
1880,3 punti sbagliato,,Payton Terrell Willis,missed,555,2355,30.0,224.0,5
1881,2 punti segnato,,Charlie Edward Moore,made,584,2384,705.0,224.0,0
