,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
0,2 punti segnato,Derek Ogbeide,Ryan Hawkins,made,29,29,915.0,252.0,0
1,3 punti sbagliato,,Carl Wheatle,missed,78,78,1305.0,728.0,7
2,3 punti segnato,,Payton Terrell Willis,made,101,101,615.0,840.0,6
3,2 punti sbagliato,,Charlie Edward Moore,missed,123,123,840.0,588.0,3
4,3 punti sbagliato,,Payton Terrell Willis,missed,143,143,525.0,896.0,6
5,3 punti sbagliato,,Ryan Hawkins,missed,174,174,210.0,700.0,6
6,3 punti segnato,,Charlie Edward Moore,made,259,259,405.0,868.0,6
7,3 punti segnato,Carl Wheatle,Ryan Hawkins,made,273,273,780.0,896.0,7
8,2 punti segnato,,Charlie Edward Moore,made,302,302,945.0,364.0,3
9,3 punti segnato,,Charlie Edward Moore,made,347,347,345.0,756.0,6
10,3 punti sbagliato,,Ryan Hawkins,missed,373,373,495.0,840.0,6
11,2 punti sbagliato,,Derek Ogbeide,missed,383,383,930.0,476.0,3
12,3 punti sbagliato,,Grant Basile,missed,455,455,1080.0,812.0,7
13,2 punti segnato,Gianluca Della Rosa,Angelo Del Chiaro,made,492,492,585.0,168.0,0
14,3 punti sbagliato,,Payton Terrell Willis,missed,517,517,1155.0,812.0,7
15,3 punti sbagliato,,Gianluca Della Rosa,missed,557,557,360.0,784.0,6
16,2 punti segnato,Gianluca Della Rosa,Angelo Del Chiaro,made,596,596,750.0,336.0,0
17,2 punti segnato,Grant Basile,Angelo Del Chiaro,made,18,618,705.0,672.0,2
18,3 punti segnato,Grant Basile,Gianluca Della Rosa,made,56,656,825.0,1036.0,7
19,3 punti segnato,Lorenzo Saccaggi,Gianluca Della Rosa,made,94,694,1245.0,868.0,7
20,2 punti segnato,,Payton Terrell Willis,made,153,753,780.0,616.0,3
21,3 punti sbagliato,,Payton Terrell Willis,missed,153,753,,,-1
22,3 punti segnato,,Payton Terrell Willis,made,153,753,,,-1
23,2 punti sbagliato,,Lorenzo Saccaggi,missed,228,828,1245.0,224.0,4
24,2 punti segnato,Payton Terrell Willis,Grant Basile,made,242,842,750.0,196.0,0
25,3 punti sbagliato,,Grant Basile,missed,276,876,555.0,840.0,6
26,3 punti sbagliato,,Charlie Edward Moore,missed,313,913,690.0,1008.0,6
27,3 punti sbagliato,,Payton Terrell Willis,missed,339,939,1110.0,896.0,7
28,3 punti segnato,Payton Terrell Willis,Ryan Hawkins,made,346,946,945.0,924.0,7
29,3 punti sbagliato,,Payton Terrell Willis,missed,394,994,1110.0,840.0,7
30,3 punti sbagliato,,Carl Wheatle,missed,401,1001,45.0,140.0,5
31,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,434,1034,795.0,224.0,0
32,2 punti sbagliato,,Ryan Hawkins,missed,485,1085,735.0,224.0,0
33,3 punti sbagliato,,Charlie Edward Moore,missed,517,1117,765.0,952.0,7
34,3 punti sbagliato,,Ryan Hawkins,missed,542,1142,930.0,924.0,7
35,2 punti segnato,,Charlie Edward Moore,made,27,1227,1095.0,504.0,3
36,2 punti sbagliato,,Derek Ogbeide,missed,61,1261,1065.0,308.0,4
37,2 punti sbagliato,,Charlie Edward Moore,missed,81,1281,600.0,168.0,0
38,2 punti segnato,,Derek Ogbeide,made,86,1286,750.0,168.0,0
39,2 punti segnato,Charlie Edward Moore,Carl Wheatle,made,98,1298,840.0,224.0,0
40,2 punti sbagliato,,Charlie Edward Moore,missed,124,1324,675.0,224.0,0
41,2 punti segnato,,Carl Wheatle,made,148,1348,690.0,224.0,0
42,2 punti segnato,,Derek Ogbeide,made,160,1360,630.0,196.0,0
43,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,222,1422,585.0,280.0,0
44,3 punti sbagliato,,Payton Terrell Willis,missed,297,1497,255.0,756.0,6
45,3 punti sbagliato,,Carl Wheatle,missed,331,1531,315.0,784.0,6
46,3 punti segnato,Derek Ogbeide,Charlie Edward Moore,made,335,1535,645.0,924.0,6
47,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,367,1567,705.0,224.0,0
48,2 punti segnato,,Lorenzo Saccaggi,made,434,1634,855.0,476.0,3
49,2 punti sbagliato,,Angelo Del Chiaro,missed,468,1668,765.0,448.0,3
50,3 punti sbagliato,,Lorenzo Saccaggi,missed,501,1701,1125.0,868.0,7
51,3 punti sbagliato,,Gianluca Della Rosa,missed,531,1731,675.0,1008.0,6
52,2 punti segnato,,Lorenzo Saccaggi,made,554,1754,540.0,308.0,2
53,2 punti segnato,,Payton Terrell Willis,made,581,1781,435.0,644.0,2
54,2 punti segnato,Angelo Del Chiaro,Grant Basile,made,24,1824,675.0,168.0,0
55,3 punti sbagliato,,Gianluca Della Rosa,missed,146,1946,1155.0,1064.0,7
56,3 punti sbagliato,,Gianluca Della Rosa,missed,193,1993,1080.0,896.0,7
57,2 punti sbagliato,,Grant Basile,missed,249,2049,1005.0,252.0,4
58,2 punti sbagliato,,Derek Ogbeide,missed,252,2052,465.0,224.0,1
59,3 punti sbagliato,,Charlie Edward Moore,missed,281,2081,255.0,784.0,6
60,2 punti sbagliato,,Derek Ogbeide,missed,287,2087,585.0,308.0,0
61,2 punti segnato,Carl Wheatle,Derek Ogbeide,made,339,2139,570.0,168.0,0
62,2 punti sbagliato,,Carl Wheatle,missed,381,2181,930.0,560.0,3
63,2 punti sbagliato,,Charlie Edward Moore,missed,411,2211,465.0,616.0,2
64,3 punti segnato,Carl Wheatle,Payton Terrell Willis,made,421,2221,150.0,616.0,6
65,2 punti sbagliato,,Ryan Hawkins,missed,465,2265,990.0,336.0,3
66,2 punti sbagliato,,Derek Ogbeide,missed,540,2340,675.0,308.0,0
67,2 punti sbagliato,,Derek Ogbeide,missed,599,2399,555.0,224.0,0
68,2 punti sbagliato,,Ryan Hawkins,missed,29,29,945.0,588.0,3
69,2 punti sbagliato,,Derek Ogbeide,missed,67,67,780.0,476.0,3
70,3 punti sbagliato,,Payton Terrell Willis,missed,115,115,645.0,924.0,6
71,2 punti sbagliato,,Charlie Edward Moore,missed,156,156,825.0,280.0,0
72,2 punti segnato,,Derek Ogbeide,made,156,156,825.0,280.0,0
73,3 punti sbagliato,,Ryan Hawkins,missed,201,201,540.0,840.0,6
74,2 punti sbagliato,,Charlie Edward Moore,missed,248,248,855.0,224.0,0
75,2 punti segnato,,Derek Ogbeide,made,248,248,855.0,224.0,0
76,2 punti sbagliato,,Derek Ogbeide,missed,289,289,735.0,448.0,2
77,3 punti segnato,Ryan Hawkins,Carl Wheatle,made,332,332,1080.0,812.0,7
78,2 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,353,353,690.0,168.0,0
79,3 punti sbagliato,,Charlie Edward Moore,missed,383,383,285.0,700.0,6
80,2 punti sbagliato,,Derek Ogbeide,missed,422,422,705.0,196.0,0
81,2 punti sbagliato,,Grant Basile,missed,465,465,915.0,336.0,0
82,2 punti sbagliato,,Angelo Del Chiaro,missed,513,513,1080.0,532.0,3
83,3 punti sbagliato,,Payton Terrell Willis,missed,10,610,345.0,756.0,6
84,3 punti sbagliato,,Grant Basile,missed,45,645,750.0,896.0,6
85,2 punti sbagliato,,Lorenzo Saccaggi,missed,49,649,780.0,252.0,0
86,3 punti segnato,Lorenzo Saccaggi,Grant Basile,made,75,675,825.0,952.0,7
87,2 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,97,697,750.0,140.0,0
88,2 punti segnato,,Charlie Edward Moore,made,130,730,750.0,336.0,0
89,2 punti segnato,,Charlie Edward Moore,made,158,758,840.0,224.0,0
90,3 punti sbagliato,,Payton Terrell Willis,missed,183,783,285.0,756.0,6
91,3 punti sbagliato,,Grant Basile,missed,215,815,405.0,784.0,6
92,2 punti segnato,Lorenzo Saccaggi,Payton Terrell Willis,made,275,875,1320.0,112.0,4
93,2 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,295,895,720.0,196.0,0
94,2 punti segnato,,Ryan Hawkins,made,333,933,585.0,196.0,0
95,3 punti segnato,,Payton Terrell Willis,made,386,986,195.0,644.0,6
96,2 punti sbagliato,,Carl Wheatle,missed,410,1010,615.0,364.0,2
97,2 punti segnato,,Ryan Hawkins,made,410,1010,615.0,364.0,2
98,3 punti sbagliato,,Payton Terrell Willis,missed,453,1053,645.0,896.0,6
99,2 punti segnato,,Charlie Edward Moore,made,483,1083,870.0,168.0,0
100,2 punti sbagliato,,Charlie Edward Moore,missed,520,1120,735.0,336.0,0
101,2 punti segnato,,Grant Basile,made,520,1120,735.0,336.0,0
102,3 punti segnato,,Payton Terrell Willis,made,534,1134,300.0,784.0,6
103,3 punti segnato,Payton Terrell Willis,Charlie Edward Moore,made,31,1231,15.0,168.0,5
104,2 punti sbagliato,,Ryan Hawkins,missed,69,1269,510.0,336.0,2
105,3 punti sbagliato,,Carl Wheatle,missed,108,1308,30.0,112.0,5
106,3 punti segnato,Derek Ogbeide,Ryan Hawkins,made,150,1350,330.0,756.0,6
107,3 punti segnato,,Charlie Edward Moore,made,186,1386,270.0,756.0,6
108,2 punti sbagliato,,Lorenzo Saccaggi,missed,235,1435,615.0,252.0,0
109,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,276,1476,765.0,196.0,0
110,3 punti segnato,,Payton Terrell Willis,made,300,1500,135.0,560.0,6
111,3 punti segnato,,Charlie Edward Moore,made,327,1527,1020.0,812.0,7
112,3 punti sbagliato,,Ryan Hawkins,missed,374,1574,915.0,868.0,7
113,2 punti sbagliato,,Ryan Hawkins,missed,419,1619,450.0,364.0,2
114,2 punti sbagliato,,Charlie Edward Moore,missed,430,1630,285.0,420.0,1
115,2 punti segnato,Grant Basile,Payton Terrell Willis,made,540,1740,705.0,252.0,0
116,3 punti sbagliato,,Payton Terrell Willis,missed,597,1797,240.0,812.0,6
117,2 punti sbagliato,,Grant Basile,missed,18,1818,900.0,224.0,0
118,2 punti sbagliato,,Angelo Del Chiaro,missed,30,1830,780.0,448.0,3
119,2 punti segnato,,Payton Terrell Willis,made,50,1850,705.0,364.0,0
120,3 punti segnato,,Payton Terrell Willis,made,120,1920,1110.0,812.0,7
121,2 punti sbagliato,,Grant Basile,missed,172,1972,765.0,224.0,0
122,3 punti sbagliato,,Payton Terrell Willis,missed,185,1985,1335.0,560.0,7
123,3 punti sbagliato,,Payton Terrell Willis,missed,227,2027,30.0,196.0,5
124,2 punti sbagliato,,Derek Ogbeide,missed,264,2064,645.0,196.0,0
125,3 punti sbagliato,,Charlie Edward Moore,missed,305,2105,45.0,392.0,5
126,2 punti sbagliato,,Payton Terrell Willis,missed,339,2139,735.0,280.0,0
127,3 punti sbagliato,,Carl Wheatle,missed,353,2153,1380.0,448.0,8
128,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,371,2171,705.0,224.0,0
129,3 punti sbagliato,,Ryan Hawkins,missed,421,2221,600.0,1120.0,6
130,3 punti sbagliato,,Ryan Hawkins,missed,507,2307,1275.0,700.0,7
131,2 punti segnato,,Charlie Edward Moore,made,545,2345,615.0,252.0,0
132,2 punti sbagliato,,Ryan Hawkins,missed,582,2382,885.0,252.0,0
133,2 punti sbagliato,,Derek Ogbeide,missed,587,2387,795.0,224.0,0
134,3 punti sbagliato,,Payton Terrell Willis,missed,587,2387,255.0,756.0,6
135,2 punti sbagliato,,Derek Ogbeide,missed,587,2387,765.0,280.0,0
136,3 punti sbagliato,,Payton Terrell Willis,missed,20,20,225.0,532.0,2
137,2 punti sbagliato,,Payton Terrell Willis,missed,61,61,840.0,644.0,3
138,2 punti segnato,,Carl Wheatle,made,80,80,855.0,196.0,0
139,3 punti sbagliato,,Ryan Hawkins,missed,129,129,825.0,924.0,7
140,3 punti sbagliato,,Payton Terrell Willis,missed,160,160,195.0,700.0,6
141,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,208,208,555.0,280.0,0
142,2 punti sbagliato,,Derek Ogbeide,missed,241,241,495.0,476.0,2
143,2 punti sbagliato,,Charlie Edward Moore,missed,276,276,1035.0,252.0,4
144,2 punti segnato,,Derek Ogbeide,made,276,276,1035.0,252.0,4
145,2 punti sbagliato,,Lorenzo Saccaggi,missed,314,314,840.0,448.0,3
146,2 punti segnato,,Jordon Varnado,made,337,337,870.0,252.0,0
147,3 punti segnato,Derek Ogbeide,Jordon Varnado,made,371,371,1290.0,700.0,7
148,2 punti sbagliato,,Lorenzo Saccaggi,missed,400,400,615.0,280.0,0
149,3 punti sbagliato,,Payton Terrell Willis,missed,436,436,1365.0,728.0,7
150,2 punti sbagliato,,Jordon Varnado,missed,474,474,975.0,588.0,3
151,2 punti segnato,,Jordon Varnado,made,506,506,1125.0,420.0,3
152,3 punti segnato,Gianluca Della Rosa,Jordon Varnado,made,591,591,1425.0,504.0,8
153,3 punti sbagliato,,Ryan Hawkins,missed,78,678,585.0,868.0,6
154,3 punti sbagliato,,Ryan Hawkins,missed,123,723,795.0,924.0,7
155,2 punti segnato,Payton Terrell Willis,Carl Wheatle,made,185,785,510.0,224.0,1
156,3 punti sbagliato,,Lorenzo Saccaggi,missed,220,820,165.0,644.0,6
157,3 punti sbagliato,,Carl Wheatle,missed,260,860,480.0,896.0,6
158,2 punti sbagliato,,Charlie Edward Moore,missed,292,892,765.0,224.0,0
159,2 punti segnato,,Derek Ogbeide,made,292,892,765.0,224.0,0
160,2 punti sbagliato,,Payton Terrell Willis,missed,338,938,705.0,224.0,0
161,2 punti sbagliato,,Carl Wheatle,missed,353,953,795.0,252.0,0
162,2 punti segnato,Jordon Varnado,Derek Ogbeide,made,370,970,765.0,392.0,0
163,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,399,999,465.0,868.0,6
164,2 punti sbagliato,,Jordon Varnado,missed,451,1051,795.0,644.0,3
165,2 punti sbagliato,,Payton Terrell Willis,missed,507,1107,840.0,252.0,0
166,2 punti segnato,,Derek Ogbeide,made,507,1107,840.0,252.0,0
167,3 punti sbagliato,,Jordon Varnado,missed,581,1181,900.0,924.0,7
168,2 punti segnato,,Charlie Edward Moore,made,19,1219,570.0,560.0,2
169,3 punti sbagliato,,Payton Terrell Willis,missed,50,1250,1155.0,924.0,7
170,3 punti segnato,Carl Wheatle,Charlie Edward Moore,made,79,1279,1365.0,728.0,7
171,2 punti sbagliato,,Charlie Edward Moore,missed,108,1308,615.0,280.0,0
172,2 punti segnato,,Carl Wheatle,made,130,1330,615.0,252.0,0
173,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,181,1381,420.0,840.0,6
174,3 punti sbagliato,,Charlie Edward Moore,missed,209,1409,495.0,952.0,6
175,3 punti sbagliato,,Ryan Hawkins,missed,244,1444,240.0,868.0,6
176,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,275,1475,645.0,280.0,0
177,2 punti segnato,,Charlie Edward Moore,made,312,1512,735.0,308.0,0
178,2 punti segnato,,Charlie Edward Moore,made,341,1541,705.0,644.0,2
179,2 punti sbagliato,,Carl Wheatle,missed,394,1594,1110.0,364.0,4
180,2 punti sbagliato,,Payton Terrell Willis,missed,414,1614,495.0,448.0,2
181,2 punti sbagliato,,Charlie Edward Moore,missed,434,1634,885.0,252.0,0
182,2 punti sbagliato,,Derek Ogbeide,missed,434,1634,855.0,588.0,3
183,3 punti segnato,Derek Ogbeide,Charlie Edward Moore,made,466,1666,1185.0,840.0,7
184,2 punti segnato,,Lorenzo Saccaggi,made,510,1710,855.0,308.0,0
185,3 punti sbagliato,,Carl Wheatle,missed,572,1772,105.0,616.0,6
186,2 punti segnato,Gianluca Della Rosa,Ryan Hawkins,made,37,1837,690.0,420.0,2
187,2 punti segnato,Lorenzo Saccaggi,Jordon Varnado,made,75,1875,1155.0,420.0,3
188,3 punti segnato,Gianluca Della Rosa,Jordon Varnado,made,91,1891,1110.0,840.0,7
189,3 punti sbagliato,,Payton Terrell Willis,missed,116,1916,285.0,868.0,6
190,2 punti sbagliato,,Lorenzo Saccaggi,missed,153,1953,585.0,616.0,2
191,2 punti sbagliato,,Jordon Varnado,missed,183,1983,510.0,280.0,1
192,3 punti sbagliato,,Gianluca Della Rosa,missed,199,1999,195.0,868.0,6
193,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,266,2066,525.0,364.0,2
194,3 punti sbagliato,,Charlie Edward Moore,missed,293,2093,570.0,1008.0,6
195,3 punti segnato,Ryan Hawkins,Jordon Varnado,made,327,2127,1275.0,812.0,7
196,3 punti sbagliato,,Jordon Varnado,missed,367,2167,120.0,616.0,6
197,2 punti segnato,,Charlie Edward Moore,made,396,2196,765.0,476.0,3
198,2 punti segnato,,Charlie Edward Moore,made,430,2230,780.0,420.0,3
199,2 punti sbagliato,,Charlie Edward Moore,missed,455,2255,735.0,728.0,2
200,2 punti segnato,,Jordon Varnado,made,486,2286,840.0,420.0,3
201,2 punti sbagliato,,Ryan Hawkins,missed,520,2320,1095.0,672.0,3
202,2 punti segnato,,Ryan Hawkins,made,551,2351,660.0,364.0,0
203,3 punti sbagliato,,Payton Terrell Willis,missed,49,49,795.0,868.0,7
204,3 punti sbagliato,,Ryan Hawkins,missed,116,116,210.0,616.0,6
205,3 punti sbagliato,,Ryan Hawkins,missed,145,145,705.0,896.0,6
206,3 punti segnato,,Carl Wheatle,made,177,177,960.0,840.0,7
207,2 punti segnato,,Payton Terrell Willis,made,197,197,690.0,196.0,0
208,3 punti sbagliato,,Ryan Hawkins,missed,218,218,1455.0,112.0,8
209,2 punti sbagliato,,Charlie Edward Moore,missed,218,218,1455.0,112.0,8
210,3 punti sbagliato,,Charlie Edward Moore,missed,250,250,1485.0,252.0,8
211,2 punti segnato,,Jordon Varnado,made,361,361,990.0,364.0,3
212,2 punti sbagliato,,Jordon Varnado,missed,440,440,1260.0,420.0,4
213,2 punti sbagliato,,Charlie Edward Moore,missed,463,463,570.0,364.0,2
214,3 punti segnato,Jordon Varnado,Charlie Edward Moore,made,470,470,1440.0,420.0,8
215,2 punti segnato,,Derek Ogbeide,made,497,497,915.0,308.0,0
216,2 punti sbagliato,,Angelo Del Chiaro,missed,537,537,1095.0,392.0,3
217,3 punti sbagliato,,Jordon Varnado,missed,597,597,45.0,112.0,5
218,2 punti sbagliato,,Angelo Del Chiaro,missed,56,656,705.0,420.0,2
219,3 punti sbagliato,,Gianluca Della Rosa,missed,71,671,1425.0,476.0,8
220,2 punti segnato,Lorenzo Saccaggi,Angelo Del Chiaro,made,71,671,915.0,196.0,0
221,3 punti sbagliato,,Gianluca Della Rosa,missed,152,752,225.0,672.0,6
222,2 punti segnato,,Ryan Hawkins,made,153,753,390.0,392.0,2
223,2 punti segnato,,Jordon Varnado,made,244,844,420.0,140.0,1
224,2 punti segnato,,Payton Terrell Willis,made,290,890,765.0,392.0,0
225,3 punti segnato,Ryan Hawkins,Payton Terrell Willis,made,325,925,45.0,140.0,5
226,3 punti sbagliato,,Charlie Edward Moore,missed,363,963,420.0,812.0,6
227,2 punti sbagliato,,Derek Ogbeide,missed,397,997,735.0,196.0,0
228,3 punti segnato,Carl Wheatle,Payton Terrell Willis,made,448,1048,675.0,896.0,6
229,3 punti sbagliato,,Charlie Edward Moore,missed,484,1084,1305.0,700.0,7
230,2 punti sbagliato,,Carl Wheatle,missed,512,1112,420.0,308.0,1
231,2 punti segnato,,Jordon Varnado,made,35,1235,795.0,420.0,3
232,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,101,1301,615.0,896.0,6
233,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,129,1329,705.0,224.0,0
234,2 punti segnato,Jordon Varnado,Derek Ogbeide,made,207,1407,735.0,140.0,0
235,2 punti sbagliato,,Jordon Varnado,missed,257,1457,480.0,280.0,1
236,2 punti segnato,,Payton Terrell Willis,made,297,1497,1035.0,476.0,3
237,2 punti segnato,,Charlie Edward Moore,made,380,1580,975.0,196.0,0
238,2 punti sbagliato,,Charlie Edward Moore,missed,415,1615,495.0,476.0,2
239,3 punti sbagliato,,Ryan Hawkins,missed,499,1699,15.0,168.0,5
240,2 punti sbagliato,,Jordon Varnado,missed,541,1741,870.0,252.0,0
241,2 punti sbagliato,,Ryan Hawkins,missed,575,1775,465.0,252.0,1
242,2 punti sbagliato,,Charlie Edward Moore,missed,597,1797,825.0,364.0,0
243,3 punti sbagliato,,Payton Terrell Willis,missed,12,1812,315.0,756.0,6
244,3 punti sbagliato,,Carl Wheatle,missed,139,1939,1065.0,812.0,7
245,3 punti segnato,,Payton Terrell Willis,made,172,1972,750.0,896.0,6
246,3 punti sbagliato,,Payton Terrell Willis,missed,212,2012,150.0,700.0,6
247,2 punti segnato,Payton Terrell Willis,Carl Wheatle,made,229,2029,765.0,196.0,0
248,2 punti segnato,Gianluca Della Rosa,Derek Ogbeide,made,298,2098,720.0,140.0,0
249,2 punti sbagliato,,Charlie Edward Moore,missed,328,2128,810.0,224.0,0
250,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,331,2131,735.0,140.0,0
251,2 punti sbagliato,,Charlie Edward Moore,missed,358,2158,795.0,476.0,3
252,2 punti sbagliato,,Charlie Edward Moore,missed,364,2164,810.0,364.0,0
253,2 punti segnato,,Derek Ogbeide,made,364,2164,810.0,364.0,0
254,3 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,433,2233,30.0,224.0,5
255,2 punti segnato,,Carl Wheatle,made,500,2300,705.0,224.0,0
256,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,530,2330,735.0,140.0,0
257,3 punti sbagliato,,Charlie Edward Moore,missed,556,2356,540.0,840.0,6
258,2 punti sbagliato,,Jordon Varnado,missed,38,38,645.0,280.0,0
259,3 punti sbagliato,,Jordon Varnado,missed,63,63,135.0,784.0,6
260,3 punti sbagliato,,Payton Terrell Willis,missed,85,85,405.0,840.0,6
261,2 punti segnato,Charlie Edward Moore,Payton Terrell Willis,made,107,107,735.0,140.0,0
262,3 punti sbagliato,,Charlie Edward Moore,missed,143,143,675.0,952.0,6
263,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,223,223,750.0,168.0,0
264,3 punti segnato,,Charlie Edward Moore,made,288,288,420.0,840.0,6
265,3 punti sbagliato,,Charlie Edward Moore,missed,316,316,405.0,924.0,6
266,3 punti segnato,Charlie Edward Moore,Ryan Hawkins,made,344,344,315.0,784.0,6
267,2 punti segnato,,Derek Ogbeide,made,388,388,735.0,168.0,0
268,2 punti sbagliato,,Derek Ogbeide,missed,420,420,825.0,280.0,0
269,2 punti sbagliato,,Payton Terrell Willis,missed,479,479,600.0,672.0,2
270,2 punti segnato,,Charlie Edward Moore,made,534,534,900.0,308.0,0
271,2 punti segnato,,Charlie Edward Moore,made,575,575,780.0,364.0,0
272,3 punti sbagliato,,Carl Wheatle,missed,600,600,615.0,952.0,6
273,3 punti sbagliato,,Lorenzo Saccaggi,missed,16,616,285.0,868.0,6
274,2 punti sbagliato,,Jordon Varnado,missed,21,621,825.0,448.0,3
275,2 punti sbagliato,,Jordon Varnado,missed,54,654,975.0,364.0,3
276,2 punti segnato,,Angelo Del Chiaro,made,67,667,735.0,448.0,2
277,3 punti segnato,Charlie Edward Moore,Jordon Varnado,made,89,689,1185.0,924.0,7
278,3 punti segnato,,Charlie Edward Moore,made,131,731,975.0,952.0,7
279,2 punti sbagliato,,Charlie Edward Moore,missed,166,766,570.0,280.0,0
280,2 punti sbagliato,,Lorenzo Saccaggi,missed,192,792,765.0,560.0,3
281,2 punti segnato,,Charlie Edward Moore,made,212,812,900.0,336.0,0
282,3 punti segnato,Jordon Varnado,Payton Terrell Willis,made,267,867,150.0,700.0,6
283,3 punti segnato,Gianluca Della Rosa,Payton Terrell Willis,made,389,989,660.0,1008.0,6
284,2 punti sbagliato,,Derek Ogbeide,missed,471,1071,585.0,224.0,0
285,2 punti sbagliato,,Derek Ogbeide,missed,471,1071,480.0,196.0,1
286,2 punti segnato,,Payton Terrell Willis,made,544,1144,915.0,588.0,3
287,3 punti sbagliato,,Gianluca Della Rosa,missed,576,1176,825.0,1008.0,7
288,2 punti segnato,Payton Terrell Willis,Derek Ogbeide,made,37,1237,750.0,140.0,0
289,3 punti sbagliato,,Charlie Edward Moore,missed,68,1268,435.0,896.0,6
290,3 punti sbagliato,,Payton Terrell Willis,missed,118,1318,1125.0,952.0,7
291,3 punti sbagliato,,Jordon Varnado,missed,122,1322,255.0,644.0,6
292,2 punti segnato,Payton Terrell Willis,Jordon Varnado,made,146,1346,690.0,280.0,0
293,2 punti sbagliato,,Jordon Varnado,missed,171,1371,570.0,280.0,0
294,2 punti sbagliato,,Derek Ogbeide,missed,180,1380,735.0,364.0,0
295,2 punti sbagliato,,Payton Terrell Willis,missed,207,1407,750.0,420.0,2
296,3 punti sbagliato,,Payton Terrell Willis,missed,273,1473,1200.0,812.0,7
297,2 punti segnato,,Jordon Varnado,made,305,1505,915.0,224.0,0
298,3 punti segnato,,Charlie Edward Moore,made,350,1550,960.0,868.0,7
299,2 punti segnato,,Charlie Edward Moore,made,372,1572,1005.0,644.0,3
300,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,413,1613,975.0,672.0,3
301,3 punti sbagliato,,Jordon Varnado,missed,451,1651,915.0,924.0,7
302,2 punti segnato,,Charlie Edward Moore,made,475,1675,675.0,364.0,0
303,3 punti segnato,,Charlie Edward Moore,made,502,1702,720.0,924.0,6
304,3 punti sbagliato,,Charlie Edward Moore,missed,549,1749,690.0,924.0,6
305,3 punti sbagliato,,Carl Wheatle,missed,595,1795,285.0,1204.0,6
306,2 punti sbagliato,,Ryan Hawkins,missed,24,1824,735.0,476.0,2
307,3 punti segnato,,Carl Wheatle,made,95,1895,720.0,980.0,6
308,2 punti segnato,,Payton Terrell Willis,made,132,1932,720.0,616.0,2
309,3 punti sbagliato,,Payton Terrell Willis,missed,167,1967,585.0,924.0,6
310,2 punti segnato,,Carl Wheatle,made,208,2008,855.0,364.0,0
311,3 punti sbagliato,,Payton Terrell Willis,missed,250,2050,1020.0,812.0,7
312,2 punti segnato,,Jordon Varnado,made,331,2131,645.0,196.0,0
313,2 punti sbagliato,,Payton Terrell Willis,missed,397,2197,675.0,448.0,2
314,3 punti segnato,,Charlie Edward Moore,made,430,2230,450.0,868.0,6
315,2 punti sbagliato,,Payton Terrell Willis,missed,493,2293,735.0,448.0,2
316,3 punti sbagliato,,Jordon Varnado,missed,532,2332,315.0,812.0,6
317,3 punti sbagliato,,Charlie Edward Moore,missed,15,15,1155.0,812.0,7
318,2 punti segnato,,Payton Terrell Willis,made,64,64,765.0,532.0,3
319,3 punti segnato,,Payton Terrell Willis,made,102,102,690.0,896.0,6
320,3 punti sbagliato,,Payton Terrell Willis,missed,135,135,240.0,728.0,6
321,3 punti sbagliato,,Ryan Hawkins,missed,153,153,330.0,784.0,6
322,2 punti sbagliato,,Jordon Varnado,missed,178,178,870.0,532.0,3
323,2 punti sbagliato,,Derek Ogbeide,missed,209,209,480.0,392.0,2
324,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,243,243,765.0,112.0,0
325,2 punti sbagliato,,Jordon Varnado,missed,275,275,630.0,196.0,0
326,2 punti segnato,Derek Ogbeide,Jordon Varnado,made,308,308,735.0,168.0,0
327,3 punti sbagliato,,Jordon Varnado,missed,383,383,870.0,868.0,7
328,3 punti segnato,,Charlie Edward Moore,made,409,409,1005.0,868.0,7
329,2 punti segnato,,Payton Terrell Willis,made,440,440,885.0,364.0,3
330,2 punti segnato,Charlie Edward Moore,Jordon Varnado,made,468,468,1320.0,448.0,4
331,2 punti sbagliato,,Charlie Edward Moore,missed,500,500,735.0,252.0,0
332,2 punti segnato,,Charlie Edward Moore,made,500,500,735.0,252.0,0
333,2 punti segnato,,Charlie Edward Moore,made,534,534,915.0,196.0,0
334,2 punti sbagliato,,Charlie Edward Moore,missed,568,568,615.0,280.0,0
