,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
1131,2 punti segnato,Miro Bilan,Nicola Akele,made,240,240,765.0,196.0,0
1132,3 punti segnato,John Petrucelli,Kenny Gabriel,made,320,320,375.0,868.0,6
1133,3 punti segnato,C.J. Massinburg,Semaj Christon,made,352,352,705.0,868.0,6
1134,3 punti sbagliato,,C.J. Massinburg,missed,414,414,105.0,476.0,5
1135,2 punti segnato,,Miro Bilan,made,414,414,105.0,476.0,5
1136,3 punti sbagliato,,Kenny Gabriel,missed,463,463,1035.0,840.0,7
1137,3 punti sbagliato,,John Petrucelli,missed,494,494,720.0,896.0,6
1138,3 punti segnato,,Jason Burnell,made,521,521,885.0,868.0,7
1139,3 punti segnato,Jason Burnell,David Reginald Cournooh,made,578,578,690.0,868.0,6
1140,3 punti sbagliato,,John Petrucelli,missed,25,625,225.0,672.0,6
1141,2 punti segnato,,David Reginald Cournooh,made,65,665,735.0,84.0,0
1142,2 punti segnato,,David Reginald Cournooh,made,116,716,735.0,140.0,0
1143,3 punti sbagliato,,John Petrucelli,missed,165,765,1470.0,560.0,8
1144,2 punti sbagliato,,John Petrucelli,missed,179,779,645.0,504.0,2
1145,2 punti sbagliato,,Michael Cobbins,missed,190,790,780.0,476.0,3
1146,2 punti segnato,,John Petrucelli,made,190,790,780.0,476.0,3
1147,2 punti sbagliato,,Semaj Christon,missed,223,823,450.0,616.0,2
1148,2 punti sbagliato,,Miro Bilan,missed,253,853,795.0,140.0,0
1149,2 punti segnato,C.J. Massinburg,Jason Burnell,made,292,892,660.0,84.0,0
1150,3 punti segnato,Semaj Christon,C.J. Massinburg,made,347,947,1125.0,784.0,7
1151,2 punti segnato,,Jason Burnell,made,389,989,570.0,84.0,0
1152,3 punti sbagliato,,David Reginald Cournooh,missed,442,1042,855.0,896.0,7
1153,2 punti segnato,,Semaj Christon,made,466,1066,705.0,728.0,2
1154,3 punti segnato,Semaj Christon,C.J. Massinburg,made,501,1101,90.0,476.0,5
1155,3 punti sbagliato,,Semaj Christon,missed,535,1135,510.0,896.0,6
1156,3 punti sbagliato,,C.J. Massinburg,missed,555,1155,15.0,112.0,5
1157,2 punti segnato,,Miro Bilan,made,555,1155,15.0,112.0,5
1158,2 punti segnato,,Miro Bilan,made,600,1200,660.0,140.0,0
1159,2 punti sbagliato,,C.J. Massinburg,missed,46,1246,840.0,140.0,0
1160,2 punti segnato,,John Petrucelli,made,79,1279,645.0,140.0,0
1161,3 punti sbagliato,,John Petrucelli,missed,112,1312,45.0,84.0,5
1162,2 punti sbagliato,,Nicola Akele,missed,137,1337,1155.0,252.0,4
1163,3 punti segnato,Jason Burnell,C.J. Massinburg,made,201,1401,30.0,168.0,5
1164,2 punti sbagliato,,Jason Burnell,missed,277,1477,630.0,56.0,0
1165,3 punti sbagliato,,C.J. Massinburg,missed,304,1504,1245.0,700.0,7
1166,3 punti segnato,Michael Cobbins,Kenny Gabriel,made,320,1520,1455.0,196.0,8
1167,3 punti sbagliato,,Kenny Gabriel,missed,359,1559,75.0,420.0,5
1168,2 punti segnato,,David Reginald Cournooh,made,441,1641,675.0,84.0,0
1169,2 punti segnato,,Jason Burnell,made,477,1677,690.0,392.0,0
1170,2 punti segnato,,David Reginald Cournooh,made,490,1690,825.0,364.0,0
1171,2 punti sbagliato,,David Reginald Cournooh,missed,562,1762,795.0,168.0,0
1172,2 punti segnato,Michael Cobbins,Semaj Christon,made,574,1774,735.0,168.0,0
1173,3 punti sbagliato,,Jason Burnell,missed,8,1808,1455.0,308.0,8
1174,2 punti segnato,,Semaj Christon,made,77,1877,705.0,140.0,0
1175,3 punti segnato,C.J. Massinburg,David Reginald Cournooh,made,116,1916,30.0,308.0,5
1176,2 punti segnato,David Reginald Cournooh,Semaj Christon,made,161,1961,690.0,112.0,0
1177,2 punti segnato,,Michael Cobbins,made,185,1985,900.0,112.0,0
1178,3 punti sbagliato,,David Reginald Cournooh,missed,243,2043,75.0,448.0,5
1179,3 punti sbagliato,,David Reginald Cournooh,missed,282,2082,1410.0,476.0,8
1180,2 punti sbagliato,,John Petrucelli,missed,298,2098,855.0,168.0,0
1181,2 punti segnato,,Miro Bilan,made,298,2098,855.0,168.0,0
1182,3 punti segnato,David Reginald Cournooh,C.J. Massinburg,made,314,2114,1170.0,784.0,7
1183,2 punti segnato,,Miro Bilan,made,373,2173,660.0,112.0,0
1184,2 punti segnato,,David Reginald Cournooh,made,402,2202,825.0,112.0,0
1185,2 punti segnato,,David Reginald Cournooh,made,462,2262,780.0,112.0,0
1186,2 punti segnato,,Semaj Christon,made,503,2303,405.0,112.0,1
1187,2 punti sbagliato,,Semaj Christon,missed,15,15,540.0,448.0,2
1188,2 punti sbagliato,,Miro Bilan,missed,28,28,825.0,308.0,0
1189,3 punti segnato,Miro Bilan,Nicola Akele,made,50,50,60.0,336.0,5
1190,3 punti sbagliato,,Nicola Akele,missed,102,102,45.0,280.0,5
1191,3 punti segnato,,Amedeo Della Valle,made,125,125,1365.0,476.0,8
1192,2 punti sbagliato,,Semaj Christon,missed,190,190,900.0,280.0,0
1193,2 punti segnato,Semaj Christon,John Petrucelli,made,214,214,825.0,196.0,0
1194,3 punti segnato,,Amedeo Della Valle,made,238,238,1125.0,784.0,7
1195,2 punti sbagliato,,Miro Bilan,missed,278,278,810.0,252.0,0
1196,3 punti sbagliato,,John Petrucelli,missed,295,295,180.0,672.0,6
1197,2 punti segnato,Semaj Christon,Miro Bilan,made,306,306,765.0,168.0,0
1198,2 punti segnato,Semaj Christon,Michael Cobbins,made,363,363,750.0,140.0,0
1199,3 punti sbagliato,,Kenny Gabriel,missed,499,499,240.0,756.0,6
1200,2 punti segnato,,David Reginald Cournooh,made,551,551,675.0,224.0,0
1201,2 punti sbagliato,,Jason Burnell,missed,41,641,600.0,280.0,0
1202,3 punti segnato,,Kenny Gabriel,made,54,654,165.0,644.0,6
1203,3 punti segnato,John Petrucelli,Kenny Gabriel,made,79,679,45.0,196.0,5
1204,2 punti sbagliato,,Miro Bilan,missed,90,690,495.0,448.0,2
1205,2 punti segnato,John Petrucelli,Jason Burnell,made,174,774,735.0,140.0,0
1206,3 punti sbagliato,,Kenny Gabriel,missed,240,840,1230.0,728.0,7
1207,2 punti segnato,,Miro Bilan,made,240,840,1230.0,728.0,7
1208,2 punti sbagliato,,Semaj Christon,missed,270,870,825.0,224.0,0
1209,2 punti segnato,,Miro Bilan,made,275,875,705.0,224.0,0
1210,2 punti sbagliato,,John Petrucelli,missed,324,924,885.0,252.0,0
1211,2 punti sbagliato,,Miro Bilan,missed,355,955,825.0,168.0,0
1212,2 punti segnato,Semaj Christon,Miro Bilan,made,409,1009,720.0,448.0,2
1213,2 punti segnato,Semaj Christon,Miro Bilan,made,440,1040,765.0,168.0,0
1214,3 punti segnato,Jason Burnell,Nicola Akele,made,508,1108,1170.0,784.0,7
1215,3 punti segnato,Semaj Christon,Nicola Akele,made,552,1152,405.0,840.0,6
1216,3 punti sbagliato,,Kenny Gabriel,missed,599,1199,240.0,868.0,6
1217,3 punti sbagliato,,Amedeo Della Valle,missed,28,1228,645.0,868.0,6
1218,3 punti segnato,Miro Bilan,Semaj Christon,made,34,1234,1020.0,840.0,7
1219,2 punti segnato,John Petrucelli,Amedeo Della Valle,made,105,1305,780.0,140.0,0
1220,3 punti sbagliato,,John Petrucelli,missed,138,1338,1260.0,756.0,7
1221,3 punti sbagliato,,Amedeo Della Valle,missed,146,1346,255.0,756.0,6
1222,2 punti segnato,,Miro Bilan,made,146,1346,255.0,756.0,6
1223,3 punti sbagliato,,Amedeo Della Valle,missed,174,1374,405.0,924.0,6
1224,2 punti sbagliato,,Semaj Christon,missed,259,1459,915.0,728.0,3
1225,3 punti sbagliato,,Kenny Gabriel,missed,370,1570,1335.0,616.0,7
1226,3 punti segnato,Michael Cobbins,Kenny Gabriel,made,437,1637,60.0,140.0,5
1227,3 punti segnato,David Reginald Cournooh,Kenny Gabriel,made,485,1685,1455.0,168.0,8
1228,3 punti sbagliato,,David Reginald Cournooh,missed,531,1731,750.0,896.0,6
1229,3 punti sbagliato,,David Reginald Cournooh,missed,596,1796,690.0,952.0,6
1230,2 punti segnato,Jason Burnell,Kenny Gabriel,made,18,1818,270.0,448.0,2
1231,3 punti segnato,Jason Burnell,Kenny Gabriel,made,36,1836,285.0,728.0,6
1232,2 punti segnato,,Semaj Christon,made,76,1876,960.0,560.0,3
1233,3 punti sbagliato,,Kenny Gabriel,missed,100,1900,1200.0,784.0,7
1234,3 punti segnato,David Reginald Cournooh,Kenny Gabriel,made,114,1914,225.0,644.0,6
1235,3 punti sbagliato,,Kenny Gabriel,missed,143,1943,1140.0,784.0,7
1236,2 punti sbagliato,,Michael Cobbins,missed,208,2008,615.0,168.0,0
1237,2 punti segnato,Jason Burnell,David Reginald Cournooh,made,235,2035,870.0,196.0,0
1238,2 punti segnato,,John Petrucelli,made,252,2052,765.0,168.0,0
1239,3 punti sbagliato,,John Petrucelli,missed,273,2073,1425.0,504.0,8
1240,2 punti sbagliato,,Jason Burnell,missed,313,2113,405.0,140.0,1
1241,2 punti segnato,,John Petrucelli,made,329,2129,765.0,140.0,0
1242,2 punti sbagliato,,Michael Cobbins,missed,374,2174,525.0,392.0,2
1243,2 punti sbagliato,,Nicolas Tanfoglio,missed,408,2208,885.0,196.0,0
1244,3 punti sbagliato,,Nicolas Tanfoglio,missed,508,2308,60.0,140.0,5
1245,3 punti sbagliato,,Nicolas Tanfoglio,missed,522,2322,1155.0,868.0,7
1246,2 punti sbagliato,,Matteo Porto,missed,571,2371,960.0,504.0,3
1247,3 punti sbagliato,,Matteo Porto,missed,586,2386,1260.0,728.0,7
1248,2 punti segnato,,Nicola Akele,made,19,19,675.0,476.0,2
1249,2 punti sbagliato,,Nicola Akele,missed,57,57,855.0,280.0,0
1250,2 punti segnato,Semaj Christon,Miro Bilan,made,66,66,720.0,140.0,0
1251,2 punti sbagliato,,John Petrucelli,missed,126,126,945.0,280.0,0
1252,2 punti sbagliato,,Miro Bilan,missed,154,154,705.0,336.0,0
1253,2 punti segnato,Miro Bilan,John Petrucelli,made,169,169,720.0,140.0,0
1254,2 punti segnato,,John Petrucelli,made,212,212,945.0,252.0,0
1255,3 punti sbagliato,,Nicola Akele,missed,251,251,105.0,588.0,6
1256,2 punti segnato,,John Petrucelli,made,298,298,720.0,140.0,0
1257,2 punti segnato,Nicola Akele,Miro Bilan,made,346,346,765.0,336.0,0
1258,2 punti segnato,,Miro Bilan,made,380,380,870.0,196.0,0
1259,3 punti sbagliato,,Amedeo Della Valle,missed,422,422,750.0,1008.0,6
1260,3 punti sbagliato,,John Petrucelli,missed,457,457,840.0,1036.0,7
1261,2 punti segnato,,Jason Burnell,made,490,490,735.0,476.0,2
1262,3 punti segnato,Jason Burnell,David Reginald Cournooh,made,518,518,1125.0,924.0,7
1263,2 punti segnato,,Jason Burnell,made,38,638,915.0,392.0,3
1264,3 punti segnato,David Reginald Cournooh,Kenny Gabriel,made,81,681,300.0,924.0,6
1265,2 punti sbagliato,,Jason Burnell,missed,178,778,765.0,448.0,3
1266,2 punti segnato,,C.J. Massinburg,made,197,797,675.0,448.0,2
1267,2 punti segnato,,Semaj Christon,made,216,816,855.0,224.0,0
1268,2 punti sbagliato,,Jason Burnell,missed,242,842,540.0,308.0,2
1269,2 punti segnato,Semaj Christon,Nicola Akele,made,301,901,735.0,140.0,0
1270,2 punti segnato,,John Petrucelli,made,353,953,825.0,168.0,0
1271,2 punti segnato,Miro Bilan,Nicola Akele,made,414,1014,825.0,196.0,0
1272,2 punti sbagliato,,Miro Bilan,missed,506,1106,840.0,224.0,0
1273,2 punti sbagliato,,David Reginald Cournooh,missed,534,1134,1005.0,644.0,3
1274,2 punti segnato,Michael Cobbins,John Petrucelli,made,564,1164,705.0,280.0,0
1275,2 punti segnato,Semaj Christon,Miro Bilan,made,17,1217,975.0,112.0,0
1276,2 punti segnato,Semaj Christon,John Petrucelli,made,60,1260,885.0,252.0,0
1277,2 punti segnato,,Semaj Christon,made,83,1283,660.0,364.0,0
1278,2 punti segnato,John Petrucelli,Nicola Akele,made,128,1328,660.0,168.0,0
1279,3 punti sbagliato,,Nicola Akele,missed,169,1369,1485.0,280.0,8
1280,3 punti segnato,John Petrucelli,Semaj Christon,made,235,1435,405.0,756.0,6
1281,2 punti segnato,Semaj Christon,Miro Bilan,made,260,1460,975.0,140.0,0
1282,2 punti segnato,,John Petrucelli,made,282,1482,945.0,168.0,0
1283,3 punti sbagliato,,John Petrucelli,missed,316,1516,1395.0,672.0,7
1284,2 punti segnato,,C.J. Massinburg,made,374,1574,1185.0,168.0,4
1285,3 punti sbagliato,,Kenny Gabriel,missed,405,1605,1365.0,700.0,7
1286,2 punti sbagliato,,John Petrucelli,missed,444,1644,990.0,308.0,3
1287,3 punti sbagliato,,John Petrucelli,missed,455,1655,1320.0,840.0,7
1288,2 punti segnato,,John Petrucelli,made,460,1660,570.0,196.0,0
1289,2 punti segnato,,John Petrucelli,made,510,1710,945.0,364.0,3
1290,2 punti segnato,John Petrucelli,Jason Burnell,made,545,1745,975.0,196.0,0
1291,3 punti sbagliato,,John Petrucelli,missed,569,1769,1440.0,560.0,7
1292,2 punti sbagliato,,Jason Burnell,missed,574,1774,885.0,364.0,3
1293,2 punti segnato,,C.J. Massinburg,made,87,1887,570.0,196.0,0
1294,2 punti sbagliato,,Semaj Christon,missed,122,1922,1005.0,476.0,3
1295,3 punti sbagliato,,C.J. Massinburg,missed,145,1945,330.0,924.0,6
1296,3 punti sbagliato,,C.J. Massinburg,missed,224,2024,1275.0,980.0,7
1297,2 punti segnato,Semaj Christon,Jason Burnell,made,257,2057,825.0,336.0,0
1298,3 punti sbagliato,,Semaj Christon,missed,289,2089,1035.0,980.0,7
1299,2 punti segnato,Jason Burnell,Miro Bilan,made,321,2121,975.0,140.0,0
1300,3 punti sbagliato,,C.J. Massinburg,missed,438,2238,615.0,980.0,6
1301,2 punti sbagliato,,C.J. Massinburg,missed,459,2259,450.0,252.0,1
1302,3 punti sbagliato,,Kenny Gabriel,missed,473,2273,75.0,364.0,5
1303,3 punti sbagliato,,C.J. Massinburg,missed,499,2299,1140.0,784.0,7
1304,2 punti segnato,,Jason Burnell,made,531,2331,945.0,168.0,0
1305,2 punti segnato,,Semaj Christon,made,554,2354,780.0,336.0,0
1306,2 punti segnato,,C.J. Massinburg,made,585,2385,675.0,168.0,0
1307,3 punti sbagliato,,Kenny Gabriel,missed,64,64,1380.0,532.0,7
1308,3 punti segnato,,Amedeo Della Valle,made,69,69,60.0,420.0,5
1309,3 punti segnato,,Amedeo Della Valle,made,117,117,375.0,896.0,6
1310,2 punti sbagliato,,Semaj Christon,missed,162,162,660.0,672.0,2
1311,3 punti segnato,Semaj Christon,John Petrucelli,made,236,236,210.0,672.0,6
1312,2 punti segnato,,Miro Bilan,made,300,300,750.0,196.0,0
1313,3 punti sbagliato,,Kenny Gabriel,missed,331,331,1440.0,168.0,8
1314,3 punti sbagliato,,Amedeo Della Valle,missed,355,355,165.0,560.0,6
1315,2 punti segnato,,Miro Bilan,made,358,358,705.0,196.0,0
1316,2 punti sbagliato,,Amedeo Della Valle,missed,383,383,780.0,588.0,3
1317,3 punti sbagliato,,John Petrucelli,missed,408,408,1425.0,420.0,8
1318,3 punti segnato,Jason Burnell,David Reginald Cournooh,made,454,454,345.0,784.0,6
1319,2 punti sbagliato,,Amedeo Della Valle,missed,483,483,510.0,504.0,2
1320,2 punti segnato,Amedeo Della Valle,David Reginald Cournooh,made,498,498,735.0,224.0,0
1321,2 punti segnato,,C.J. Massinburg,made,537,537,870.0,252.0,0
1322,2 punti sbagliato,,Miro Bilan,missed,546,546,765.0,364.0,0
1323,3 punti sbagliato,,Nicola Akele,missed,589,589,300.0,728.0,6
1324,2 punti sbagliato,,C.J. Massinburg,missed,15,615,675.0,196.0,0
1325,3 punti segnato,David Reginald Cournooh,John Petrucelli,made,59,659,1440.0,168.0,8
1326,2 punti sbagliato,,Nicola Akele,missed,120,720,825.0,420.0,3
1327,2 punti segnato,,Jason Burnell,made,145,745,1170.0,196.0,4
1328,2 punti segnato,,John Petrucelli,made,170,770,720.0,280.0,0
1329,2 punti segnato,David Reginald Cournooh,Jason Burnell,made,204,804,1005.0,392.0,3
1330,2 punti sbagliato,,Nicola Akele,missed,244,844,795.0,280.0,0
1331,3 punti sbagliato,,John Petrucelli,missed,287,887,735.0,924.0,6
1332,2 punti segnato,,Semaj Christon,made,302,902,675.0,588.0,2
1333,2 punti segnato,,John Petrucelli,made,354,954,780.0,196.0,0
1334,2 punti sbagliato,,Amedeo Della Valle,missed,380,980,1170.0,392.0,4
1335,3 punti sbagliato,,John Petrucelli,missed,380,980,135.0,560.0,6
1336,3 punti segnato,Semaj Christon,Kenny Gabriel,made,380,980,840.0,896.0,7
1337,2 punti segnato,,Semaj Christon,made,510,1110,780.0,224.0,0
1338,3 punti sbagliato,,Kenny Gabriel,missed,578,1178,1290.0,700.0,7
1339,3 punti sbagliato,,John Petrucelli,missed,29,1229,1470.0,112.0,8
1340,3 punti sbagliato,,Kenny Gabriel,missed,51,1251,1365.0,588.0,7
1341,2 punti sbagliato,,Semaj Christon,missed,99,1299,810.0,168.0,0
1342,2 punti segnato,,Miro Bilan,made,99,1299,810.0,168.0,0
1343,2 punti sbagliato,,Semaj Christon,missed,149,1349,825.0,644.0,3
1344,3 punti sbagliato,,John Petrucelli,missed,181,1381,1470.0,252.0,8
1345,2 punti segnato,Amedeo Della Valle,Semaj Christon,made,223,1423,735.0,140.0,0
1346,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,262,1462,585.0,308.0,0
1347,2 punti sbagliato,,Miro Bilan,missed,287,1487,795.0,168.0,0
1348,2 punti sbagliato,,Miro Bilan,missed,287,1487,825.0,168.0,0
1349,3 punti segnato,Amedeo Della Valle,C.J. Massinburg,made,334,1534,1425.0,364.0,8
1350,3 punti segnato,,Amedeo Della Valle,made,399,1599,705.0,868.0,6
1351,2 punti sbagliato,,Jason Burnell,missed,444,1644,1065.0,336.0,4
1352,3 punti segnato,Jason Burnell,Amedeo Della Valle,made,451,1651,1275.0,700.0,7
1353,3 punti segnato,Amedeo Della Valle,David Reginald Cournooh,made,481,1681,1440.0,476.0,8
1354,3 punti sbagliato,,Amedeo Della Valle,missed,511,1711,540.0,868.0,6
1355,3 punti sbagliato,,C.J. Massinburg,missed,548,1748,870.0,840.0,7
1356,3 punti sbagliato,,David Reginald Cournooh,missed,598,1798,1155.0,812.0,7
1357,2 punti sbagliato,,John Petrucelli,missed,21,1821,750.0,616.0,2
1358,3 punti sbagliato,,Jason Burnell,missed,59,1859,1440.0,84.0,8
1359,3 punti sbagliato,,Jason Burnell,missed,131,1931,495.0,812.0,6
1360,2 punti segnato,,Miro Bilan,made,131,1931,495.0,812.0,6
1361,3 punti sbagliato,,Jason Burnell,missed,173,1973,1305.0,672.0,7
1362,2 punti sbagliato,,Jason Burnell,missed,204,2004,855.0,448.0,3
1363,3 punti segnato,C.J. Massinburg,Amedeo Della Valle,made,243,2043,300.0,728.0,6
1364,2 punti segnato,C.J. Massinburg,John Petrucelli,made,277,2077,765.0,140.0,0
1365,3 punti sbagliato,,Jason Burnell,missed,320,2120,1470.0,196.0,8
1366,2 punti segnato,,Semaj Christon,made,348,2148,720.0,168.0,0
1367,2 punti segnato,,Amedeo Della Valle,made,363,2163,615.0,280.0,0
1368,3 punti sbagliato,,John Petrucelli,missed,405,2205,225.0,616.0,6
1369,2 punti sbagliato,,Semaj Christon,missed,419,2219,885.0,336.0,0
1370,3 punti segnato,,Amedeo Della Valle,made,429,2229,390.0,756.0,6
1371,3 punti sbagliato,,Semaj Christon,missed,499,2299,1125.0,756.0,7
1372,2 punti segnato,Miro Bilan,Semaj Christon,made,521,2321,735.0,224.0,0
1373,3 punti segnato,Miro Bilan,Semaj Christon,made,545,2345,1470.0,336.0,8
1374,3 punti sbagliato,,C.J. Massinburg,missed,582,2382,135.0,504.0,5
1375,3 punti sbagliato,,Kenny Gabriel,missed,11,11,270.0,812.0,6
1376,2 punti segnato,Amedeo Della Valle,John Petrucelli,made,66,66,870.0,140.0,0
1377,2 punti segnato,,Semaj Christon,made,97,97,765.0,476.0,3
1378,2 punti sbagliato,,Amedeo Della Valle,missed,122,122,510.0,392.0,2
1379,2 punti segnato,Semaj Christon,Kenny Gabriel,made,191,191,945.0,196.0,0
1380,3 punti segnato,,Semaj Christon,made,250,250,1455.0,280.0,8
1381,2 punti segnato,,Miro Bilan,made,285,285,825.0,140.0,0
1382,2 punti sbagliato,,Semaj Christon,missed,319,319,855.0,336.0,0
1383,2 punti segnato,,John Petrucelli,made,354,354,975.0,168.0,0
1384,3 punti sbagliato,,Amedeo Della Valle,missed,386,386,315.0,1036.0,6
1385,2 punti segnato,Miro Bilan,C.J. Massinburg,made,499,499,720.0,336.0,0
1386,2 punti sbagliato,,Jason Burnell,missed,535,535,810.0,168.0,0
1387,3 punti segnato,C.J. Massinburg,David Reginald Cournooh,made,588,588,135.0,588.0,6
1388,2 punti segnato,Jason Burnell,David Reginald Cournooh,made,37,637,645.0,532.0,2
1389,2 punti sbagliato,,C.J. Massinburg,missed,65,665,525.0,140.0,0
1390,3 punti segnato,Jason Burnell,Nicola Akele,made,99,699,1200.0,728.0,7
1391,2 punti segnato,,Jason Burnell,made,132,732,885.0,140.0,0
1392,2 punti segnato,,Nicola Akele,made,156,756,975.0,168.0,0
1393,2 punti segnato,Jason Burnell,Nicola Akele,made,205,805,885.0,140.0,0
1394,2 punti segnato,,Semaj Christon,made,323,923,645.0,420.0,2
1395,2 punti segnato,Jason Burnell,Semaj Christon,made,369,969,555.0,224.0,0
1396,2 punti segnato,Semaj Christon,Kenny Gabriel,made,415,1015,810.0,700.0,3
1397,2 punti segnato,,Semaj Christon,made,480,1080,900.0,112.0,0
1398,3 punti segnato,C.J. Massinburg,David Reginald Cournooh,made,555,1155,1275.0,840.0,7
1399,3 punti sbagliato,,Jason Burnell,missed,598,1198,735.0,1064.0,6
1400,2 punti segnato,Semaj Christon,John Petrucelli,made,104,1304,615.0,112.0,0
1401,2 punti segnato,Miro Bilan,Semaj Christon,made,129,1329,930.0,168.0,0
1402,2 punti sbagliato,,John Petrucelli,missed,161,1361,855.0,224.0,0
1403,2 punti sbagliato,,John Petrucelli,missed,161,1361,855.0,224.0,0
1404,2 punti sbagliato,,John Petrucelli,missed,161,1361,855.0,224.0,0
1405,2 punti sbagliato,,Kenny Gabriel,missed,161,1361,855.0,224.0,0
1406,2 punti segnato,,Amedeo Della Valle,made,196,1396,1125.0,588.0,3
1407,2 punti segnato,,Miro Bilan,made,229,1429,840.0,196.0,0
1408,3 punti sbagliato,,John Petrucelli,missed,265,1465,1425.0,532.0,8
1409,2 punti segnato,Amedeo Della Valle,Kenny Gabriel,made,270,1470,750.0,532.0,2
1410,3 punti sbagliato,,Kenny Gabriel,missed,306,1506,60.0,112.0,5
1411,3 punti sbagliato,,Amedeo Della Valle,missed,314,1514,120.0,616.0,6
1412,2 punti segnato,Kenny Gabriel,Miro Bilan,made,334,1534,915.0,196.0,0
1413,2 punti segnato,Amedeo Della Valle,Kenny Gabriel,made,389,1589,945.0,224.0,0
1414,2 punti sbagliato,,C.J. Massinburg,missed,435,1635,780.0,364.0,0
1415,2 punti segnato,,Nicola Akele,made,475,1675,570.0,140.0,0
1416,2 punti segnato,,Amedeo Della Valle,made,514,1714,720.0,196.0,0
1417,3 punti segnato,Jason Burnell,C.J. Massinburg,made,538,1738,855.0,924.0,7
1418,3 punti segnato,Jason Burnell,C.J. Massinburg,made,565,1765,1455.0,392.0,8
1419,3 punti sbagliato,,Amedeo Della Valle,missed,598,1798,1095.0,840.0,7
1420,2 punti sbagliato,,C.J. Massinburg,missed,598,1798,1095.0,840.0,7
1421,2 punti sbagliato,,C.J. Massinburg,missed,598,1798,1095.0,840.0,7
1422,3 punti sbagliato,,Kenny Gabriel,missed,35,1835,1155.0,840.0,7
1423,2 punti segnato,,Semaj Christon,made,56,1856,570.0,140.0,0
1424,3 punti sbagliato,,Kenny Gabriel,missed,96,1896,90.0,448.0,5
1425,2 punti sbagliato,,Nicola Akele,missed,101,1901,870.0,224.0,0
1426,2 punti sbagliato,,Semaj Christon,missed,133,1933,345.0,504.0,2
1427,2 punti segnato,,Jason Burnell,made,133,1933,345.0,504.0,2
1428,2 punti segnato,,C.J. Massinburg,made,213,2013,810.0,224.0,0
1429,3 punti sbagliato,,Amedeo Della Valle,missed,260,2060,1095.0,896.0,7
1430,2 punti segnato,,Nicola Akele,made,336,2136,720.0,252.0,0
1431,2 punti sbagliato,,Semaj Christon,missed,374,2174,660.0,700.0,2
1432,2 punti sbagliato,,Miro Bilan,missed,392,2192,585.0,168.0,0
1433,3 punti sbagliato,,C.J. Massinburg,missed,392,2192,195.0,644.0,6
1434,2 punti sbagliato,,Semaj Christon,missed,426,2226,585.0,700.0,2
1435,3 punti sbagliato,,Amedeo Della Valle,missed,511,2311,135.0,504.0,5
1436,3 punti segnato,Semaj Christon,C.J. Massinburg,made,543,2343,720.0,924.0,6
1437,2 punti sbagliato,,Semaj Christon,missed,588,2388,735.0,616.0,2
1438,2 punti sbagliato,,Jason Burnell,missed,350,2450,495.0,168.0,1
1439,2 punti segnato,David Reginald Cournooh,C.J. Massinburg,made,372,2472,780.0,168.0,0
1440,2 punti sbagliato,,Miro Bilan,missed,413,2513,795.0,308.0,0
1441,2 punti segnato,,C.J. Massinburg,made,515,2615,750.0,84.0,0
1442,3 punti sbagliato,,David Reginald Cournooh,missed,546,2646,105.0,504.0,5
1443,3 punti sbagliato,,C.J. Massinburg,missed,552,2652,75.0,504.0,5
1444,3 punti segnato,Nicola Akele,C.J. Massinburg,made,579,2679,60.0,224.0,5
1445,3 punti sbagliato,,C.J. Massinburg,missed,589,2689,1470.0,140.0,8
1446,3 punti sbagliato,,David Reginald Cournooh,missed,591,2691,690.0,1288.0,6
1447,2 punti sbagliato,,Amedeo Della Valle,missed,37,37,510.0,420.0,2
1448,2 punti sbagliato,,Miro Bilan,missed,37,37,510.0,420.0,2
1449,3 punti segnato,,John Petrucelli,made,73,73,285.0,756.0,6
1450,2 punti segnato,,Jason Burnell,made,91,91,765.0,168.0,0
1451,3 punti sbagliato,,John Petrucelli,missed,131,131,900.0,868.0,7
1452,2 punti sbagliato,,John Petrucelli,missed,136,136,465.0,476.0,2
1453,2 punti sbagliato,,Semaj Christon,missed,186,186,495.0,616.0,2
1454,3 punti segnato,Jason Burnell,Semaj Christon,made,220,220,1005.0,840.0,7
1455,3 punti segnato,Amedeo Della Valle,Semaj Christon,made,256,256,405.0,812.0,6
1456,2 punti segnato,,Jason Burnell,made,285,285,1005.0,336.0,3
1457,2 punti segnato,,John Petrucelli,made,319,319,675.0,224.0,0
1458,3 punti sbagliato,,Semaj Christon,missed,349,349,705.0,896.0,6
1459,2 punti segnato,Semaj Christon,John Petrucelli,made,352,352,810.0,196.0,0
1460,2 punti sbagliato,,Jason Burnell,missed,381,381,690.0,644.0,2
1461,2 punti sbagliato,,Miro Bilan,missed,385,385,660.0,336.0,0
1462,3 punti segnato,Amedeo Della Valle,John Petrucelli,made,415,415,450.0,924.0,6
1463,2 punti sbagliato,,Jason Burnell,missed,458,458,450.0,252.0,1
1464,2 punti sbagliato,,Amedeo Della Valle,missed,481,481,615.0,476.0,2
1465,2 punti segnato,,Miro Bilan,made,485,485,720.0,280.0,0
1466,2 punti sbagliato,,Miro Bilan,missed,590,590,780.0,308.0,0
1467,3 punti sbagliato,,Kenny Gabriel,missed,17,617,90.0,476.0,5
1468,3 punti segnato,,David Reginald Cournooh,made,96,696,1080.0,840.0,7
