,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
789,3 punti sbagliato,,John Petrucelli,missed,597,2397,1365.0,560.0,7
790,2 punti sbagliato,,Amedeo Della Valle,missed,31,31,360.0,336.0,1
791,3 punti segnato,Semaj Christon,Kenny Gabriel,made,61,61,270.0,756.0,6
792,2 punti sbagliato,,Miro Bilan,missed,103,103,960.0,224.0,0
793,2 punti segnato,,Semaj Christon,made,174,174,480.0,420.0,2
794,2 punti sbagliato,,John Petrucelli,missed,219,219,510.0,504.0,2
795,2 punti sbagliato,,Miro Bilan,missed,267,267,495.0,364.0,2
796,2 punti sbagliato,,Miro Bilan,missed,296,296,615.0,140.0,0
797,2 punti sbagliato,,Miro Bilan,missed,323,323,780.0,196.0,0
798,2 punti sbagliato,,John Petrucelli,missed,352,352,690.0,252.0,0
799,2 punti segnato,,John Petrucelli,made,357,357,690.0,196.0,0
800,2 punti segnato,,Semaj Christon,made,398,398,750.0,224.0,0
801,2 punti segnato,,Semaj Christon,made,445,445,870.0,700.0,3
802,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,483,483,1155.0,728.0,7
803,2 punti sbagliato,,Semaj Christon,missed,517,517,930.0,140.0,0
804,2 punti sbagliato,,Semaj Christon,missed,547,547,750.0,308.0,0
805,2 punti sbagliato,,Semaj Christon,missed,547,547,750.0,308.0,0
806,2 punti sbagliato,,Amedeo Della Valle,missed,587,587,705.0,196.0,0
807,3 punti sbagliato,,Jason Burnell,missed,15,615,1440.0,140.0,8
808,2 punti sbagliato,,David Reginald Cournooh,missed,43,643,630.0,504.0,2
809,3 punti segnato,David Reginald Cournooh,C.J. Massinburg,made,147,747,1110.0,812.0,7
810,2 punti sbagliato,,C.J. Massinburg,missed,196,796,735.0,308.0,0
811,2 punti segnato,Jason Burnell,Miro Bilan,made,227,827,780.0,196.0,0
812,2 punti sbagliato,,C.J. Massinburg,missed,267,867,705.0,196.0,0
813,2 punti sbagliato,,Jason Burnell,missed,267,867,1155.0,252.0,4
814,3 punti sbagliato,,Nicola Akele,missed,335,935,1275.0,700.0,7
815,2 punti sbagliato,,Semaj Christon,missed,343,943,840.0,196.0,0
816,2 punti segnato,,Miro Bilan,made,343,943,840.0,196.0,0
817,3 punti sbagliato,,Kenny Gabriel,missed,412,1012,330.0,784.0,6
818,2 punti segnato,,John Petrucelli,made,419,1019,735.0,252.0,0
819,2 punti segnato,Miro Bilan,Amedeo Della Valle,made,538,1138,330.0,140.0,1
820,2 punti sbagliato,,Miro Bilan,missed,38,1238,780.0,196.0,0
821,2 punti sbagliato,,Miro Bilan,missed,42,1242,795.0,196.0,0
822,2 punti sbagliato,,Semaj Christon,missed,81,1281,840.0,700.0,3
823,3 punti sbagliato,,Amedeo Della Valle,missed,143,1343,645.0,868.0,6
824,2 punti segnato,,Semaj Christon,made,172,1372,975.0,448.0,3
825,3 punti sbagliato,,Kenny Gabriel,missed,220,1420,510.0,840.0,6
826,2 punti sbagliato,,Nicola Akele,missed,287,1487,720.0,168.0,0
827,3 punti sbagliato,,Amedeo Della Valle,missed,303,1503,390.0,756.0,6
828,2 punti segnato,,Semaj Christon,made,330,1530,750.0,448.0,2
829,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,359,1559,705.0,196.0,0
830,2 punti segnato,Semaj Christon,Jason Burnell,made,378,1578,765.0,252.0,0
831,3 punti sbagliato,,Jason Burnell,missed,460,1660,240.0,672.0,6
832,2 punti segnato,Semaj Christon,Jason Burnell,made,525,1725,705.0,224.0,0
833,2 punti sbagliato,,John Petrucelli,missed,551,1751,945.0,280.0,0
834,3 punti sbagliato,,C.J. Massinburg,missed,563,1763,615.0,868.0,6
835,3 punti sbagliato,,Semaj Christon,missed,598,1798,1095.0,588.0,3
836,2 punti segnato,,C.J. Massinburg,made,18,1818,1020.0,560.0,3
837,3 punti sbagliato,,John Petrucelli,missed,54,1854,390.0,784.0,6
838,2 punti sbagliato,,David Reginald Cournooh,missed,92,1892,1005.0,448.0,3
839,2 punti sbagliato,,John Petrucelli,missed,138,1938,735.0,196.0,0
840,2 punti segnato,,David Reginald Cournooh,made,176,1976,975.0,280.0,4
841,2 punti segnato,,C.J. Massinburg,made,213,2013,765.0,252.0,0
842,2 punti segnato,,C.J. Massinburg,made,257,2057,915.0,476.0,3
843,2 punti sbagliato,,Semaj Christon,missed,294,2094,855.0,196.0,0
844,2 punti segnato,Amedeo Della Valle,Semaj Christon,made,326,2126,720.0,168.0,0
845,3 punti sbagliato,,Amedeo Della Valle,missed,373,2173,735.0,868.0,6
846,3 punti segnato,,C.J. Massinburg,made,428,2228,855.0,868.0,7
847,2 punti segnato,Semaj Christon,Miro Bilan,made,460,2260,840.0,168.0,0
848,3 punti sbagliato,,Semaj Christon,missed,502,2302,1140.0,784.0,7
849,3 punti sbagliato,,Kenny Gabriel,missed,535,2335,1260.0,672.0,7
850,3 punti segnato,Amedeo Della Valle,Miro Bilan,made,569,2369,1020.0,812.0,7
851,2 punti segnato,,C.J. Massinburg,made,595,2395,795.0,168.0,0
852,3 punti sbagliato,,John Petrucelli,missed,18,18,1320.0,672.0,7
853,2 punti segnato,,Semaj Christon,made,55,55,885.0,224.0,0
854,2 punti sbagliato,,Amedeo Della Valle,missed,95,95,765.0,280.0,0
855,2 punti segnato,,Miro Bilan,made,100,100,630.0,308.0,0
856,2 punti segnato,Semaj Christon,Miro Bilan,made,138,138,735.0,392.0,0
857,3 punti segnato,Semaj Christon,John Petrucelli,made,199,199,225.0,812.0,6
858,2 punti sbagliato,,Nicola Akele,missed,249,249,675.0,644.0,2
859,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,272,272,795.0,392.0,0
860,2 punti segnato,,Semaj Christon,made,311,311,690.0,420.0,2
861,2 punti segnato,,Amedeo Della Valle,made,336,336,645.0,392.0,2
862,2 punti segnato,,Amedeo Della Valle,made,382,382,570.0,140.0,0
863,3 punti sbagliato,,Jason Burnell,missed,466,466,75.0,504.0,5
864,3 punti sbagliato,,Amedeo Della Valle,missed,494,494,1110.0,868.0,7
865,3 punti sbagliato,,Kenny Gabriel,missed,530,530,1425.0,448.0,8
866,2 punti segnato,Semaj Christon,Miro Bilan,made,553,553,735.0,336.0,0
867,3 punti sbagliato,,David Reginald Cournooh,missed,600,600,300.0,980.0,6
868,2 punti sbagliato,,C.J. Massinburg,missed,67,667,840.0,336.0,0
869,3 punti sbagliato,,David Reginald Cournooh,missed,89,689,60.0,364.0,5
870,2 punti segnato,David Reginald Cournooh,Jason Burnell,made,114,714,1095.0,224.0,4
871,3 punti segnato,David Reginald Cournooh,Jason Burnell,made,141,741,1050.0,896.0,7
872,2 punti segnato,,C.J. Massinburg,made,185,785,675.0,336.0,0
873,2 punti segnato,,C.J. Massinburg,made,263,863,870.0,560.0,3
874,3 punti segnato,,C.J. Massinburg,made,326,926,375.0,896.0,6
875,3 punti sbagliato,,C.J. Massinburg,missed,359,959,495.0,952.0,6
876,3 punti sbagliato,,Amedeo Della Valle,missed,421,1021,255.0,784.0,6
877,2 punti segnato,Miro Bilan,John Petrucelli,made,427,1027,600.0,280.0,0
878,2 punti segnato,,Semaj Christon,made,460,1060,555.0,560.0,2
879,2 punti sbagliato,,Miro Bilan,missed,531,1131,540.0,168.0,0
880,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,17,1217,495.0,924.0,6
881,2 punti sbagliato,,John Petrucelli,missed,63,1263,615.0,448.0,2
882,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,95,1295,675.0,196.0,0
883,3 punti sbagliato,,John Petrucelli,missed,138,1338,690.0,980.0,6
884,2 punti segnato,Semaj Christon,Miro Bilan,made,175,1375,810.0,168.0,0
885,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,218,1418,735.0,140.0,0
886,2 punti sbagliato,,Semaj Christon,missed,258,1458,810.0,532.0,3
887,2 punti segnato,,Miro Bilan,made,289,1489,765.0,308.0,0
888,2 punti sbagliato,,Kenny Gabriel,missed,349,1549,975.0,504.0,3
889,3 punti sbagliato,,Amedeo Della Valle,missed,359,1559,330.0,896.0,6
890,2 punti segnato,,Semaj Christon,made,396,1596,615.0,644.0,2
891,3 punti segnato,C.J. Massinburg,Kenny Gabriel,made,433,1633,420.0,896.0,6
892,2 punti sbagliato,,Jason Burnell,missed,466,1666,990.0,224.0,4
893,2 punti segnato,,David Reginald Cournooh,made,474,1674,630.0,252.0,0
894,2 punti sbagliato,,Michael Cobbins,missed,561,1761,765.0,308.0,0
895,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,578,1778,660.0,252.0,0
896,3 punti sbagliato,,Jason Burnell,missed,49,1849,60.0,504.0,5
897,2 punti segnato,,Semaj Christon,made,94,1894,735.0,364.0,0
898,3 punti sbagliato,,Kenny Gabriel,missed,134,1934,1365.0,644.0,7
899,3 punti sbagliato,,Kenny Gabriel,missed,134,1934,1275.0,756.0,7
900,3 punti sbagliato,,Kenny Gabriel,missed,176,1976,495.0,980.0,6
901,2 punti segnato,Miro Bilan,Semaj Christon,made,184,1984,795.0,448.0,3
902,2 punti sbagliato,,John Petrucelli,missed,222,2022,750.0,504.0,2
903,2 punti sbagliato,,Miro Bilan,missed,279,2079,645.0,252.0,0
904,2 punti sbagliato,,Miro Bilan,missed,314,2114,1110.0,252.0,4
905,3 punti sbagliato,,Kenny Gabriel,missed,323,2123,330.0,896.0,6
906,3 punti sbagliato,,C.J. Massinburg,missed,331,2131,855.0,980.0,7
907,3 punti sbagliato,,Kenny Gabriel,missed,369,2169,600.0,952.0,6
908,2 punti segnato,,C.J. Massinburg,made,381,2181,420.0,644.0,2
909,2 punti sbagliato,,C.J. Massinburg,missed,430,2230,585.0,196.0,0
910,3 punti sbagliato,,Kenny Gabriel,missed,478,2278,165.0,644.0,6
911,2 punti sbagliato,,Semaj Christon,missed,542,2342,795.0,700.0,3
912,2 punti segnato,Amedeo Della Valle,Michael Cobbins,made,567,2367,765.0,140.0,0
913,3 punti sbagliato,,C.J. Massinburg,missed,589,2389,480.0,924.0,6
914,3 punti sbagliato,,Kenny Gabriel,missed,64,64,405.0,840.0,6
915,2 punti sbagliato,,Miro Bilan,missed,69,69,645.0,252.0,0
916,2 punti sbagliato,,Kenny Gabriel,missed,94,94,735.0,672.0,2
917,2 punti sbagliato,,Amedeo Della Valle,missed,114,114,585.0,588.0,2
918,2 punti sbagliato,,Semaj Christon,missed,141,141,690.0,140.0,0
919,2 punti segnato,Semaj Christon,Kenny Gabriel,made,174,174,705.0,476.0,2
920,2 punti segnato,Semaj Christon,Miro Bilan,made,230,230,765.0,196.0,0
921,3 punti segnato,Amedeo Della Valle,Kenny Gabriel,made,258,258,1005.0,868.0,7
922,3 punti sbagliato,,Amedeo Della Valle,missed,293,293,495.0,840.0,6
923,2 punti sbagliato,,Semaj Christon,missed,295,295,1020.0,308.0,4
924,3 punti sbagliato,,Kenny Gabriel,missed,309,309,615.0,896.0,6
925,2 punti sbagliato,,Amedeo Della Valle,missed,336,336,615.0,196.0,0
926,2 punti sbagliato,,Miro Bilan,missed,336,336,615.0,196.0,0
927,2 punti segnato,,Miro Bilan,made,336,336,615.0,196.0,0
928,2 punti segnato,John Petrucelli,Miro Bilan,made,378,378,780.0,140.0,0
929,3 punti sbagliato,,John Petrucelli,missed,401,401,45.0,224.0,5
930,2 punti sbagliato,,John Petrucelli,missed,468,468,675.0,224.0,0
931,2 punti sbagliato,,Nicola Akele,missed,472,472,540.0,280.0,0
932,2 punti segnato,Jason Burnell,David Reginald Cournooh,made,541,541,705.0,196.0,0
933,2 punti segnato,,David Reginald Cournooh,made,592,592,735.0,560.0,2
934,2 punti sbagliato,,Nicola Akele,missed,35,635,885.0,476.0,3
935,3 punti sbagliato,,Nicola Akele,missed,79,679,30.0,140.0,5
936,2 punti segnato,,Jason Burnell,made,136,736,540.0,448.0,2
937,2 punti segnato,Jason Burnell,Michael Cobbins,made,199,799,750.0,140.0,0
938,2 punti sbagliato,,Michael Cobbins,missed,239,839,420.0,364.0,2
939,2 punti segnato,Jason Burnell,Michael Cobbins,made,244,844,735.0,168.0,0
940,3 punti sbagliato,,Kenny Gabriel,missed,279,879,105.0,588.0,6
941,2 punti segnato,Michael Cobbins,Kenny Gabriel,made,285,885,690.0,196.0,0
942,2 punti segnato,,Amedeo Della Valle,made,322,922,690.0,168.0,0
943,3 punti sbagliato,,Amedeo Della Valle,missed,354,954,540.0,896.0,6
944,2 punti sbagliato,,John Petrucelli,missed,382,982,1140.0,392.0,3
945,2 punti segnato,Miro Bilan,Amedeo Della Valle,made,437,1037,780.0,196.0,0
946,2 punti sbagliato,,John Petrucelli,missed,482,1082,555.0,420.0,2
947,2 punti segnato,,Semaj Christon,made,554,1154,675.0,364.0,0
948,2 punti segnato,Amedeo Della Valle,Kenny Gabriel,made,10,1210,915.0,560.0,3
949,3 punti segnato,Kenny Gabriel,Amedeo Della Valle,made,32,1232,1470.0,112.0,8
950,3 punti segnato,Semaj Christon,Jason Burnell,made,81,1281,1470.0,196.0,8
951,3 punti sbagliato,,Kenny Gabriel,missed,110,1310,1425.0,280.0,8
952,2 punti sbagliato,,Amedeo Della Valle,missed,120,1320,885.0,168.0,0
953,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,137,1337,1170.0,756.0,7
954,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,186,1386,75.0,364.0,5
955,3 punti sbagliato,,Amedeo Della Valle,missed,224,1424,1245.0,728.0,7
956,3 punti segnato,Jason Burnell,Kenny Gabriel,made,272,1472,1065.0,812.0,7
957,2 punti segnato,Jason Burnell,Miro Bilan,made,294,1494,825.0,168.0,0
958,2 punti segnato,Jason Burnell,Miro Bilan,made,327,1527,795.0,140.0,0
959,3 punti sbagliato,,Kenny Gabriel,missed,348,1548,1305.0,644.0,7
960,3 punti sbagliato,,Jason Burnell,missed,382,1582,1410.0,420.0,8
961,2 punti sbagliato,,Semaj Christon,missed,383,1583,480.0,252.0,1
962,3 punti segnato,,Amedeo Della Valle,made,407,1607,960.0,868.0,7
963,3 punti segnato,Semaj Christon,John Petrucelli,made,473,1673,1380.0,560.0,7
964,2 punti segnato,,Nicola Akele,made,528,1728,645.0,196.0,0
965,2 punti segnato,,Nicola Akele,made,579,1779,810.0,224.0,0
966,2 punti segnato,,C.J. Massinburg,made,598,1798,375.0,560.0,2
967,2 punti sbagliato,,Nicola Akele,missed,16,1816,810.0,252.0,0
968,2 punti sbagliato,,John Petrucelli,missed,54,1854,705.0,196.0,0
969,3 punti sbagliato,,Nicola Akele,missed,72,1872,375.0,756.0,6
970,3 punti sbagliato,,Nicola Akele,missed,84,1884,1455.0,224.0,8
971,2 punti segnato,,C.J. Massinburg,made,103,1903,810.0,168.0,0
972,3 punti sbagliato,,David Reginald Cournooh,missed,132,1932,1395.0,560.0,7
973,2 punti segnato,,David Reginald Cournooh,made,170,1970,705.0,140.0,0
974,3 punti segnato,C.J. Massinburg,David Reginald Cournooh,made,200,2000,1050.0,840.0,7
975,3 punti segnato,John Petrucelli,C.J. Massinburg,made,259,2059,120.0,476.0,5
976,3 punti sbagliato,,John Petrucelli,missed,282,2082,750.0,896.0,6
977,3 punti sbagliato,,John Petrucelli,missed,293,2093,615.0,840.0,6
978,2 punti segnato,C.J. Massinburg,Michael Cobbins,made,306,2106,765.0,168.0,0
979,3 punti sbagliato,,David Reginald Cournooh,missed,359,2159,90.0,420.0,5
980,3 punti segnato,David Reginald Cournooh,Jason Burnell,made,385,2185,525.0,840.0,6
981,3 punti sbagliato,,C.J. Massinburg,missed,410,2210,45.0,112.0,5
982,3 punti sbagliato,,C.J. Massinburg,missed,461,2261,945.0,868.0,7
983,2 punti segnato,,Jason Burnell,made,488,2288,825.0,196.0,0
984,2 punti segnato,,Semaj Christon,made,543,2343,765.0,392.0,0
985,2 punti sbagliato,,Matteo Porto,missed,578,2378,1125.0,588.0,3
986,2 punti segnato,,Semaj Christon,made,32,32,795.0,308.0,0
987,2 punti segnato,Jason Burnell,Kenny Gabriel,made,67,67,855.0,196.0,0
988,2 punti sbagliato,,Amedeo Della Valle,missed,109,109,645.0,112.0,0
989,2 punti sbagliato,,Jason Burnell,missed,124,124,285.0,168.0,1
990,2 punti segnato,,Semaj Christon,made,178,178,705.0,196.0,0
991,3 punti sbagliato,,Kenny Gabriel,missed,201,201,60.0,280.0,5
992,2 punti sbagliato,,Semaj Christon,missed,233,233,885.0,308.0,0
993,2 punti segnato,Jason Burnell,Miro Bilan,made,245,245,705.0,392.0,0
994,2 punti segnato,,Semaj Christon,made,279,279,735.0,308.0,0
995,3 punti sbagliato,,Jason Burnell,missed,303,303,1455.0,308.0,8
996,2 punti segnato,,Jason Burnell,made,328,328,645.0,252.0,0
997,2 punti segnato,Miro Bilan,Nicola Akele,made,355,355,660.0,196.0,0
998,2 punti segnato,Miro Bilan,Nicola Akele,made,390,390,690.0,196.0,0
999,3 punti sbagliato,,Amedeo Della Valle,missed,423,423,450.0,812.0,6
1000,2 punti sbagliato,,Miro Bilan,missed,423,423,825.0,196.0,0
1001,2 punti sbagliato,,Miro Bilan,missed,431,431,855.0,280.0,0
1002,2 punti segnato,,Nicola Akele,made,431,431,855.0,280.0,0
1003,2 punti segnato,Miro Bilan,Amedeo Della Valle,made,449,449,1245.0,476.0,3
1004,2 punti sbagliato,,Miro Bilan,missed,481,481,585.0,252.0,0
1005,2 punti segnato,,Nicola Akele,made,484,484,855.0,196.0,0
1006,3 punti sbagliato,,C.J. Massinburg,missed,516,516,45.0,112.0,5
1007,2 punti sbagliato,,Miro Bilan,missed,560,560,915.0,252.0,0
1008,2 punti sbagliato,,David Reginald Cournooh,missed,25,625,1035.0,532.0,3
1009,2 punti sbagliato,,David Reginald Cournooh,missed,63,663,555.0,140.0,0
1010,2 punti segnato,John Petrucelli,Michael Cobbins,made,90,690,750.0,140.0,0
1011,2 punti sbagliato,,Nicola Akele,missed,104,704,825.0,420.0,3
1012,2 punti segnato,Michael Cobbins,John Petrucelli,made,139,739,735.0,168.0,0
1013,2 punti sbagliato,,Kenny Gabriel,missed,169,769,870.0,308.0,0
1014,2 punti segnato,,Kenny Gabriel,made,225,825,1050.0,252.0,4
1015,2 punti segnato,,Kenny Gabriel,made,239,839,735.0,168.0,0
1016,2 punti segnato,John Petrucelli,C.J. Massinburg,made,270,870,855.0,364.0,0
1017,2 punti segnato,,David Reginald Cournooh,made,298,898,690.0,112.0,0
1018,2 punti segnato,,C.J. Massinburg,made,343,943,660.0,280.0,0
1019,3 punti sbagliato,,Kenny Gabriel,missed,379,979,1185.0,812.0,7
1020,2 punti sbagliato,,Amedeo Della Valle,missed,389,989,1065.0,532.0,3
1021,2 punti segnato,,Michael Cobbins,made,389,989,1065.0,532.0,3
1022,2 punti segnato,Kenny Gabriel,C.J. Massinburg,made,462,1062,645.0,280.0,0
1023,2 punti segnato,,Semaj Christon,made,500,1100,420.0,112.0,1
1024,2 punti segnato,,Amedeo Della Valle,made,549,1149,825.0,196.0,0
1025,3 punti segnato,John Petrucelli,Kenny Gabriel,made,599,1199,240.0,700.0,6
1026,2 punti segnato,,Jason Burnell,made,44,1244,735.0,448.0,2
1027,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,93,1293,825.0,140.0,0
1028,2 punti sbagliato,,Semaj Christon,missed,197,1397,330.0,504.0,2
1029,2 punti sbagliato,,Jason Burnell,missed,231,1431,795.0,168.0,0
1030,3 punti sbagliato,,Kenny Gabriel,missed,265,1465,1350.0,560.0,7
1031,3 punti sbagliato,,Amedeo Della Valle,missed,270,1470,795.0,924.0,7
1032,3 punti segnato,Semaj Christon,Jason Burnell,made,298,1498,60.0,112.0,5
1033,2 punti sbagliato,,David Reginald Cournooh,missed,364,1564,840.0,196.0,0
1034,2 punti segnato,,Jason Burnell,made,369,1569,645.0,224.0,0
1035,3 punti segnato,Jason Burnell,Kenny Gabriel,made,388,1588,45.0,140.0,5
1036,2 punti segnato,,Jason Burnell,made,443,1643,870.0,196.0,0
1037,3 punti sbagliato,,Jason Burnell,missed,472,1672,1305.0,588.0,7
1038,3 punti sbagliato,,David Reginald Cournooh,missed,479,1679,30.0,112.0,5
1039,3 punti segnato,David Reginald Cournooh,Nicola Akele,made,513,1713,1200.0,756.0,7
1040,2 punti segnato,C.J. Massinburg,Nicola Akele,made,564,1764,675.0,196.0,0
1041,3 punti segnato,David Reginald Cournooh,C.J. Massinburg,made,599,1799,765.0,952.0,7
1042,2 punti sbagliato,,C.J. Massinburg,missed,33,1833,885.0,168.0,0
1043,3 punti segnato,David Reginald Cournooh,C.J. Massinburg,made,40,1840,1455.0,196.0,8
1044,3 punti segnato,David Reginald Cournooh,John Petrucelli,made,168,1968,180.0,588.0,6
1045,3 punti sbagliato,,Amedeo Della Valle,missed,270,2070,450.0,868.0,6
1046,3 punti sbagliato,,C.J. Massinburg,missed,287,2087,1035.0,812.0,7
1047,2 punti sbagliato,,David Reginald Cournooh,missed,287,2087,1035.0,812.0,7
1048,2 punti sbagliato,,Miro Bilan,missed,374,2174,630.0,168.0,0
1049,3 punti sbagliato,,Kenny Gabriel,missed,404,2204,1260.0,672.0,7
1050,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,412,2212,645.0,896.0,6
1051,2 punti sbagliato,,Miro Bilan,missed,481,2281,915.0,280.0,0
1052,2 punti sbagliato,,Jason Burnell,missed,513,2313,345.0,196.0,1
1053,3 punti sbagliato,,Kenny Gabriel,missed,590,2390,195.0,1260.0,6
1054,2 punti segnato,,Miro Bilan,made,26,26,795.0,224.0,0
1055,2 punti segnato,Semaj Christon,Nicola Akele,made,56,56,720.0,196.0,0
1056,2 punti sbagliato,,Amedeo Della Valle,missed,91,91,840.0,252.0,0
1057,2 punti sbagliato,,Miro Bilan,missed,91,91,840.0,252.0,0
1058,2 punti sbagliato,,Nicola Akele,missed,115,115,795.0,252.0,0
1059,2 punti segnato,,Miro Bilan,made,130,130,765.0,196.0,0
1060,2 punti segnato,,Semaj Christon,made,193,193,795.0,168.0,0
1061,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,301,301,705.0,364.0,0
1062,3 punti segnato,,Amedeo Della Valle,made,374,374,285.0,728.0,6
1063,2 punti segnato,,Semaj Christon,made,428,428,945.0,700.0,3
1064,2 punti sbagliato,,David Reginald Cournooh,missed,490,490,1050.0,504.0,3
1065,2 punti segnato,,C.J. Massinburg,made,518,518,675.0,252.0,0
1066,2 punti sbagliato,,C.J. Massinburg,missed,550,550,825.0,224.0,0
1067,3 punti segnato,Michael Cobbins,David Reginald Cournooh,made,578,578,390.0,784.0,6
1068,2 punti segnato,,Jason Burnell,made,597,597,720.0,252.0,0
1069,2 punti sbagliato,,C.J. Massinburg,missed,597,597,765.0,308.0,0
1070,3 punti sbagliato,,John Petrucelli,missed,16,616,300.0,728.0,6
1071,2 punti sbagliato,,C.J. Massinburg,missed,20,620,660.0,308.0,0
1072,2 punti segnato,,C.J. Massinburg,made,53,653,810.0,252.0,0
1073,3 punti segnato,Jason Burnell,C.J. Massinburg,made,135,735,360.0,784.0,6
1074,3 punti segnato,,Amedeo Della Valle,made,166,766,435.0,840.0,6
1075,3 punti sbagliato,,David Reginald Cournooh,missed,251,851,765.0,924.0,7
1076,2 punti segnato,,Amedeo Della Valle,made,279,879,585.0,560.0,2
1077,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,314,914,795.0,168.0,0
1078,2 punti segnato,,Miro Bilan,made,374,974,720.0,364.0,0
1079,2 punti segnato,,Semaj Christon,made,423,1023,690.0,196.0,0
1080,2 punti sbagliato,,Semaj Christon,missed,453,1053,735.0,252.0,0
1081,2 punti sbagliato,,Michael Cobbins,missed,453,1053,735.0,252.0,0
1082,2 punti segnato,,Semaj Christon,made,484,1084,705.0,588.0,2
1083,2 punti sbagliato,,John Petrucelli,missed,529,1129,555.0,224.0,0
1084,2 punti segnato,Michael Cobbins,Amedeo Della Valle,made,529,1129,510.0,672.0,2
1085,2 punti segnato,Semaj Christon,Jason Burnell,made,545,1145,705.0,168.0,0
1086,2 punti sbagliato,,John Petrucelli,missed,587,1187,615.0,420.0,2
1087,2 punti segnato,,Jason Burnell,made,588,1188,510.0,336.0,2
1088,3 punti sbagliato,,Semaj Christon,missed,63,1263,1110.0,784.0,7
1089,2 punti sbagliato,,Amedeo Della Valle,missed,89,1289,1155.0,420.0,3
1090,3 punti sbagliato,,Nicola Akele,missed,89,1289,525.0,840.0,6
1091,3 punti sbagliato,,Nicola Akele,missed,89,1289,420.0,784.0,6
1092,2 punti sbagliato,,Semaj Christon,missed,182,1382,750.0,588.0,2
1093,2 punti sbagliato,,John Petrucelli,missed,193,1393,660.0,224.0,0
1094,3 punti sbagliato,,John Petrucelli,missed,229,1429,1230.0,700.0,7
1095,2 punti segnato,C.J. Massinburg,Semaj Christon,made,289,1489,720.0,168.0,0
1096,2 punti segnato,C.J. Massinburg,Miro Bilan,made,323,1523,1005.0,504.0,3
1097,3 punti segnato,Semaj Christon,C.J. Massinburg,made,359,1559,1185.0,728.0,7
1098,2 punti segnato,,Jason Burnell,made,431,1631,885.0,448.0,3
1099,3 punti sbagliato,,Jason Burnell,missed,478,1678,690.0,868.0,6
1100,2 punti sbagliato,,Miro Bilan,missed,481,1681,795.0,196.0,0
1101,2 punti segnato,C.J. Massinburg,Miro Bilan,made,531,1731,810.0,140.0,0
1102,2 punti segnato,C.J. Massinburg,Michael Cobbins,made,41,1841,765.0,140.0,0
1103,2 punti sbagliato,,David Reginald Cournooh,missed,117,1917,810.0,224.0,0
1104,2 punti segnato,,Michael Cobbins,made,117,1917,810.0,224.0,0
1105,2 punti segnato,C.J. Massinburg,Michael Cobbins,made,131,1931,750.0,140.0,0
1106,2 punti sbagliato,,Jason Burnell,missed,175,1975,720.0,224.0,0
1107,2 punti sbagliato,,C.J. Massinburg,missed,186,1986,1050.0,448.0,3
1108,2 punti sbagliato,,David Reginald Cournooh,missed,214,2014,615.0,308.0,0
1109,2 punti segnato,,C.J. Massinburg,made,221,2021,825.0,196.0,0
1110,3 punti sbagliato,,Jason Burnell,missed,258,2058,540.0,840.0,6
1111,2 punti sbagliato,,C.J. Massinburg,missed,271,2071,900.0,196.0,0
1112,2 punti segnato,,Michael Cobbins,made,271,2071,900.0,196.0,0
1113,3 punti segnato,Miro Bilan,C.J. Massinburg,made,315,2115,1470.0,84.0,8
1114,3 punti segnato,John Petrucelli,C.J. Massinburg,made,350,2150,390.0,812.0,6
1115,3 punti segnato,C.J. Massinburg,John Petrucelli,made,401,2201,1455.0,224.0,8
1116,2 punti segnato,,Semaj Christon,made,436,2236,960.0,560.0,3
1117,2 punti segnato,,John Petrucelli,made,462,2262,720.0,168.0,0
1118,2 punti segnato,C.J. Massinburg,Miro Bilan,made,482,2282,810.0,196.0,0
1119,2 punti segnato,,Jason Burnell,made,540,2340,840.0,280.0,0
1120,2 punti segnato,,C.J. Massinburg,made,567,2367,810.0,224.0,0
1121,3 punti segnato,John Petrucelli,C.J. Massinburg,made,587,2387,1470.0,336.0,8
1122,2 punti sbagliato,,Matteo Porto,missed,592,2392,450.0,252.0,1
1123,2 punti sbagliato,,Jason Burnell,missed,597,2397,825.0,196.0,0
1124,2 punti segnato,,Miro Bilan,made,597,2397,810.0,196.0,0
1125,2 punti segnato,C.J. Massinburg,Nicola Akele,made,23,23,825.0,140.0,0
1126,3 punti sbagliato,,Semaj Christon,missed,43,43,60.0,420.0,5
1127,2 punti segnato,Semaj Christon,Miro Bilan,made,76,76,840.0,280.0,0
1128,3 punti segnato,Miro Bilan,C.J. Massinburg,made,103,103,180.0,672.0,6
1129,3 punti segnato,Semaj Christon,John Petrucelli,made,142,142,1155.0,784.0,7
1130,2 punti sbagliato,,Nicola Akele,missed,207,207,675.0,140.0,0
