"description","assist","player","result","periodTime","totalTime","xx","yy"
"2 punti segnato","","Semaj Christon","made",445,2245,795,140
"2 punti sbagliato","","Miro Bilan","missed",496,2296,1200,364
"3 punti segnato","","C.J. Massinburg","made",546,2346,1290,728
"2 punti segnato","","C.J. Massinburg","made",588,2388,840,168
"3 punti sbagliato","","Semaj Christon","missed",20,20,120,532
"2 punti sbagliato","","Amedeo Della Valle","missed",33,33,750,448
"3 punti sbagliato","","Jason Burnell","missed",76,76,300,812
"3 punti sbagliato","","Semaj Christon","missed",136,136,1095,868
"2 punti segnato","Miro Bilan","Kenny Gabriel","made",158,158,1200,252
"3 punti sbagliato","","Kenny Gabriel","missed",191,191,1215,784
"2 punti segnato","Jason Burnell","Kenny Gabriel","made",212,212,660,196
"2 punti sbagliato","","Jason Burnell","missed",254,254,870,252
"3 punti segnato","Semaj Christon","Kenny Gabriel","made",260,260,1305,644
"3 punti segnato","Jason Burnell","Kenny Gabriel","made",304,304,90,532
"2 punti segnato","Semaj Christon","Miro Bilan","made",336,336,855,336
"2 punti segnato","Jason Burnell","Miro Bilan","made",382,382,735,280
"2 punti segnato","Semaj Christon","Jason Burnell","made",406,406,630,168
"2 punti sbagliato","","Michael Cobbins","missed",485,485,720,392
"3 punti sbagliato","","David Reginald Cournooh","missed",594,594,1050,896
"3 punti sbagliato","","David Reginald Cournooh","missed",598,598,1035,1008
"2 punti segnato","","C.J. Massinburg","made",28,628,1005,308
"3 punti segnato","Amedeo Della Valle","C.J. Massinburg","made",58,658,45,364
"3 punti sbagliato","","C.J. Massinburg","missed",86,686,1440,392
"2 punti sbagliato","","Semaj Christon","missed",128,728,885,308
"3 punti sbagliato","","Amedeo Della Valle","missed",192,792,45,336
"3 punti sbagliato","","Kenny Gabriel","missed",245,845,45,252
"2 punti segnato","Miro Bilan","Jason Burnell","made",282,882,750,140
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",372,972,630,924
"3 punti sbagliato","","Kenny Gabriel","missed",421,1021,45,168
"2 punti sbagliato","","Semaj Christon","missed",427,1027,435,616
"2 punti sbagliato","","Jason Burnell","missed",473,1073,960,224
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",479,1079,60,364
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",522,1122,135,588
"2 punti segnato","Jason Burnell","C.J. Massinburg","made",566,1166,705,644
"3 punti sbagliato","","Kenny Gabriel","missed",10,1210,45,280
"2 punti sbagliato","","Jason Burnell","missed",41,1241,615,280
"2 punti segnato","","Miro Bilan","made",112,1312,855,196
"2 punti sbagliato","","Semaj Christon","missed",146,1346,960,532
"2 punti segnato","Miro Bilan","Semaj Christon","made",167,1367,645,196
"2 punti segnato","Miro Bilan","Jason Burnell","made",204,1404,810,196
"2 punti segnato","Semaj Christon","Miro Bilan","made",238,1438,690,252
"2 punti sbagliato","","Miro Bilan","missed",265,1465,855,224
"2 punti sbagliato","","Jason Burnell","missed",315,1515,300,196
"2 punti segnato","","Jason Burnell","made",362,1562,750,504
"2 punti segnato","C.J. Massinburg","Michael Cobbins","made",382,1582,750,140
"3 punti sbagliato","","David Reginald Cournooh","missed",425,1625,1170,784
"2 punti segnato","","David Reginald Cournooh","made",453,1653,660,196
"2 punti segnato","","Kenny Gabriel","made",502,1702,435,196
"3 punti sbagliato","","Kenny Gabriel","missed",537,1737,1425,420
"2 punti sbagliato","","Jason Burnell","missed",46,1846,885,336
"2 punti sbagliato","","Miro Bilan","missed",75,1875,645,308
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",81,1881,255,756
"2 punti sbagliato","","David Reginald Cournooh","missed",119,1919,750,336
"2 punti segnato","","David Reginald Cournooh","made",146,1946,795,252
"2 punti sbagliato","","Miro Bilan","missed",236,2036,600,224
"2 punti sbagliato","","Miro Bilan","missed",263,2063,855,168
"2 punti segnato","","Semaj Christon","made",356,2156,855,196
"3 punti segnato","Michael Cobbins","Kenny Gabriel","made",356,2156,1215,756
"2 punti segnato","C.J. Massinburg","Michael Cobbins","made",373,2173,735,140
"3 punti sbagliato","","Kenny Gabriel","missed",430,2230,690,1008
"2 punti sbagliato","","C.J. Massinburg","missed",479,2279,645,196
"2 punti segnato","","Semaj Christon","made",506,2306,645,392
"3 punti sbagliato","","Kenny Gabriel","missed",588,2388,1215,840
"2 punti segnato","","Miro Bilan","made",43,43,705,224
"3 punti sbagliato","","Amedeo Della Valle","missed",92,92,120,588
"2 punti sbagliato","","John Petrucelli","missed",117,117,735,224
"2 punti sbagliato","","David Reginald Cournooh","missed",152,152,540,560
"3 punti sbagliato","","Kenny Gabriel","missed",186,186,285,756
"3 punti sbagliato","","John Petrucelli","missed",211,211,1320,700
"2 punti segnato","Miro Bilan","Amedeo Della Valle","made",226,226,690,252
"2 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",264,264,285,140
"3 punti sbagliato","","Kenny Gabriel","missed",331,331,45,308
"2 punti sbagliato","","Amedeo Della Valle","missed",364,364,375,224
"2 punti sbagliato","","Miro Bilan","missed",404,404,795,336
"2 punti segnato","","C.J. Massinburg","made",404,404,795,336
"2 punti segnato","","Miro Bilan","made",438,438,1035,252
"2 punti segnato","Miro Bilan","Nicola Akele","made",540,540,690,280
"3 punti segnato","","C.J. Massinburg","made",16,616,495,896
"3 punti sbagliato","","Nicola Akele","missed",94,694,225,700
"2 punti segnato","","John Petrucelli","made",208,808,765,196
"2 punti segnato","C.J. Massinburg","David Reginald Cournooh","made",236,836,840,224
"3 punti sbagliato","","C.J. Massinburg","missed",282,882,60,112
"3 punti sbagliato","","Amedeo Della Valle","missed",337,937,1215,980
"3 punti segnato","","David Reginald Cournooh","made",368,968,870,924
"2 punti sbagliato","","C.J. Massinburg","missed",450,1050,765,336
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",492,1092,810,308
"3 punti sbagliato","","Kenny Gabriel","missed",530,1130,1305,784
"2 punti segnato","","Amedeo Della Valle","made",576,1176,720,224
"3 punti sbagliato","","C.J. Massinburg","missed",600,1200,510,868
"2 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",37,1237,180,196
"3 punti sbagliato","","Amedeo Della Valle","missed",147,1347,345,1064
"3 punti segnato","","John Petrucelli","made",193,1393,285,756
"2 punti sbagliato","","David Reginald Cournooh","missed",233,1433,495,588
"2 punti segnato","David Reginald Cournooh","Kenny Gabriel","made",261,1461,210,532
"2 punti sbagliato","","Amedeo Della Valle","missed",288,1488,660,224
"2 punti segnato","","Jason Burnell","made",312,1512,750,364
"3 punti sbagliato","","David Reginald Cournooh","missed",350,1550,645,980
"2 punti segnato","","Miro Bilan","made",418,1618,810,196
"3 punti segnato","Miro Bilan","Kenny Gabriel","made",449,1649,330,784
"3 punti segnato","Jason Burnell","C.J. Massinburg","made",490,1690,1170,812
"2 punti segnato","","Jason Burnell","made",582,1782,600,252
"2 punti sbagliato","","Jason Burnell","missed",14,1814,810,280
"3 punti sbagliato","","C.J. Massinburg","missed",61,1861,1440,448
"2 punti sbagliato","","Kenny Gabriel","missed",66,1866,210,308
"3 punti sbagliato","","Miro Bilan","missed",86,1886,255,728
"2 punti sbagliato","","Jason Burnell","missed",132,1932,525,392
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",148,1948,750,280
"3 punti sbagliato","","Jason Burnell","missed",180,1980,1125,812
"2 punti sbagliato","","Miro Bilan","missed",196,1996,675,392
"3 punti sbagliato","","David Reginald Cournooh","missed",240,2040,1350,756
"2 punti sbagliato","","C.J. Massinburg","missed",355,2155,900,588
"3 punti segnato","Miro Bilan","John Petrucelli","made",386,2186,1470,168
"3 punti segnato","","Amedeo Della Valle","made",419,2219,1080,812
"2 punti sbagliato","","David Reginald Cournooh","missed",458,2258,600,196
"2 punti sbagliato","","Amedeo Della Valle","missed",478,2278,375,224
"2 punti sbagliato","","Miro Bilan","missed",507,2307,795,252
"2 punti sbagliato","","C.J. Massinburg","missed",549,2349,795,252
"3 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",578,2378,750,952
"2 punti segnato","Semaj Christon","Nicola Akele","made",16,16,780,168
"3 punti segnato","Miro Bilan","Nicola Akele","made",60,60,315,756
"2 punti sbagliato","","Miro Bilan","missed",98,98,510,224
"2 punti sbagliato","","Semaj Christon","missed",120,120,615,448
"2 punti sbagliato","","Miro Bilan","missed",123,123,735,280
"2 punti segnato","","Miro Bilan","made",135,135,780,252
"3 punti segnato","Amedeo Della Valle","Miro Bilan","made",160,160,450,840
"2 punti segnato","Semaj Christon","Nicola Akele","made",191,191,795,196
"2 punti segnato","Miro Bilan","Semaj Christon","made",222,222,690,196
"3 punti sbagliato","","David Reginald Cournooh","missed",249,249,1350,616
"3 punti sbagliato","","Kenny Gabriel","missed",256,256,30,140
"3 punti sbagliato","","Amedeo Della Valle","missed",286,286,885,896
"2 punti sbagliato","","David Reginald Cournooh","missed",332,332,645,252
"3 punti sbagliato","","C.J. Massinburg","missed",385,385,225,672
"2 punti segnato","Jason Burnell","Nicola Akele","made",393,393,735,224
"3 punti sbagliato","","Jason Burnell","missed",425,425,360,812
"2 punti segnato","Jason Burnell","C.J. Massinburg","made",460,460,885,364
"2 punti sbagliato","","Jason Burnell","missed",509,509,1125,336
"2 punti sbagliato","","David Reginald Cournooh","missed",565,565,630,336
"2 punti segnato","","Michael Cobbins","made",569,569,690,168
"3 punti sbagliato","","Matteo Porto","missed",43,643,300,784
"2 punti segnato","","David Reginald Cournooh","made",78,678,615,560
"3 punti sbagliato","","David Reginald Cournooh","missed",116,716,1185,756
"2 punti segnato","","Jason Burnell","made",122,722,795,196
"3 punti segnato","Jason Burnell","Kenny Gabriel","made",160,760,1035,840
"3 punti sbagliato","","Kenny Gabriel","missed",204,804,930,868
"2 punti segnato","Semaj Christon","Miro Bilan","made",287,887,720,196
"2 punti segnato","","Kenny Gabriel","made",326,926,765,280
"3 punti sbagliato","","C.J. Massinburg","missed",373,973,405,840
"2 punti segnato","","Nicola Akele","made",379,979,705,224
"2 punti segnato","Amedeo Della Valle","C.J. Massinburg","made",422,1022,735,140
"3 punti segnato","Nicola Akele","Amedeo Della Valle","made",443,1043,1365,504
"2 punti sbagliato","","Amedeo Della Valle","missed",463,1063,600,196
"2 punti segnato","C.J. Massinburg","Semaj Christon","made",465,1065,690,168
"2 punti segnato","Miro Bilan","Amedeo Della Valle","made",511,1111,855,196
"2 punti sbagliato","","Semaj Christon","missed",15,1215,705,448
"2 punti segnato","","Semaj Christon","made",81,1281,765,252
"3 punti sbagliato","","Amedeo Della Valle","missed",112,1312,1470,112
"3 punti segnato","","Nicola Akele","made",121,1321,765,896
"3 punti segnato","","Amedeo Della Valle","made",195,1395,1245,812
"2 punti segnato","Amedeo Della Valle","Nicola Akele","made",264,1464,795,140
"2 punti sbagliato","","Nicola Akele","missed",297,1497,810,196
"2 punti sbagliato","","Jason Burnell","missed",323,1523,705,336
"2 punti segnato","Nicola Akele","Jason Burnell","made",356,1556,855,280
"3 punti sbagliato","","C.J. Massinburg","missed",378,1578,1335,588
"2 punti segnato","Jason Burnell","Michael Cobbins","made",409,1609,750,224
"2 punti segnato","Jason Burnell","Michael Cobbins","made",431,1631,750,140
"2 punti sbagliato","","Michael Cobbins","missed",463,1663,840,196
"2 punti segnato","","Michael Cobbins","made",481,1681,825,196
"2 punti sbagliato","","C.J. Massinburg","missed",573,1773,675,168
"3 punti sbagliato","","David Reginald Cournooh","missed",600,1800,105,504
"3 punti segnato","David Reginald Cournooh","Amedeo Della Valle","made",45,1845,435,784
"3 punti segnato","C.J. Massinburg","David Reginald Cournooh","made",89,1889,1365,560
"2 punti sbagliato","","Amedeo Della Valle","missed",166,1966,1320,112
"3 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",194,1994,1200,728
"3 punti sbagliato","","Jason Burnell","missed",230,2030,915,840
"3 punti sbagliato","","Kenny Gabriel","missed",338,2138,300,756
"2 punti sbagliato","","Miro Bilan","missed",364,2164,825,196
"2 punti segnato","","Miro Bilan","made",364,2164,825,196
"2 punti segnato","Semaj Christon","Jason Burnell","made",399,2199,735,308
"3 punti segnato","Semaj Christon","Kenny Gabriel","made",422,2222,1125,840
"2 punti sbagliato","","Miro Bilan","missed",464,2264,900,336
"3 punti sbagliato","","Nicolas Tanfoglio","missed",483,2283,1320,616
"3 punti sbagliato","","Nicolas Tanfoglio","missed",525,2325,1050,896
"2 punti segnato","","Jason Burnell","made",528,2328,795,224
"2 punti segnato","David Reginald Cournooh","Kenny Gabriel","made",540,2340,765,168
"2 punti segnato","David Reginald Cournooh","Jason Burnell","made",556,2356,765,168
"2 punti sbagliato","","Nicolas Tanfoglio","missed",590,2390,570,280
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",19,19,720,168
"2 punti segnato","","Kenny Gabriel","made",64,64,705,196
"2 punti segnato","","John Petrucelli","made",98,98,810,168
"2 punti segnato","","Amedeo Della Valle","made",129,129,795,224
"2 punti sbagliato","","Semaj Christon","missed",174,174,555,336
"2 punti segnato","Miro Bilan","Amedeo Della Valle","made",179,179,495,308
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",209,209,315,196
"3 punti sbagliato","","John Petrucelli","missed",236,236,1185,756
"2 punti segnato","","John Petrucelli","made",270,270,645,196
"2 punti segnato","","Miro Bilan","made",321,321,825,168
"2 punti segnato","","Amedeo Della Valle","made",341,341,735,196
"2 punti sbagliato","","Miro Bilan","missed",412,412,540,336
"2 punti segnato","Amedeo Della Valle","Jason Burnell","made",426,426,795,168
"2 punti sbagliato","","Amedeo Della Valle","missed",471,471,1095,224
"3 punti sbagliato","","C.J. Massinburg","missed",507,507,315,756
"2 punti segnato","","David Reginald Cournooh","made",541,541,570,532
"2 punti sbagliato","","Jason Burnell","missed",587,587,900,448
"2 punti sbagliato","","Michael Cobbins","missed",598,598,960,252
"2 punti segnato","Jason Burnell","C.J. Massinburg","made",598,598,315,504
"2 punti segnato","","Jason Burnell","made",32,632,855,280
"2 punti segnato","David Reginald Cournooh","Nicola Akele","made",108,708,1215,280
"3 punti sbagliato","","C.J. Massinburg","missed",123,723,30,224
"3 punti segnato","C.J. Massinburg","Nicola Akele","made",133,733,60,364
"2 punti sbagliato","","Jason Burnell","missed",184,784,795,392
"3 punti segnato","","David Reginald Cournooh","made",232,832,1080,840
"2 punti sbagliato","","C.J. Massinburg","missed",257,857,795,196
"2 punti segnato","","Semaj Christon","made",287,887,765,588
"3 punti sbagliato","","Kenny Gabriel","missed",339,939,1425,392
"2 punti sbagliato","","Miro Bilan","missed",373,973,795,196
"2 punti segnato","","Miro Bilan","made",373,973,795,196
"2 punti sbagliato","","Amedeo Della Valle","missed",414,1014,825,476
"3 punti sbagliato","","Amedeo Della Valle","missed",460,1060,315,784
"2 punti sbagliato","","Miro Bilan","missed",468,1068,465,308
"3 punti sbagliato","","Semaj Christon","missed",502,1102,1275,700
"2 punti sbagliato","","Semaj Christon","missed",581,1181,735,504
"2 punti segnato","Amedeo Della Valle","Jason Burnell","made",598,1198,750,252
"3 punti sbagliato","","Kenny Gabriel","missed",14,1214,30,196
"2 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",37,1237,750,140
"2 punti sbagliato","","John Petrucelli","missed",81,1281,870,196
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",82,1282,1005,364
"2 punti segnato","","Semaj Christon","made",114,1314,780,588
"2 punti sbagliato","","Semaj Christon","missed",159,1359,930,588
"2 punti sbagliato","","Amedeo Della Valle","missed",165,1365,465,560
"2 punti sbagliato","","John Petrucelli","missed",197,1397,765,280
"2 punti segnato","","Semaj Christon","made",220,1420,825,140
"2 punti sbagliato","","Miro Bilan","missed",307,1507,945,140
"2 punti sbagliato","","Semaj Christon","missed",362,1562,1035,616
"2 punti sbagliato","","Jason Burnell","missed",388,1588,855,280
"3 punti segnato","John Petrucelli","David Reginald Cournooh","made",433,1633,1110,812
"2 punti sbagliato","","David Reginald Cournooh","missed",461,1661,975,392
"2 punti sbagliato","","C.J. Massinburg","missed",557,1757,765,224
"3 punti sbagliato","","Jason Burnell","missed",587,1787,765,896
"3 punti segnato","C.J. Massinburg","David Reginald Cournooh","made",21,1821,705,868
"2 punti segnato","Semaj Christon","Michael Cobbins","made",57,1857,825,168
"2 punti sbagliato","","Semaj Christon","missed",129,1929,375,532
"2 punti segnato","","C.J. Massinburg","made",145,1945,750,140
"3 punti sbagliato","","David Reginald Cournooh","missed",244,2044,870,840
"2 punti segnato","Jason Burnell","Michael Cobbins","made",251,2051,765,224
"3 punti sbagliato","","John Petrucelli","missed",355,2155,255,672
"3 punti sbagliato","","John Petrucelli","missed",393,2193,1215,700
"2 punti sbagliato","","Michael Cobbins","missed",395,2195,630,196
"2 punti segnato","","Semaj Christon","made",419,2219,645,420
"3 punti sbagliato","","Jason Burnell","missed",465,2265,30,308
"2 punti sbagliato","","C.J. Massinburg","missed",534,2334,675,252
"2 punti sbagliato","","Jason Burnell","missed",565,2365,615,168
"2 punti segnato","","Semaj Christon","made",586,2386,705,168
