,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
3226,2 punti segnato,,Rayjon Tucker,made,116,1316,780.0,140.0,0
3227,3 punti segnato,,D'Angelo Harrison,made,130,1330,360.0,812.0,6
3228,3 punti segnato,Marco Spissu,Rayjon Tucker,made,144,1344,1065.0,840.0,7
3229,2 punti sbagliato,,Amedeo Tessitori,missed,163,1363,780.0,280.0,0
3230,2 punti sbagliato,,D'Angelo Harrison,missed,171,1371,1080.0,392.0,3
3231,2 punti segnato,,Gora Camara,made,177,1377,735.0,168.0,0
3232,2 punti sbagliato,,Alex O'Connell,missed,191,1391,780.0,476.0,3
3233,3 punti sbagliato,,James Young,missed,198,1398,45.0,168.0,5
3234,3 punti sbagliato,,Rayjon Tucker,missed,215,1415,1095.0,812.0,7
3235,3 punti sbagliato,,Terry Allen,missed,230,1430,30.0,84.0,5
3236,3 punti sbagliato,,Alex O'Connell,missed,240,1440,45.0,168.0,5
3237,2 punti sbagliato,,D'Angelo Harrison,missed,257,1457,750.0,448.0,2
3238,3 punti sbagliato,,D'Angelo Harrison,missed,270,1470,1230.0,728.0,7
3239,2 punti segnato,,Rayjon Tucker,made,291,1491,555.0,392.0,2
3240,2 punti segnato,Alessandro Zanelli,Gora Camara,made,309,1509,705.0,140.0,0
3241,3 punti sbagliato,,Kyle Wiltjer,missed,331,1531,1335.0,616.0,7
3242,2 punti segnato,,Ky Bowman,made,347,1547,450.0,252.0,1
3243,3 punti segnato,Marco Spissu,Aamir Simms,made,361,1561,945.0,924.0,7
3244,2 punti segnato,,Alessandro Zanelli,made,381,1581,1065.0,196.0,4
3245,2 punti segnato,Marco Spissu,Kyle Wiltjer,made,403,1603,825.0,224.0,0
3246,3 punti sbagliato,,Ky Bowman,missed,408,1608,1080.0,840.0,7
3247,2 punti segnato,,Aamir Simms,made,434,1634,1155.0,224.0,4
3248,2 punti segnato,,Terry Allen,made,457,1657,765.0,448.0,3
3249,3 punti sbagliato,,Aamir Simms,missed,480,1680,1455.0,280.0,8
3250,2 punti segnato,Alessandro Zanelli,Gora Camara,made,495,1695,705.0,364.0,0
3251,2 punti segnato,,Rayjon Tucker,made,512,1712,765.0,140.0,0
3252,3 punti sbagliato,,Alessandro Zanelli,missed,531,1731,930.0,896.0,7
3253,3 punti sbagliato,,Barry Brown Jr,missed,543,1743,60.0,168.0,5
3254,2 punti segnato,,Rayjon Tucker,made,589,1789,690.0,224.0,0
3255,2 punti sbagliato,,Ky Bowman,missed,595,1795,750.0,196.0,0
3256,2 punti sbagliato,,Gora Camara,missed,12,1812,615.0,252.0,0
3257,3 punti segnato,Leonardo Faggian,Andrea Mezzanotte,made,18,1818,1095.0,840.0,7
3258,2 punti sbagliato,,Barry Brown Jr,missed,30,1830,465.0,252.0,1
3259,3 punti sbagliato,,Ky Bowman,missed,53,1853,990.0,896.0,7
3260,2 punti segnato,,Aamir Simms,made,66,1866,900.0,112.0,0
3261,2 punti segnato,,Aamir Simms,made,110,1910,765.0,140.0,0
3262,3 punti sbagliato,,D'Angelo Harrison,missed,154,1954,885.0,896.0,7
3263,2 punti sbagliato,,Pauly Paulicap,missed,161,1961,660.0,224.0,0
3264,3 punti sbagliato,,Aamir Simms,missed,167,1967,480.0,896.0,6
3265,3 punti sbagliato,,Ky Bowman,missed,187,1987,555.0,952.0,6
3266,2 punti segnato,Leonardo Faggian,D'Angelo Harrison,made,193,1993,795.0,308.0,0
3267,3 punti sbagliato,,Andrea Mezzanotte,missed,228,2028,45.0,168.0,5
3268,3 punti segnato,Andrea De Nicolao,Kyle Wiltjer,made,240,2040,1065.0,896.0,7
3269,3 punti sbagliato,,Kyle Wiltjer,missed,261,2061,1485.0,252.0,8
3270,3 punti sbagliato,,D'Angelo Harrison,missed,282,2082,255.0,840.0,6
3271,3 punti segnato,Barry Brown Jr,Andrea De Nicolao,made,302,2102,1320.0,952.0,7
3272,3 punti sbagliato,,Terry Allen,missed,362,2162,975.0,868.0,7
3273,3 punti sbagliato,,Kyle Wiltjer,missed,376,2176,975.0,924.0,7
3274,3 punti sbagliato,,D'Angelo Harrison,missed,386,2186,735.0,924.0,6
3275,2 punti segnato,,Barry Brown Jr,made,437,2237,765.0,280.0,0
3276,2 punti segnato,,Barry Brown Jr,made,468,2268,705.0,140.0,0
3277,3 punti segnato,Ky Bowman,D'Angelo Harrison,made,481,2281,1155.0,1036.0,7
3278,2 punti segnato,,Ky Bowman,made,510,2310,690.0,168.0,0
3279,2 punti sbagliato,,Aamir Simms,missed,556,2356,765.0,280.0,0
3280,3 punti sbagliato,,D'Angelo Harrison,missed,562,2362,1005.0,1036.0,7
3281,3 punti sbagliato,,Alessandro Zanelli,missed,572,2372,1065.0,896.0,7
3282,2 punti segnato,,Terry Allen,made,590,2390,735.0,196.0,0
3283,2 punti segnato,Paul Stephan Biligha,Andrejs Grazulis,made,18,18,855.0,224.0,0
3284,2 punti sbagliato,,Sean Mcdermott,missed,37,37,555.0,392.0,2
3285,3 punti sbagliato,,Sean Mcdermott,missed,46,46,1455.0,476.0,8
3286,3 punti sbagliato,,Prentiss Hubb,missed,54,54,240.0,756.0,6
3287,3 punti sbagliato,,Olivier Hanlan,missed,75,75,510.0,896.0,6
3288,3 punti sbagliato,,Andrejs Grazulis,missed,84,84,1290.0,644.0,7
3289,3 punti segnato,Olivier Hanlan,Gabe Brown,made,99,99,225.0,756.0,6
3290,2 punti segnato,Paul Stephan Biligha,Andrejs Grazulis,made,117,117,615.0,196.0,0
3291,2 punti segnato,Davide Moretti,Willie Cauley-Stein,made,132,132,900.0,224.0,0
3292,2 punti sbagliato,,Andrejs Grazulis,missed,147,147,555.0,252.0,0
3293,3 punti sbagliato,,Sean Mcdermott,missed,159,159,300.0,896.0,6
3294,2 punti segnato,,Quinn Ellis,made,169,169,675.0,280.0,0
3295,2 punti sbagliato,,Davide Moretti,missed,185,185,930.0,280.0,0
3296,2 punti segnato,,Sean Mcdermott,made,203,203,825.0,224.0,0
3297,3 punti sbagliato,,Quinn Ellis,missed,218,218,1095.0,840.0,7
3298,3 punti sbagliato,,Gabe Brown,missed,231,231,1155.0,812.0,7
3299,3 punti segnato,Gabe Brown,Sean Mcdermott,made,249,249,1410.0,476.0,8
3300,2 punti sbagliato,,Paul Stephan Biligha,missed,267,267,1155.0,364.0,4
3301,2 punti segnato,Olivier Hanlan,Willie Cauley-Stein,made,276,276,735.0,308.0,0
3302,2 punti segnato,,Paul Stephan Biligha,made,297,297,1065.0,280.0,4
3303,3 punti sbagliato,,Gabe Brown,missed,318,318,690.0,952.0,6
3304,3 punti segnato,Andriu Tomas Woldetensae,Sean Mcdermott,made,322,322,1230.0,700.0,7
3305,2 punti segnato,Prentiss Hubb,Davide Alviti,made,340,340,675.0,140.0,0
3306,3 punti sbagliato,,Sean Mcdermott,missed,356,356,45.0,448.0,5
3307,3 punti segnato,Prentiss Hubb,Toto Forray,made,366,366,1035.0,868.0,7
3308,2 punti sbagliato,,Paul Stephan Biligha,missed,396,396,915.0,504.0,3
3309,3 punti sbagliato,,Andriu Tomas Woldetensae,missed,414,414,405.0,868.0,6
3310,3 punti sbagliato,,Toto Forray,missed,430,430,135.0,644.0,6
3311,2 punti sbagliato,,Prentiss Hubb,missed,436,436,1125.0,448.0,3
3312,2 punti segnato,Davide Alviti,Derek Cooke,made,461,461,900.0,252.0,0
3313,3 punti segnato,Vinnie Shahid,Gabe Brown,made,476,476,1455.0,336.0,8
3314,2 punti sbagliato,,Derek Cooke,missed,489,489,705.0,364.0,0
3315,3 punti segnato,Andriu Tomas Woldetensae,Olivier Hanlan,made,507,507,585.0,924.0,6
3316,3 punti sbagliato,,Mattia Udom,missed,527,527,45.0,420.0,5
3317,3 punti segnato,Vinnie Shahid,Andriu Tomas Woldetensae,made,550,550,1395.0,644.0,7
3318,2 punti segnato,Olivier Hanlan,Gabe Brown,made,577,577,675.0,224.0,0
3319,2 punti sbagliato,,Prentiss Hubb,missed,20,620,840.0,336.0,0
3320,2 punti segnato,Andrejs Grazulis,Derek Cooke,made,24,624,720.0,224.0,0
3321,3 punti sbagliato,,Olivier Hanlan,missed,56,656,285.0,868.0,6
3322,3 punti segnato,Toto Forray,Prentiss Hubb,made,68,668,1245.0,728.0,7
3323,2 punti sbagliato,,Andriu Tomas Woldetensae,missed,86,686,885.0,252.0,0
3324,2 punti sbagliato,,Quinn Ellis,missed,93,693,990.0,252.0,4
3325,3 punti segnato,Olivier Hanlan,Andriu Tomas Woldetensae,made,106,706,135.0,644.0,6
3326,2 punti sbagliato,,Toto Forray,missed,114,714,1050.0,420.0,3
3327,3 punti sbagliato,,Quinn Ellis,missed,122,722,420.0,840.0,6
3328,2 punti segnato,,Andrejs Grazulis,made,126,726,825.0,196.0,0
3329,3 punti sbagliato,,Vinnie Shahid,missed,139,739,960.0,980.0,7
3330,3 punti sbagliato,,Prentiss Hubb,missed,147,747,1140.0,784.0,7
3331,2 punti sbagliato,,Sean Mcdermott,missed,182,782,555.0,672.0,2
3332,2 punti sbagliato,,Andrejs Grazulis,missed,195,795,1065.0,196.0,4
3333,3 punti sbagliato,,Olivier Hanlan,missed,219,819,1305.0,756.0,7
3334,2 punti sbagliato,,Luca Conti,missed,238,838,675.0,112.0,0
3335,2 punti segnato,,Andrejs Grazulis,made,242,842,825.0,308.0,0
3336,3 punti segnato,Prentiss Hubb,Andrejs Grazulis,made,271,871,435.0,868.0,6
3337,2 punti segnato,,Paul Stephan Biligha,made,301,901,780.0,196.0,0
3338,2 punti sbagliato,,Sean Mcdermott,missed,310,910,705.0,168.0,0
3339,2 punti segnato,Paul Stephan Biligha,Mattia Udom,made,322,922,870.0,224.0,0
3340,3 punti sbagliato,,Gabe Brown,missed,342,942,1170.0,812.0,7
3341,2 punti segnato,Sean Mcdermott,Gabe Brown,made,350,950,855.0,280.0,0
3342,3 punti sbagliato,,Prentiss Hubb,missed,365,965,1065.0,896.0,7
3343,3 punti sbagliato,,Andriu Tomas Woldetensae,missed,384,984,705.0,952.0,6
3344,2 punti segnato,Luca Conti,Paul Stephan Biligha,made,396,996,870.0,532.0,3
3345,3 punti sbagliato,,Davide Alviti,missed,423,1023,345.0,756.0,6
3346,3 punti sbagliato,,Davide Moretti,missed,444,1044,450.0,840.0,6
3347,2 punti sbagliato,,Paul Stephan Biligha,missed,460,1060,930.0,616.0,3
3348,2 punti sbagliato,,Davide Moretti,missed,468,1068,1005.0,252.0,4
3349,2 punti segnato,,Sean Mcdermott,made,474,1074,660.0,224.0,0
3350,2 punti sbagliato,,Mattia Udom,missed,490,1090,720.0,112.0,0
3351,3 punti sbagliato,,Davide Moretti,missed,496,1096,1440.0,364.0,8
3352,2 punti segnato,,Andriu Tomas Woldetensae,made,538,1138,1140.0,196.0,4
3353,2 punti segnato,Toto Forray,Davide Alviti,made,552,1152,735.0,448.0,2
3354,3 punti segnato,,Davide Moretti,made,563,1163,825.0,952.0,7
3355,2 punti segnato,Toto Forray,Paul Stephan Biligha,made,578,1178,1275.0,224.0,4
3356,2 punti segnato,,Davide Moretti,made,598,1198,750.0,644.0,2
3357,2 punti sbagliato,,Andrejs Grazulis,missed,12,1212,615.0,280.0,0
3358,2 punti sbagliato,,Olivier Hanlan,missed,50,1250,900.0,140.0,0
3359,2 punti sbagliato,,Paul Stephan Biligha,missed,67,1267,585.0,504.0,2
3360,3 punti segnato,,Prentiss Hubb,made,106,1306,360.0,812.0,6
3361,2 punti segnato,,Gabe Brown,made,128,1328,795.0,560.0,3
3362,2 punti sbagliato,,Paul Stephan Biligha,missed,142,1342,705.0,588.0,2
3363,3 punti sbagliato,,Prentiss Hubb,missed,162,1362,690.0,952.0,6
3364,3 punti sbagliato,,Prentiss Hubb,missed,168,1368,780.0,896.0,7
3365,2 punti sbagliato,,Quinn Ellis,missed,176,1376,630.0,224.0,0
3366,2 punti segnato,,Andrejs Grazulis,made,179,1379,690.0,280.0,0
3367,3 punti sbagliato,,Andrejs Grazulis,missed,201,1401,1050.0,896.0,7
3368,3 punti segnato,,Davide Moretti,made,212,1412,225.0,700.0,6
3369,2 punti segnato,Myles Stephens,Paul Stephan Biligha,made,239,1439,570.0,588.0,2
3370,2 punti segnato,Olivier Hanlan,Willie Cauley-Stein,made,253,1453,825.0,280.0,0
3371,2 punti segnato,Davide Alviti,Derek Cooke,made,280,1480,885.0,224.0,0
3372,3 punti segnato,Olivier Hanlan,Davide Moretti,made,295,1495,375.0,840.0,6
3373,2 punti sbagliato,,Davide Alviti,missed,309,1509,735.0,280.0,0
3374,3 punti sbagliato,,Andriu Tomas Woldetensae,missed,316,1516,150.0,728.0,6
3375,2 punti sbagliato,,Sean Mcdermott,missed,322,1522,600.0,196.0,0
3376,3 punti segnato,Davide Alviti,Prentiss Hubb,made,330,1530,1185.0,784.0,7
3377,2 punti segnato,,Olivier Hanlan,made,355,1555,960.0,476.0,3
3378,3 punti sbagliato,,Prentiss Hubb,missed,362,1562,195.0,644.0,6
3379,2 punti sbagliato,,Toto Forray,missed,389,1589,825.0,224.0,0
3380,3 punti sbagliato,,Gabe Brown,missed,409,1609,1200.0,812.0,7
3381,2 punti segnato,Mattia Udom,Quinn Ellis,made,427,1627,675.0,224.0,0
3382,3 punti sbagliato,,Sean Mcdermott,missed,434,1634,330.0,784.0,6
3383,3 punti segnato,Vinnie Shahid,Sean Mcdermott,made,454,1654,75.0,588.0,6
3384,2 punti segnato,Toto Forray,Davide Alviti,made,474,1674,960.0,280.0,0
3385,2 punti sbagliato,,Vinnie Shahid,missed,495,1695,1050.0,280.0,4
3386,3 punti segnato,Derek Cooke,Davide Alviti,made,503,1703,480.0,868.0,6
3387,3 punti sbagliato,,Andriu Tomas Woldetensae,missed,514,1714,90.0,532.0,5
3388,2 punti segnato,,Olivier Hanlan,made,539,1739,1065.0,448.0,3
3389,3 punti segnato,,Toto Forray,made,548,1748,945.0,896.0,7
3390,3 punti sbagliato,,Andriu Tomas Woldetensae,missed,567,1767,1050.0,840.0,7
3391,2 punti sbagliato,,Olivier Hanlan,missed,579,1779,705.0,252.0,0
3392,3 punti sbagliato,,Mattia Udom,missed,597,1797,255.0,1008.0,6
3393,2 punti sbagliato,,Derek Cooke,missed,29,1829,675.0,308.0,0
3394,2 punti segnato,,Andriu Tomas Woldetensae,made,43,1843,825.0,364.0,0
3395,3 punti sbagliato,,Sean Mcdermott,missed,81,1881,285.0,840.0,6
3396,2 punti sbagliato,,Toto Forray,missed,99,1899,1020.0,336.0,3
3397,2 punti sbagliato,,Sean Mcdermott,missed,105,1905,540.0,280.0,0
3398,2 punti segnato,,Davide Moretti,made,124,1924,870.0,112.0,0
3399,3 punti segnato,Davide Moretti,Sean Mcdermott,made,153,1953,1170.0,868.0,7
3400,3 punti segnato,,Prentiss Hubb,made,174,1974,315.0,784.0,6
3401,3 punti segnato,Davide Moretti,Gabe Brown,made,192,1992,1455.0,476.0,8
3402,3 punti segnato,Prentiss Hubb,Paul Stephan Biligha,made,206,2006,675.0,896.0,6
3403,3 punti sbagliato,,Gabe Brown,missed,225,2025,30.0,112.0,5
3404,2 punti segnato,Paul Stephan Biligha,Davide Alviti,made,237,2037,780.0,644.0,3
3405,2 punti segnato,,Willie Cauley-Stein,made,253,2053,735.0,224.0,0
3406,3 punti sbagliato,,Prentiss Hubb,missed,266,2066,690.0,924.0,6
3407,3 punti segnato,Davide Alviti,Mattia Udom,made,295,2095,1185.0,840.0,7
3408,2 punti sbagliato,,Olivier Hanlan,missed,312,2112,780.0,448.0,3
3409,2 punti sbagliato,,Willie Cauley-Stein,missed,315,2115,765.0,196.0,0
3410,3 punti sbagliato,,Davide Alviti,missed,332,2132,1425.0,224.0,8
3411,3 punti sbagliato,,Andriu Tomas Woldetensae,missed,350,2150,1065.0,896.0,7
3412,3 punti segnato,,Quinn Ellis,made,387,2187,1335.0,700.0,7
3413,3 punti sbagliato,,Sean Mcdermott,missed,406,2206,45.0,308.0,5
3414,3 punti sbagliato,,Prentiss Hubb,missed,452,2252,1140.0,924.0,7
3415,3 punti segnato,Prentiss Hubb,Davide Alviti,made,464,2264,570.0,952.0,6
3416,3 punti sbagliato,,Prentiss Hubb,missed,524,2324,225.0,784.0,6
3417,2 punti sbagliato,,Luca Conti,missed,524,2324,855.0,140.0,0
3418,3 punti sbagliato,,Davide Moretti,missed,541,2341,885.0,952.0,7
3419,3 punti sbagliato,,Gabe Brown,missed,565,2365,510.0,840.0,6
3420,2 punti segnato,,Prentiss Hubb,made,590,2390,435.0,588.0,2
3421,3 punti sbagliato,,Sean Mcdermott,missed,600,2400,1215.0,840.0,7
3422,3 punti sbagliato,,Gabe Brown,missed,600,2400,825.0,952.0,7
3423,3 punti sbagliato,,Justin Kyle Jaworski,missed,10,10,285.0,700.0,6
3424,3 punti sbagliato,,Justin Kyle Jaworski,missed,16,16,120.0,532.0,6
3425,3 punti sbagliato,,Michal Sokolowski,missed,32,32,1140.0,812.0,7
3426,3 punti sbagliato,,Joonas Riismaa,missed,58,58,195.0,672.0,6
3427,3 punti segnato,Jamel Morris,Jordan Bayehe,made,78,78,1410.0,504.0,8
3428,2 punti segnato,,Joonas Riismaa,made,109,109,555.0,224.0,0
3429,2 punti sbagliato,,Wendell Mitchell,missed,126,126,660.0,224.0,0
3430,3 punti segnato,Justin Kyle Jaworski,Tomislav Zubcic,made,140,140,75.0,364.0,5
3431,3 punti segnato,,Jamel Morris,made,160,160,270.0,700.0,6
3432,2 punti segnato,,Tyler Ennis,made,172,172,,,-1
3433,2 punti segnato,Jajuan Johnson,Jordan Bayehe,made,196,196,780.0,196.0,0
3434,3 punti sbagliato,,Tomislav Zubcic,missed,219,219,1095.0,868.0,7
3435,2 punti segnato,Tyler Ennis,Tariq Owens,made,264,264,750.0,112.0,0
3436,3 punti sbagliato,,Joonas Riismaa,missed,279,279,1425.0,364.0,8
3437,2 punti sbagliato,,Tomislav Zubcic,missed,300,300,420.0,308.0,1
3438,3 punti sbagliato,,Jamel Morris,missed,312,312,135.0,532.0,6
3439,2 punti sbagliato,,Jacob Pullen,missed,328,328,690.0,308.0,0
3440,2 punti sbagliato,,Jordan Bayehe,missed,346,346,750.0,532.0,2
3441,2 punti segnato,Tomas Kyzlink,Jajuan Johnson,made,359,359,720.0,168.0,0
3442,3 punti sbagliato,,Tyler Ennis,missed,376,376,1335.0,588.0,7
3443,2 punti segnato,Tomas Kyzlink,Jajuan Johnson,made,397,397,735.0,476.0,2
3444,3 punti segnato,,Jacob Pullen,made,417,417,1185.0,728.0,7
3445,2 punti sbagliato,,Jajuan Johnson,missed,433,433,975.0,532.0,3
3446,2 punti segnato,,Tomislav Zubcic,made,443,443,900.0,196.0,0
3447,3 punti sbagliato,,Eric Lombardi,missed,467,467,105.0,560.0,6
3448,2 punti segnato,Tyler Ennis,Tomislav Zubcic,made,471,471,450.0,168.0,1
3449,2 punti sbagliato,,Tomas Kyzlink,missed,478,478,840.0,196.0,0
3450,3 punti segnato,Giovanni De Nicolao,Michal Sokolowski,made,489,489,30.0,140.0,5
3451,3 punti sbagliato,,Jacob Pullen,missed,492,492,30.0,392.0,5
3452,3 punti sbagliato,,Jamel Morris,missed,509,509,15.0,84.0,5
3453,3 punti sbagliato,,Nate Laszewski,missed,530,530,915.0,896.0,7
3454,2 punti sbagliato,,Jacob Pullen,missed,555,555,885.0,112.0,0
3455,3 punti sbagliato,,Tomas Kyzlink,missed,600,600,780.0,896.0,7
3456,3 punti sbagliato,,Tomas Kyzlink,missed,19,619,1020.0,896.0,7
3457,2 punti segnato,Tariq Owens,Giovanni De Nicolao,made,53,653,735.0,112.0,0
3458,2 punti sbagliato,,Jajuan Johnson,missed,65,665,990.0,56.0,0
3459,2 punti segnato,,Alessandro Lever,made,73,673,585.0,112.0,0
3460,3 punti sbagliato,,Tomas Kyzlink,missed,93,693,1335.0,616.0,7
3461,3 punti sbagliato,,Wendell Mitchell,missed,98,698,315.0,784.0,6
3462,2 punti segnato,,Tyler Ennis,made,115,715,825.0,84.0,0
3463,2 punti segnato,,Tyler Ennis,made,141,741,750.0,364.0,0
3464,3 punti sbagliato,,Xavier Sneed,missed,156,756,1170.0,812.0,7
3465,2 punti segnato,Tyler Ennis,Tariq Owens,made,169,769,810.0,28.0,0
3466,2 punti segnato,,Tomas Kyzlink,made,187,787,345.0,560.0,2
3467,3 punti sbagliato,,Tyler Ennis,missed,213,813,1215.0,728.0,7
3468,2 punti sbagliato,,Xavier Sneed,missed,221,821,345.0,280.0,1
3469,2 punti sbagliato,,Tomislav Zubcic,missed,231,831,555.0,308.0,2
3470,2 punti segnato,Tyler Ennis,Michal Sokolowski,made,297,897,675.0,112.0,0
3471,2 punti sbagliato,,Tyler Ennis,missed,347,947,1110.0,280.0,4
3472,2 punti sbagliato,,Nate Laszewski,missed,363,963,735.0,616.0,2
3473,3 punti segnato,Jacob Pullen,Tomislav Zubcic,made,371,971,795.0,896.0,7
3474,3 punti sbagliato,,Xavier Sneed,missed,384,984,210.0,700.0,6
3475,2 punti segnato,Tyler Ennis,Tomislav Zubcic,made,391,991,720.0,112.0,0
3476,3 punti segnato,,Jacob Pullen,made,423,1023,435.0,840.0,6
3477,2 punti segnato,,Jamel Morris,made,434,1034,1065.0,700.0,3
3478,3 punti sbagliato,,Jacob Pullen,missed,473,1073,195.0,644.0,6
3479,3 punti sbagliato,,Jamel Morris,missed,480,1080,345.0,868.0,6
3480,3 punti sbagliato,,Joonas Riismaa,missed,489,1089,1305.0,812.0,7
3481,3 punti segnato,,Jacob Pullen,made,514,1114,1305.0,700.0,7
3482,3 punti segnato,,Jamel Morris,made,530,1130,1065.0,812.0,7
3483,3 punti sbagliato,,Justin Kyle Jaworski,missed,549,1149,225.0,700.0,6
3484,3 punti sbagliato,,Joonas Riismaa,missed,596,1196,600.0,896.0,6
3485,2 punti sbagliato,,Tomislav Zubcic,missed,48,1248,780.0,28.0,0
3486,2 punti sbagliato,,Michal Sokolowski,missed,80,1280,495.0,336.0,2
3487,3 punti sbagliato,,Wendell Mitchell,missed,86,1286,1335.0,616.0,7
3488,3 punti segnato,Justin Kyle Jaworski,Michal Sokolowski,made,96,1296,1470.0,140.0,8
3489,3 punti segnato,Jamel Morris,Xavier Sneed,made,113,1313,45.0,140.0,5
3490,2 punti segnato,Tomislav Zubcic,Tyler Ennis,made,131,1331,750.0,84.0,0
3491,2 punti sbagliato,,Xavier Sneed,missed,158,1358,1140.0,168.0,4
3492,3 punti segnato,,Tomas Kyzlink,made,175,1375,1155.0,840.0,7
3493,2 punti sbagliato,,Michal Sokolowski,missed,213,1413,660.0,84.0,0
3494,3 punti sbagliato,,Jordan Bayehe,missed,248,1448,735.0,952.0,6
3495,2 punti sbagliato,,Tyler Ennis,missed,273,1473,960.0,448.0,3
3496,2 punti segnato,Joonas Riismaa,Jordan Bayehe,made,280,1480,870.0,84.0,0
3497,3 punti sbagliato,,Michal Sokolowski,missed,296,1496,375.0,812.0,6
3498,2 punti segnato,,Tyler Ennis,made,296,1496,375.0,812.0,6
3499,3 punti sbagliato,,Joonas Riismaa,missed,309,1509,30.0,392.0,5
3500,2 punti sbagliato,,Joonas Riismaa,missed,315,1515,975.0,224.0,0
3501,3 punti sbagliato,,Tomas Kyzlink,missed,329,1529,570.0,1008.0,6
3502,3 punti segnato,Giovanni De Nicolao,Justin Kyle Jaworski,made,348,1548,1260.0,672.0,7
3503,3 punti segnato,Giovanni De Nicolao,Justin Kyle Jaworski,made,364,1564,1200.0,756.0,7
3504,3 punti sbagliato,,Jamel Morris,missed,380,1580,165.0,588.0,6
3505,2 punti segnato,Giovanni De Nicolao,Tomislav Zubcic,made,392,1592,765.0,84.0,0
3506,3 punti sbagliato,,Tomas Kyzlink,missed,406,1606,90.0,476.0,5
3507,3 punti sbagliato,,Xavier Sneed,missed,429,1629,1455.0,84.0,8
3508,2 punti segnato,Joonas Riismaa,Jamel Morris,made,439,1639,735.0,224.0,0
3509,3 punti sbagliato,,Justin Kyle Jaworski,missed,464,1664,1320.0,588.0,7
3510,2 punti segnato,,Joonas Riismaa,made,473,1673,480.0,364.0,2
3511,2 punti sbagliato,,Justin Kyle Jaworski,missed,497,1697,1155.0,224.0,4
3512,3 punti sbagliato,,Justin Kyle Jaworski,missed,518,1718,810.0,924.0,7
3513,2 punti sbagliato,,Xavier Sneed,missed,537,1737,630.0,252.0,0
3514,3 punti sbagliato,,Michele Ebeling,missed,553,1753,390.0,840.0,6
3515,3 punti sbagliato,,Giovanni De Nicolao,missed,559,1759,375.0,812.0,6
3516,3 punti segnato,Jamel Morris,Joonas Riismaa,made,569,1769,285.0,728.0,6
3517,2 punti segnato,,Giovanni De Nicolao,made,593,1793,705.0,112.0,0
3518,2 punti sbagliato,,Xavier Sneed,missed,600,1800,720.0,336.0,0
3519,2 punti segnato,,Jajuan Johnson,made,20,1820,885.0,364.0,3
3520,3 punti sbagliato,,Nate Laszewski,missed,38,1838,1305.0,644.0,7
3521,2 punti sbagliato,,Alessandro Lever,missed,49,1849,555.0,336.0,2
3522,3 punti segnato,Joonas Riismaa,Nate Laszewski,made,55,1855,870.0,896.0,7
3523,2 punti segnato,Alessandro Lever,Michal Sokolowski,made,70,1870,735.0,140.0,0
3524,3 punti segnato,Jamel Morris,Joonas Riismaa,made,85,1885,45.0,140.0,5
3525,2 punti sbagliato,,Michal Sokolowski,missed,104,1904,690.0,224.0,0
3526,3 punti sbagliato,,Jacob Pullen,missed,111,1911,825.0,868.0,7
3527,2 punti sbagliato,,Nate Laszewski,missed,125,1925,765.0,84.0,0
3528,2 punti segnato,,Jamel Morris,made,145,1945,705.0,196.0,0
3529,2 punti segnato,,Alessandro Lever,made,171,1971,585.0,532.0,2
3530,3 punti sbagliato,,Jamel Morris,missed,189,1989,735.0,952.0,6
3531,2 punti segnato,,Eric Lombardi,made,219,2019,585.0,56.0,0
3532,2 punti segnato,,Eric Lombardi,made,253,2053,690.0,112.0,0
3533,2 punti sbagliato,,Tyler Ennis,missed,269,2069,585.0,168.0,0
3534,3 punti sbagliato,,Jacob Pullen,missed,314,2114,1395.0,476.0,8
3535,3 punti sbagliato,,Wendell Mitchell,missed,328,2128,60.0,280.0,5
3536,2 punti sbagliato,,Jacob Pullen,missed,341,2141,555.0,84.0,0
3537,3 punti segnato,Tyler Ennis,Tomislav Zubcic,made,370,2170,1350.0,560.0,7
3538,3 punti sbagliato,,Tyler Ennis,missed,405,2205,900.0,896.0,7
3539,2 punti segnato,,Jajuan Johnson,made,411,2211,645.0,140.0,0
3540,2 punti segnato,,Wendell Mitchell,made,451,2251,690.0,224.0,0
3541,2 punti sbagliato,,Wendell Mitchell,missed,483,2283,840.0,140.0,0
3542,3 punti sbagliato,,Michal Sokolowski,missed,494,2294,270.0,672.0,6
3543,2 punti segnato,,Alessandro Lever,made,494,2294,270.0,672.0,6
3544,3 punti sbagliato,,Wendell Mitchell,missed,522,2322,60.0,476.0,5
3545,2 punti sbagliato,,Justin Kyle Jaworski,missed,555,2355,570.0,644.0,2
3546,2 punti segnato,Wendell Mitchell,Jordan Bayehe,made,570,2370,675.0,588.0,2
3547,3 punti sbagliato,,Justin Kyle Jaworski,missed,588,2388,60.0,476.0,5
3548,3 punti sbagliato,,Jamel Morris,missed,599,2399,225.0,644.0,6
3549,3 punti segnato,Justin Kyle Jaworski,Alessandro Lever,made,600,2400,1260.0,756.0,7
3550,2 punti sbagliato,,Miro Bilan,missed,23,23,780.0,280.0,0
3551,3 punti sbagliato,,Payton Terrell Willis,missed,49,49,795.0,868.0,7
3552,3 punti segnato,Semaj Christon,Kenny Gabriel,made,58,58,210.0,700.0,6
3553,2 punti segnato,,Amedeo Della Valle,made,93,93,705.0,168.0,0
3554,3 punti sbagliato,,Ryan Hawkins,missed,116,116,210.0,616.0,6
