,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
0,2 punti segnato,Tyler Ennis,Tariq Owens,made,5,5,960.0,112.0,0
1,3 punti sbagliato,,Stanley Whittaker Jr,missed,28,28,1470.0,112.0,8
2,3 punti segnato,Tyler Ennis,Michal Sokolowski,made,45,45,15.0,364.0,5
3,2 punti segnato,Stanley Whittaker Jr,Stephane Gombauld,made,71,71,1005.0,308.0,3
4,2 punti segnato,Tyler Ennis,Tariq Owens,made,110,110,825.0,168.0,0
5,2 punti sbagliato,,Filip Kruslin,missed,143,143,405.0,644.0,2
6,2 punti segnato,Tyler Ennis,Michal Sokolowski,made,154,154,645.0,112.0,0
7,3 punti sbagliato,,Jacob Pullen,missed,173,173,900.0,868.0,7
8,3 punti segnato,,Tyler Ennis,made,200,200,1080.0,756.0,7
9,3 punti segnato,Stanley Whittaker Jr,Kaspar Treier,made,221,221,1275.0,756.0,7
10,2 punti sbagliato,,Tariq Owens,missed,236,236,585.0,336.0,0
11,3 punti segnato,,Jacob Pullen,made,267,267,1335.0,588.0,7
12,2 punti segnato,Alessandro Cappelletti,Stephane Gombauld,made,295,295,915.0,28.0,0
13,2 punti segnato,,Tyler Ennis,made,319,319,825.0,84.0,0
14,3 punti sbagliato,,Filip Kruslin,missed,335,335,1365.0,644.0,7
15,3 punti sbagliato,,Michal Sokolowski,missed,353,353,285.0,756.0,6
16,2 punti sbagliato,,Stephane Gombauld,missed,361,361,1050.0,112.0,4
17,2 punti segnato,,Ousmane Diop,made,361,361,1050.0,112.0,4
18,2 punti sbagliato,,Ousmane Diop,missed,393,393,795.0,196.0,0
19,2 punti sbagliato,,Ousmane Diop,missed,393,393,795.0,196.0,0
20,2 punti sbagliato,,Ousmane Diop,missed,393,393,795.0,196.0,0
21,3 punti segnato,Alessandro Cappelletti,Filip Kruslin,made,408,408,1290.0,700.0,7
22,2 punti sbagliato,,Tariq Owens,missed,416,416,765.0,224.0,0
23,2 punti segnato,,Tyler Ennis,made,436,436,735.0,644.0,2
24,2 punti sbagliato,,Stefano Gentile,missed,448,448,975.0,84.0,0
25,2 punti sbagliato,,Giovanni De Nicolao,missed,462,462,795.0,224.0,0
26,2 punti sbagliato,,Tariq Owens,missed,462,462,795.0,224.0,0
27,2 punti segnato,Giovanni De Nicolao,Justin Kyle Jaworski,made,476,476,810.0,196.0,0
28,2 punti segnato,Giovanni De Nicolao,Tomislav Zubcic,made,504,504,435.0,56.0,1
29,2 punti segnato,,Alessandro Cappelletti,made,528,528,510.0,504.0,2
30,2 punti sbagliato,,Alfonzo Mckinnie,missed,554,554,1020.0,252.0,4
31,3 punti sbagliato,,Justin Kyle Jaworski,missed,568,568,180.0,672.0,6
32,2 punti segnato,Jacob Pullen,Alessandro Lever,made,592,592,525.0,196.0,0
33,2 punti segnato,Ousmane Diop,Alfonzo Mckinnie,made,15,615,540.0,140.0,0
34,2 punti segnato,,Stanley Whittaker Jr,made,42,642,810.0,420.0,3
35,3 punti segnato,Michal Sokolowski,Alessandro Lever,made,53,653,255.0,868.0,6
36,3 punti sbagliato,,Alessandro Cappelletti,missed,78,678,1395.0,504.0,8
37,2 punti sbagliato,,Alessandro Cappelletti,missed,94,694,750.0,224.0,0
38,2 punti segnato,Alessandro Cappelletti,Stefano Gentile,made,137,737,1155.0,392.0,3
39,3 punti sbagliato,,Justin Kyle Jaworski,missed,144,744,1230.0,924.0,7
40,2 punti sbagliato,,Tariq Owens,missed,174,774,555.0,196.0,0
41,2 punti segnato,,Tariq Owens,made,174,774,555.0,196.0,0
42,3 punti segnato,Stefano Gentile,Alfonzo Mckinnie,made,184,784,1170.0,812.0,7
43,3 punti segnato,Michal Sokolowski,Justin Kyle Jaworski,made,213,813,675.0,980.0,6
44,2 punti segnato,Stefano Gentile,Ousmane Diop,made,222,822,840.0,420.0,3
45,3 punti sbagliato,,Stefano Gentile,missed,248,848,1485.0,448.0,8
46,3 punti sbagliato,,Alessandro Lever,missed,262,862,180.0,672.0,6
47,2 punti segnato,Jacob Pullen,Tomislav Zubcic,made,294,894,390.0,224.0,1
48,3 punti sbagliato,,Stanley Whittaker Jr,missed,320,920,1380.0,700.0,7
49,3 punti sbagliato,,Stefano Gentile,missed,335,935,60.0,196.0,5
50,2 punti sbagliato,,Stephane Gombauld,missed,340,940,735.0,224.0,0
51,2 punti segnato,,Stephane Gombauld,made,340,940,735.0,224.0,0
52,2 punti segnato,Giovanni De Nicolao,Tomislav Zubcic,made,352,952,375.0,308.0,1
53,2 punti sbagliato,,Stephane Gombauld,missed,370,970,765.0,420.0,3
54,2 punti sbagliato,,Tyler Ennis,missed,386,986,570.0,252.0,0
55,2 punti segnato,,Alessandro Lever,made,391,991,645.0,196.0,0
56,3 punti sbagliato,,Filip Kruslin,missed,419,1019,1395.0,616.0,7
57,2 punti sbagliato,,Stanley Whittaker Jr,missed,429,1029,1155.0,140.0,4
58,2 punti segnato,,Stephane Gombauld,made,446,1046,930.0,140.0,0
59,2 punti segnato,,Jacob Pullen,made,451,1051,825.0,224.0,0
60,3 punti sbagliato,,Kaspar Treier,missed,496,1096,60.0,112.0,5
61,3 punti sbagliato,,Tomislav Zubcic,missed,514,1114,645.0,896.0,6
62,2 punti segnato,,Stefano Gentile,made,524,1124,945.0,588.0,3
63,3 punti segnato,Jacob Pullen,Michal Sokolowski,made,546,1146,30.0,84.0,5
64,3 punti sbagliato,,Stefano Gentile,missed,584,1184,300.0,728.0,6
65,3 punti segnato,Tomislav Zubcic,Alessandro Lever,made,599,1199,1080.0,784.0,7
66,2 punti segnato,Stanley Whittaker Jr,Alessandro Cappelletti,made,35,1235,525.0,280.0,1
67,3 punti segnato,Tyler Ennis,Tomislav Zubcic,made,47,1247,1335.0,700.0,7
68,2 punti segnato,,Filip Kruslin,made,68,1268,570.0,140.0,0
69,3 punti sbagliato,,Tariq Owens,missed,84,1284,585.0,168.0,0
70,3 punti sbagliato,,Alessandro Cappelletti,missed,106,1306,15.0,140.0,5
71,3 punti segnato,,Jacob Pullen,made,115,1315,1170.0,756.0,7
72,3 punti sbagliato,,Alessandro Lever,missed,155,1355,75.0,140.0,5
73,2 punti segnato,Alessandro Cappelletti,Filip Kruslin,made,163,1363,435.0,252.0,1
74,3 punti segnato,,Jacob Pullen,made,171,1371,1155.0,812.0,7
75,3 punti segnato,Filip Kruslin,Stanley Whittaker Jr,made,188,1388,30.0,168.0,5
76,2 punti segnato,Jacob Pullen,Tomislav Zubcic,made,219,1419,645.0,140.0,0
77,2 punti segnato,,Stanley Whittaker Jr,made,228,1428,690.0,392.0,0
78,3 punti segnato,Tyler Ennis,Michal Sokolowski,made,250,1450,435.0,812.0,6
79,2 punti sbagliato,,Tomislav Zubcic,missed,299,1499,525.0,196.0,0
80,3 punti sbagliato,,Filip Kruslin,missed,325,1525,15.0,168.0,5
81,3 punti segnato,Justin Kyle Jaworski,Tyler Ennis,made,341,1541,930.0,868.0,7
82,3 punti sbagliato,,Tyler Ennis,missed,370,1570,1035.0,952.0,7
83,2 punti sbagliato,,Stanley Whittaker Jr,missed,400,1600,390.0,280.0,1
84,3 punti segnato,Tyler Ennis,Tomislav Zubcic,made,410,1610,855.0,896.0,7
85,2 punti segnato,Tyler Ennis,Justin Kyle Jaworski,made,427,1627,900.0,252.0,0
86,2 punti sbagliato,,Stefano Gentile,missed,441,1641,885.0,168.0,0
87,2 punti sbagliato,,Alessandro Cappelletti,missed,472,1672,495.0,140.0,1
88,2 punti segnato,,Ousmane Diop,made,472,1672,495.0,140.0,1
89,2 punti segnato,,Alessandro Cappelletti,made,488,1688,630.0,196.0,0
90,2 punti sbagliato,,Alessandro Cappelletti,missed,522,1722,540.0,140.0,0
91,2 punti sbagliato,,Alfonzo Mckinnie,missed,549,1749,975.0,168.0,0
92,3 punti segnato,Stanley Whittaker Jr,Alessandro Cappelletti,made,561,1761,1245.0,700.0,7
93,2 punti segnato,,Justin Kyle Jaworski,made,586,1786,1035.0,560.0,3
94,3 punti sbagliato,,Alfonzo Mckinnie,missed,597,1797,1425.0,224.0,8
95,2 punti sbagliato,,Stanley Whittaker Jr,missed,11,1811,1095.0,168.0,4
96,2 punti segnato,Alessandro Cappelletti,Alfonzo Mckinnie,made,13,1813,555.0,280.0,0
97,3 punti sbagliato,,Jacob Pullen,missed,36,1836,135.0,840.0,6
98,2 punti segnato,Stefano Gentile,Ousmane Diop,made,45,1845,495.0,280.0,1
99,2 punti segnato,,Giovanni De Nicolao,made,66,1866,1020.0,168.0,4
100,3 punti segnato,Alfonzo Mckinnie,Stefano Gentile,made,84,1884,45.0,392.0,5
101,2 punti segnato,,Giovanni De Nicolao,made,100,1900,1020.0,196.0,4
102,2 punti segnato,,Alfonzo Mckinnie,made,115,1915,465.0,392.0,2
103,3 punti segnato,Michal Sokolowski,Giovanni De Nicolao,made,137,1937,1485.0,112.0,8
104,2 punti segnato,,Ousmane Diop,made,162,1962,435.0,140.0,1
105,3 punti sbagliato,,Michal Sokolowski,missed,185,1985,780.0,896.0,7
106,2 punti segnato,,Giovanni De Nicolao,made,185,1985,780.0,896.0,7
107,3 punti segnato,Alessandro Cappelletti,Alfonzo Mckinnie,made,205,2005,1455.0,84.0,8
108,2 punti sbagliato,,Tyler Ennis,missed,223,2023,570.0,224.0,0
109,3 punti segnato,Tariq Owens,Michal Sokolowski,made,235,2035,615.0,868.0,6
110,2 punti sbagliato,,Alfonzo Mckinnie,missed,243,2043,975.0,196.0,0
111,3 punti sbagliato,,Giovanni De Nicolao,missed,251,2051,1455.0,392.0,8
112,3 punti sbagliato,,Filip Kruslin,missed,259,2059,75.0,560.0,6
113,3 punti sbagliato,,Justin Kyle Jaworski,missed,280,2080,45.0,224.0,5
114,2 punti sbagliato,,Stanley Whittaker Jr,missed,290,2090,1080.0,168.0,4
115,2 punti segnato,,Michal Sokolowski,made,311,2111,825.0,336.0,0
116,3 punti segnato,Alessandro Cappelletti,Filip Kruslin,made,330,2130,1440.0,196.0,8
117,2 punti sbagliato,,Justin Kyle Jaworski,missed,337,2137,195.0,252.0,1
118,3 punti segnato,Tyler Ennis,Michal Sokolowski,made,352,2152,60.0,280.0,5
119,3 punti sbagliato,,Alfonzo Mckinnie,missed,385,2185,1470.0,280.0,8
120,2 punti segnato,Michal Sokolowski,Tomislav Zubcic,made,391,2191,780.0,616.0,3
121,3 punti sbagliato,,Alfonzo Mckinnie,missed,406,2206,465.0,840.0,6
122,3 punti sbagliato,,Tyler Ennis,missed,422,2222,1035.0,308.0,4
123,3 punti sbagliato,,Michal Sokolowski,missed,454,2254,60.0,84.0,5
124,2 punti segnato,,Alfonzo Mckinnie,made,467,2267,450.0,224.0,1
125,2 punti sbagliato,,Stephane Gombauld,missed,475,2275,510.0,140.0,0
126,2 punti sbagliato,,Tomislav Zubcic,missed,493,2293,675.0,140.0,0
127,3 punti segnato,Jacob Pullen,Michal Sokolowski,made,517,2317,1485.0,224.0,8
128,2 punti sbagliato,,Tariq Owens,missed,547,2347,525.0,280.0,1
129,2 punti sbagliato,,Stanley Whittaker Jr,missed,557,2357,450.0,168.0,1
130,3 punti segnato,Alessandro Cappelletti,Kaspar Treier,made,572,2372,15.0,308.0,5
131,2 punti segnato,Alessandro Cappelletti,Kaspar Treier,made,600,2400,600.0,168.0,0
132,2 punti sbagliato,,Briante Weber,missed,16,16,900.0,280.0,0
133,2 punti segnato,Joonas Riismaa,Jajuan Johnson,made,38,38,765.0,560.0,3
134,2 punti segnato,,Mouhamed Faye,made,61,61,750.0,140.0,0
135,2 punti sbagliato,,Jajuan Johnson,missed,75,75,1200.0,308.0,4
136,2 punti segnato,,Kevin Juwan Hervey,made,91,91,690.0,336.0,0
137,3 punti sbagliato,,Jeremy Senglin,missed,115,115,1380.0,560.0,7
138,2 punti sbagliato,,Langston Galloway,missed,124,124,555.0,168.0,0
139,2 punti segnato,,Mouhamed Faye,made,124,124,555.0,168.0,0
140,3 punti sbagliato,,Jamel Morris,missed,148,148,1110.0,868.0,7
141,3 punti segnato,Jamel Morris,Nate Laszewski,made,155,155,375.0,924.0,6
142,3 punti segnato,Langston Galloway,Kevin Juwan Hervey,made,176,176,285.0,868.0,6
143,2 punti segnato,,Briante Weber,made,202,202,570.0,308.0,0
144,2 punti sbagliato,,Nate Laszewski,missed,213,213,975.0,224.0,0
145,2 punti segnato,,Jajuan Johnson,made,216,216,750.0,364.0,0
146,2 punti sbagliato,,Jajuan Johnson,missed,240,240,795.0,616.0,3
147,2 punti sbagliato,,Briante Weber,missed,256,256,930.0,168.0,0
148,2 punti segnato,,Briante Weber,made,260,260,780.0,308.0,0
149,3 punti sbagliato,,Jamel Morris,missed,278,278,1350.0,616.0,7
150,2 punti segnato,,Kevin Juwan Hervey,made,293,293,750.0,252.0,0
151,3 punti segnato,Jamel Morris,Jeremy Senglin,made,311,311,495.0,868.0,6
152,2 punti segnato,Briante Weber,Kevin Juwan Hervey,made,327,327,840.0,672.0,3
153,2 punti sbagliato,,Jamel Morris,missed,351,351,825.0,420.0,3
154,3 punti sbagliato,,Kevin Juwan Hervey,missed,367,367,1065.0,896.0,7
155,2 punti sbagliato,,Jajuan Johnson,missed,377,377,330.0,280.0,1
156,2 punti segnato,,Kevin Juwan Hervey,made,403,403,450.0,448.0,2
157,2 punti segnato,Mouhamed Faye,Langston Galloway,made,430,430,585.0,392.0,2
158,2 punti segnato,Jamar Smith,Darion Atkins,made,454,454,1110.0,280.0,4
159,2 punti segnato,Lorenzo Uglietti,Jamar Smith,made,490,490,420.0,196.0,1
160,3 punti segnato,Wendell Mitchell,Jordan Bayehe,made,510,510,870.0,868.0,7
161,2 punti segnato,Matteo Chillo,Darion Atkins,made,530,530,870.0,280.0,0
162,3 punti segnato,Lorenzo Uglietti,Jamar Smith,made,556,556,180.0,728.0,6
163,3 punti segnato,Tommaso Laquintana,Jordan Bayehe,made,571,571,660.0,952.0,6
164,2 punti sbagliato,,Sasha Grant,missed,588,588,615.0,616.0,2
165,2 punti segnato,Lorenzo Uglietti,Matteo Chillo,made,596,596,750.0,784.0,2
166,2 punti sbagliato,,Tommaso Laquintana,missed,17,617,555.0,336.0,2
167,3 punti segnato,Tommaso Laquintana,Wendell Mitchell,made,48,648,1020.0,924.0,7
168,2 punti sbagliato,,Darion Atkins,missed,88,688,930.0,336.0,3
169,3 punti sbagliato,,Eric Lombardi,missed,100,700,840.0,868.0,7
170,2 punti sbagliato,,Tommaso Laquintana,missed,122,722,525.0,616.0,2
171,3 punti segnato,Jamar Smith,Lorenzo Uglietti,made,125,725,165.0,700.0,6
172,2 punti sbagliato,,Tommaso Laquintana,missed,135,735,720.0,448.0,2
173,2 punti sbagliato,,Tomas Kyzlink,missed,155,755,870.0,336.0,0
174,3 punti sbagliato,,Langston Galloway,missed,160,760,300.0,784.0,6
175,3 punti segnato,Darion Atkins,Kevin Juwan Hervey,made,176,776,1110.0,868.0,7
176,3 punti sbagliato,,Wendell Mitchell,missed,193,793,1290.0,700.0,7
177,2 punti segnato,,Briante Weber,made,198,798,480.0,224.0,1
178,2 punti sbagliato,,Jordan Bayehe,missed,214,814,825.0,336.0,0
179,3 punti sbagliato,,Jamar Smith,missed,223,823,1380.0,588.0,7
180,3 punti segnato,Jamel Morris,Jeremy Senglin,made,306,906,225.0,784.0,6
181,3 punti sbagliato,,Kevin Juwan Hervey,missed,329,929,420.0,896.0,6
182,2 punti segnato,Jeremy Senglin,Jajuan Johnson,made,355,955,765.0,140.0,0
183,3 punti sbagliato,,Briante Weber,missed,382,982,405.0,896.0,6
184,2 punti segnato,,Jajuan Johnson,made,399,999,465.0,224.0,1
185,2 punti segnato,,Kevin Juwan Hervey,made,418,1018,510.0,392.0,2
186,2 punti sbagliato,,Darion Atkins,missed,460,1060,810.0,476.0,3
187,2 punti sbagliato,,Jamel Morris,missed,478,1078,765.0,364.0,0
188,2 punti sbagliato,,Langston Galloway,missed,486,1086,570.0,560.0,2
189,2 punti sbagliato,,Jeremy Senglin,missed,493,1093,765.0,448.0,3
190,2 punti sbagliato,,Jordan Bayehe,missed,500,1100,825.0,224.0,0
191,2 punti segnato,Darion Atkins,Michele Vitali,made,510,1110,630.0,532.0,2
192,3 punti segnato,Jamel Morris,Jordan Bayehe,made,530,1130,540.0,868.0,6
193,3 punti sbagliato,,Jordan Bayehe,missed,562,1162,735.0,952.0,6
194,2 punti segnato,,Mouhamed Faye,made,20,1220,750.0,140.0,0
195,2 punti sbagliato,,Michele Vitali,missed,55,1255,285.0,308.0,1
196,2 punti sbagliato,,Jajuan Johnson,missed,74,1274,1005.0,280.0,4
197,2 punti sbagliato,,Mouhamed Faye,missed,94,1294,840.0,392.0,3
198,2 punti sbagliato,,Jeremy Senglin,missed,103,1303,765.0,420.0,3
199,3 punti segnato,,Jamar Smith,made,119,1319,675.0,840.0,6
200,2 punti sbagliato,,Jamar Smith,missed,161,1361,855.0,644.0,3
201,3 punti sbagliato,,Jeremy Senglin,missed,187,1387,465.0,896.0,6
202,2 punti sbagliato,,Briante Weber,missed,197,1397,1035.0,476.0,3
203,2 punti sbagliato,,Kevin Juwan Hervey,missed,203,1403,885.0,476.0,3
204,3 punti segnato,Jajuan Johnson,Wendell Mitchell,made,224,1424,1125.0,868.0,7
205,3 punti sbagliato,,Michele Vitali,missed,242,1442,780.0,952.0,7
206,3 punti segnato,Mouhamed Faye,Michele Vitali,made,247,1447,435.0,868.0,6
207,2 punti sbagliato,,Jajuan Johnson,missed,263,1463,435.0,280.0,1
208,3 punti segnato,Briante Weber,Kevin Juwan Hervey,made,274,1474,195.0,924.0,6
209,2 punti segnato,,Jamel Morris,made,295,1495,855.0,308.0,0
210,2 punti sbagliato,,Mouhamed Faye,missed,317,1517,945.0,364.0,3
211,3 punti sbagliato,,Wendell Mitchell,missed,366,1566,885.0,924.0,7
212,2 punti segnato,,Jamar Smith,made,382,1582,1035.0,700.0,3
213,3 punti sbagliato,,Jamel Morris,missed,407,1607,705.0,924.0,6
214,2 punti segnato,,Jordan Bayehe,made,432,1632,795.0,672.0,3
215,3 punti segnato,Darion Atkins,Jamar Smith,made,470,1670,1140.0,812.0,7
216,3 punti sbagliato,,Langston Galloway,missed,509,1709,975.0,980.0,7
217,3 punti sbagliato,,Nate Laszewski,missed,524,1724,645.0,952.0,6
218,2 punti segnato,Jamar Smith,Langston Galloway,made,536,1736,885.0,252.0,0
219,3 punti sbagliato,,Jamar Smith,missed,581,1781,945.0,868.0,7
220,2 punti sbagliato,,Darion Atkins,missed,588,1788,855.0,308.0,0
221,3 punti sbagliato,,Jordan Bayehe,missed,598,1798,1035.0,896.0,7
222,3 punti segnato,Tommaso Laquintana,Nate Laszewski,made,32,1832,315.0,896.0,6
223,2 punti segnato,,Jamar Smith,made,53,1853,555.0,476.0,2
224,2 punti sbagliato,,Jamar Smith,missed,84,1884,975.0,644.0,3
225,2 punti segnato,,Tommaso Laquintana,made,96,1896,735.0,364.0,0
226,2 punti sbagliato,,Langston Galloway,missed,117,1917,870.0,644.0,3
227,3 punti segnato,Tommaso Laquintana,Joonas Riismaa,made,146,1946,1395.0,504.0,8
228,2 punti segnato,,Darion Atkins,made,165,1965,600.0,756.0,2
229,3 punti sbagliato,,Tomas Kyzlink,missed,189,1989,1200.0,896.0,7
230,3 punti sbagliato,,Nate Laszewski,missed,218,2018,675.0,980.0,6
231,2 punti sbagliato,,Joonas Riismaa,missed,226,2026,885.0,392.0,3
232,2 punti segnato,,Lorenzo Uglietti,made,235,2035,720.0,672.0,2
233,3 punti sbagliato,,Joonas Riismaa,missed,249,2049,195.0,700.0,6
234,2 punti sbagliato,,Briante Weber,missed,272,2072,840.0,224.0,0
235,2 punti sbagliato,,Briante Weber,missed,287,2087,870.0,84.0,0
236,2 punti segnato,,Darion Atkins,made,292,2092,1020.0,476.0,3
237,3 punti sbagliato,,Joonas Riismaa,missed,299,2099,330.0,756.0,6
238,3 punti sbagliato,,Tommaso Laquintana,missed,308,2108,1005.0,896.0,7
239,2 punti segnato,,Tommaso Laquintana,made,318,2118,795.0,392.0,0
240,2 punti sbagliato,,Darion Atkins,missed,330,2130,615.0,112.0,0
241,3 punti sbagliato,,Nate Laszewski,missed,346,2146,450.0,840.0,6
242,3 punti sbagliato,,Wendell Mitchell,missed,360,2160,525.0,924.0,6
243,3 punti segnato,Briante Weber,Michele Vitali,made,385,2185,1335.0,728.0,7
244,3 punti segnato,Tommaso Laquintana,Nate Laszewski,made,403,2203,480.0,868.0,6
245,2 punti sbagliato,,Kevin Juwan Hervey,missed,413,2213,855.0,224.0,0
246,2 punti sbagliato,,Wendell Mitchell,missed,428,2228,690.0,588.0,2
247,2 punti segnato,,Briante Weber,made,440,2240,735.0,364.0,0
248,2 punti sbagliato,,Jeremy Senglin,missed,461,2261,480.0,476.0,2
249,3 punti sbagliato,,Eric Lombardi,missed,492,2292,105.0,644.0,6
250,3 punti segnato,Mouhamed Faye,Michele Vitali,made,520,2320,1200.0,784.0,7
251,3 punti sbagliato,,Kevin Juwan Hervey,missed,554,2354,1095.0,868.0,7
252,2 punti segnato,,Jeremy Senglin,made,569,2369,885.0,280.0,0
253,2 punti sbagliato,,Kevin Juwan Hervey,missed,595,2395,1005.0,644.0,3
254,2 punti sbagliato,,Jeremy Senglin,missed,600,2400,450.0,364.0,2
255,2 punti segnato,,Wendell Mitchell,made,600,2400,645.0,280.0,0
256,2 punti segnato,Derek Ogbeide,Ryan Hawkins,made,29,29,915.0,252.0,0
257,2 punti segnato,,Gabe Brown,made,45,45,1110.0,308.0,4
258,3 punti sbagliato,,Carl Wheatle,missed,78,78,1305.0,728.0,7
259,2 punti segnato,,Olivier Hanlan,made,96,96,585.0,252.0,0
260,3 punti segnato,,Payton Terrell Willis,made,101,101,615.0,840.0,6
261,2 punti segnato,,Gabe Brown,made,110,110,885.0,224.0,0
262,2 punti sbagliato,,Charlie Edward Moore,missed,123,123,840.0,588.0,3
263,2 punti sbagliato,,Willie Cauley-Stein,missed,136,136,675.0,280.0,0
264,3 punti sbagliato,,Payton Terrell Willis,missed,143,143,525.0,896.0,6
265,2 punti segnato,Olivier Hanlan,Gabe Brown,made,153,153,585.0,224.0,0
266,3 punti sbagliato,,Ryan Hawkins,missed,174,174,210.0,700.0,6
267,2 punti segnato,,Olivier Hanlan,made,187,187,1110.0,252.0,4
268,3 punti segnato,Davide Moretti,Olivier Hanlan,made,204,204,75.0,616.0,6
269,3 punti segnato,,Willie Cauley-Stein,made,237,237,495.0,868.0,6
270,3 punti segnato,,Charlie Edward Moore,made,259,259,405.0,868.0,6
271,3 punti segnato,Carl Wheatle,Ryan Hawkins,made,273,273,780.0,896.0,7
272,3 punti sbagliato,,Olivier Hanlan,missed,289,289,195.0,644.0,6
273,2 punti segnato,,Charlie Edward Moore,made,302,302,945.0,364.0,3
274,3 punti segnato,,Charlie Edward Moore,made,347,347,345.0,756.0,6
275,3 punti sbagliato,,Ryan Hawkins,missed,373,373,495.0,840.0,6
276,2 punti sbagliato,,Derek Ogbeide,missed,383,383,930.0,476.0,3
277,3 punti segnato,Willie Cauley-Stein,Sean Mcdermott,made,394,394,1215.0,812.0,7
278,2 punti sbagliato,,Vinnie Shahid,missed,425,425,840.0,308.0,0
279,3 punti sbagliato,,Sean Mcdermott,missed,439,439,285.0,812.0,6
280,3 punti sbagliato,,Grant Basile,missed,455,455,1080.0,812.0,7
281,2 punti segnato,Gianluca Della Rosa,Angelo Del Chiaro,made,492,492,585.0,168.0,0
282,2 punti sbagliato,,Scott Ulaneo,missed,504,504,810.0,224.0,0
283,3 punti sbagliato,,Payton Terrell Willis,missed,517,517,1155.0,812.0,7
284,2 punti segnato,Scott Ulaneo,Andriu Tomas Woldetensae,made,534,534,645.0,252.0,0
285,3 punti sbagliato,,Gianluca Della Rosa,missed,557,557,360.0,784.0,6
286,2 punti sbagliato,,Vinnie Shahid,missed,570,570,765.0,616.0,3
287,2 punti segnato,,Olivier Hanlan,made,580,580,690.0,308.0,0
288,2 punti segnato,Gianluca Della Rosa,Angelo Del Chiaro,made,596,596,750.0,336.0,0
289,2 punti segnato,Grant Basile,Angelo Del Chiaro,made,18,618,705.0,672.0,2
290,3 punti sbagliato,,Willie Cauley-Stein,missed,37,637,1095.0,868.0,7
291,3 punti segnato,Grant Basile,Gianluca Della Rosa,made,56,656,825.0,1036.0,7
292,3 punti sbagliato,,Gabe Brown,missed,80,680,945.0,868.0,7
293,3 punti segnato,Lorenzo Saccaggi,Gianluca Della Rosa,made,94,694,1245.0,868.0,7
294,3 punti sbagliato,,Sean Mcdermott,missed,125,725,315.0,868.0,6
295,2 punti segnato,,Payton Terrell Willis,made,153,753,780.0,616.0,3
296,3 punti sbagliato,,Payton Terrell Willis,missed,153,753,,,-1
297,3 punti segnato,,Payton Terrell Willis,made,153,753,,,-1
298,2 punti segnato,Scott Ulaneo,Andriu Tomas Woldetensae,made,199,799,900.0,224.0,0
299,2 punti sbagliato,,Lorenzo Saccaggi,missed,228,828,1245.0,224.0,4
300,2 punti sbagliato,,Scott Ulaneo,missed,236,836,825.0,224.0,0
301,2 punti segnato,Payton Terrell Willis,Grant Basile,made,242,842,750.0,196.0,0
302,3 punti segnato,Olivier Hanlan,Davide Moretti,made,253,853,1140.0,840.0,7
303,3 punti sbagliato,,Grant Basile,missed,276,876,555.0,840.0,6
304,3 punti sbagliato,,Charlie Edward Moore,missed,313,913,690.0,1008.0,6
305,2 punti segnato,Scott Ulaneo,Gabe Brown,made,322,922,765.0,280.0,0
306,3 punti sbagliato,,Payton Terrell Willis,missed,339,939,1110.0,896.0,7
307,3 punti segnato,Payton Terrell Willis,Ryan Hawkins,made,346,946,945.0,924.0,7
308,2 punti sbagliato,,Olivier Hanlan,missed,364,964,780.0,308.0,0
309,3 punti sbagliato,,Payton Terrell Willis,missed,394,994,1110.0,840.0,7
310,3 punti sbagliato,,Carl Wheatle,missed,401,1001,45.0,140.0,5
311,3 punti sbagliato,,Vinnie Shahid,missed,418,1018,1170.0,1036.0,7
312,2 punti segnato,Charlie Edward Moore,Derek Ogbeide,made,434,1034,795.0,224.0,0
313,2 punti segnato,,Gabe Brown,made,446,1046,780.0,364.0,0
314,2 punti sbagliato,,Ryan Hawkins,missed,485,1085,735.0,224.0,0
315,2 punti segnato,Olivier Hanlan,Willie Cauley-Stein,made,497,1097,780.0,196.0,0
316,3 punti sbagliato,,Charlie Edward Moore,missed,517,1117,765.0,952.0,7
317,2 punti segnato,,Olivier Hanlan,made,524,1124,870.0,252.0,0
318,3 punti sbagliato,,Ryan Hawkins,missed,542,1142,930.0,924.0,7
319,3 punti sbagliato,,Sean Mcdermott,missed,556,1156,735.0,924.0,6
320,3 punti sbagliato,,Gabe Brown,missed,565,1165,1425.0,420.0,8
321,2 punti sbagliato,,Vinnie Shahid,missed,597,1197,480.0,392.0,2
322,2 punti segnato,,Willie Cauley-Stein,made,597,1197,480.0,392.0,2
323,2 punti sbagliato,,Vinnie Shahid,missed,17,1217,735.0,252.0,0
324,2 punti segnato,,Charlie Edward Moore,made,27,1227,1095.0,504.0,3
325,2 punti segnato,Olivier Hanlan,Willie Cauley-Stein,made,42,1242,675.0,224.0,0
326,2 punti sbagliato,,Derek Ogbeide,missed,61,1261,1065.0,308.0,4
327,2 punti sbagliato,,Charlie Edward Moore,missed,81,1281,600.0,168.0,0
328,2 punti segnato,,Derek Ogbeide,made,86,1286,750.0,168.0,0
329,2 punti segnato,Charlie Edward Moore,Carl Wheatle,made,98,1298,840.0,224.0,0
330,3 punti sbagliato,,Olivier Hanlan,missed,118,1318,375.0,812.0,6
331,2 punti sbagliato,,Charlie Edward Moore,missed,124,1324,675.0,224.0,0
332,2 punti segnato,,Carl Wheatle,made,148,1348,690.0,224.0,0
